"state_code_1991","district_code_1991","n_shrid_total","n_shrid_deterministic","shrid_coverage","population_1991_total","population_1991_deterministic","population_coverage","n_target_2001_districts","mapping_class","exact_language_persistence","preferred_language_persistence","preferred_population_coverage_threshold"
"14","02",1620,1616,0.997530864197531,5187162,5185700,0.999718150310324,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"14","03",1864,1859,0.997317596566524,1812282,1812063,0.999879157879403,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"14","04",1522,1522,1,1544057,1544057,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"14","05",739,739,1,831664,831664,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"14","06",1826,1825,0.999452354874042,3847229,3837759,0.997538488091039,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"14","07",1586,1584,0.998738965952081,2531682,2531112,0.999774853239862,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"14","08",1494,1490,0.997322623828648,3187634,3182122,0.998270817791503,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"14","09",1557,1556,0.999357739242132,3347350,3347210,0.999958175870465,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"14","10",1819,1816,0.998350742166025,5146435,5144696,0.999662096188915,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"14","11",1557,1548,0.994219653179191,2442921,2440781,0.999123999507147,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"14","12",717,716,0.99860529986053,2079816,2079541,0.999867776764868,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"14","13",1131,1128,0.997347480106101,3141827,3141082,0.999762876822944,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"14","14",1190,1180,0.991596638655462,2984142,2981359,0.999067403628916,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"14","15",1307,1295,0.990818668706963,2205166,2203299,0.99915335172046,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"14","16",960,960,1,1364425,1364425,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"14","17",1477,1467,0.99322951929587,2113372,2113027,0.999836753775483,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"14","18",1276,1275,0.999216300940439,1822072,1822069,0.999998353522803,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"14","19",1522,1519,0.998028909329829,2325380,2325218,0.999930333966922,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"14","20",722,722,1,1274527,1274527,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"14","21",919,917,0.997823721436344,1676641,1676292,0.999791845720103,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"14","22",1307,1281,0.980107115531752,1885728,1885332,0.999790001527262,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"14","23",1579,1552,0.982900569981001,2200853,2200418,0.999802349361816,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"14","24",1690,1647,0.974556213017752,2198220,2197171,0.999522795716534,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"14","25",1843,1816,0.98534997287032,2073004,2072525,0.999768934358062,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"14","26",972,940,0.967078189300412,1060873,1058348,0.997619884755291,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"14","27",1654,1616,0.977025392986699,3278980,3275199,0.998846897510811,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"14","28",1662,1656,0.996389891696751,2107629,2105417,0.998950479424984,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"14","29",1479,1450,0.980392156862745,1753584,1749395,0.997611178021697,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"14","30",1507,1493,0.9907100199071,787010,786669,0.999566714527134,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"15","01",476,359,0.754201680672269,187745,95820,0.510373112466377,1,"incomplete_population_coverage_single_target",FALSE,FALSE,0.99
"15","02",155,155,1,78605,78605,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"15","03",463,460,0.993520518358531,134602,134177,0.996842543201438,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"15","04",279,270,0.967741935483871,68696,67598,0.984016536625131,1,"incomplete_population_coverage_single_target",FALSE,FALSE,0.99
"15","05",93,93,1,283567,283567,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"15","06",51,50,0.980392156862745,168143,167876,0.99841206592008,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"15","07",324,317,0.978395061728395,700893,482175,0.68794380882674,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"15","08",185,185,1,101888,101888,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"16","01",448,126,0.28125,218333,80273,0.367663156737644,1,"incomplete_population_coverage_single_target",FALSE,FALSE,0.99
"16","02",1318,647,0.490895295902883,642069,405589,0.63169067498976,3,"splits_across_2001_districts",FALSE,FALSE,0.99
"16","03",725,481,0.663448275862069,196013,125864,0.642120675669471,1,"incomplete_population_coverage_single_target",FALSE,FALSE,0.99
"16","04",783,674,0.860791826309068,172609,149420,0.865655904385055,1,"incomplete_population_coverage_single_target",FALSE,FALSE,0.99
"16","05",1941,1633,0.841318907779495,466458,409710,0.878342744684409,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"17","01",353,315,0.892351274787535,475065,289108,0.608565143717176,5,"splits_across_2001_districts",FALSE,FALSE,0.99
"17","02",160,146,0.9125,111197,108740,0.977904080146047,1,"incomplete_population_coverage_single_target",FALSE,FALSE,0.99
"17","03",181,176,0.972375690607735,90908,90162,0.991793901526818,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"18","01",375,355,0.946666666666667,384849,381580,0.991505759401739,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"18","02",100,100,1,102030,102030,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"18","03",180,178,0.988888888888889,95687,95175,0.994649220897301,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"18","04",107,107,1,78365,78365,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"18","05",98,96,0.979591836734694,154029,153543,0.996844750014608,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"18","06",208,207,0.995192307692308,223997,223933,0.999714281887704,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"18","07",109,108,0.990825688073395,149659,149587,0.999518906313686,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"19","01",3454,3435,0.994499131441807,2676718,2676103,0.999770241019039,4,"splits_across_2001_districts",FALSE,FALSE,0.99
"19","02",1674,1671,0.99820788530466,1569193,1569162,0.999980244622554,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"19","03",2064,2057,0.996608527131783,1329490,1329054,0.999672054697666,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"19","04",3697,3688,0.997565593724642,1877807,1876859,0.999495155785445,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"19","05",3772,3753,0.994962884411453,2767392,2766292,0.999602513846972,3,"splits_across_2001_districts",FALSE,FALSE,0.99
"19","06",5986,5961,0.99582358837287,5456756,5455096,0.999695789952858,5,"splits_across_2001_districts",FALSE,FALSE,0.99
"19","07",2686,2657,0.989203276247208,1895654,1891423,0.997768052608757,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"19","08",3428,3396,0.990665110851809,861696,858602,0.996409406565657,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"19","09",2571,2553,0.992998833138857,1705814,1704302,0.99911361965607,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"19","10",2646,2626,0.99244142101285,1553300,1551490,0.998834738942896,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"19","11",6067,5974,0.984671171913631,2967693,2955714,0.995963531268228,4,"splits_across_2001_districts",FALSE,FALSE,0.99
"19","12",4215,4168,0.988849347568209,3143915,3141328,0.999177140603356,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"19","13",4426,4393,0.992544057840036,3565284,3563630,0.999536081838081,3,"splits_across_2001_districts",FALSE,FALSE,0.99
"20","01",1543,1527,0.989630589760207,1707288,1696287,0.993556447418362,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"20","02",1201,1188,0.98917568692756,2468745,2446412,0.990953703197374,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"20","03",1124,1117,0.993772241992883,1598029,1597356,0.999578856203486,5,"splits_across_2001_districts",FALSE,FALSE,0.99
"20","04",10,10,1,1242781,1242781,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"20","05",1236,1223,0.989482200647249,1983365,1976041,0.996307285850058,3,"splits_across_2001_districts",FALSE,FALSE,0.99
"20","06",624,601,0.963141025641026,612791,611410,0.997746376823419,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"20","07",1591,1586,0.996857322438718,1420122,1419978,0.999898600261104,4,"splits_across_2001_districts",FALSE,FALSE,0.99
"20","08",889,879,0.988751406074241,851677,847698,0.995328041029639,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"20","09",1432,1416,0.988826815642458,1852287,1850995,0.999302483902333,4,"splits_across_2001_districts",FALSE,FALSE,0.99
"20","10",716,716,1,1671404,1671404,1,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"20","11",530,528,0.99622641509434,1532260,1531805,0.99970305300667,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"20","12",580,578,0.996551724137931,1724294,1720419,0.997752703425286,3,"splits_across_2001_districts",FALSE,FALSE,0.99
"21","01",4206,4145,0.985496909177366,2488010,2476967,0.995561513016427,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"21","02",582,571,0.981099656357388,1209634,1200119,0.992133984329144,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"21","03",933,930,0.996784565916399,1543211,1543047,0.999893728077366,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"21","04",833,833,1,1582421,1582421,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"21","05",1926,1922,0.997923156801661,2281857,2281675,0.999920240400691,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"21","06",1340,1332,0.994029850746269,1626880,1626787,0.999942835365854,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"21","07",552,549,0.994565217391304,745107,744978,0.999826870503163,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"21","08",1600,1592,0.995,1932189,1931834,0.999816270561524,3,"splits_across_2001_districts",FALSE,FALSE,0.99
"21","09",2905,2886,0.993459552495697,4553723,4535980,0.996103627734932,3,"splits_across_2001_districts",FALSE,FALSE,0.99
"21","10",935,935,1,1842914,1842914,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"21","11",984,983,0.998983739837398,1725590,1725589,0.999999420488065,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"21","12",1010,1008,0.998019801980198,968631,968579,0.99994631598617,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"21","13",519,511,0.984585741811175,344255,344095,0.999535228246503,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"21","14",860,859,0.998837209302326,2152750,2151541,0.999438392753455,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"21","15",1381,1377,0.997103548153512,2144323,2141201,0.998544062624894,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"21","16",912,910,0.99780701754386,1480625,1480094,0.999641367665682,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"21","17",1626,1626,1,1432935,1432935,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"21","18",667,667,1,1142036,1142036,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"21","19",449,449,1,654029,654029,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"21","20",1564,1559,0.996803069053708,1587562,1586681,0.999445061043285,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"21","21",3185,3181,0.998744113029827,2887321,2887286,0.999987878036422,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"21","22",2167,2156,0.99492385786802,1478015,1477530,0.999671857186835,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"21","23",840,839,0.998809523809524,870185,870172,0.999985060648023,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"21","24",1433,1428,0.996510816468946,1155600,1155313,0.999751644167532,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"21","25",830,827,0.996385542168675,770248,770187,0.999920804727828,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"21","26",1849,1838,0.994050838290968,2028001,1960518,0.966724375382458,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"21","27",1452,1447,0.996556473829201,956600,956537,0.999934141752038,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"22","01",53,53,1,31206,31206,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"22","02",121,121,1,170511,170511,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"22","03",142,142,1,96346,96346,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"22","04",120,120,1,97150,97150,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"23","02",1687,1672,0.991108476585655,4331243,4322933,0.998081382180589,4,"splits_across_2001_districts",FALSE,FALSE,0.99
"23","03",823,815,0.990279465370595,2908324,2903556,0.998360567804688,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"23","04",1082,1070,0.988909426987061,2310803,2305310,0.99762290424584,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"23","05",1051,1046,0.995242626070409,1933370,1932600,0.999601731691296,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"23","06",2256,2247,0.996010638297872,4678717,4676663,0.999560990758791,3,"splits_across_2001_districts",FALSE,FALSE,0.99
"23","07",948,944,0.9957805907173,3531922,3476036,0.984176887258552,5,"splits_across_2001_districts",FALSE,FALSE,0.99
"23","08",464,460,0.991379310344828,2149547,2143101,0.997001228630963,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"23","09",57,57,1,687087,687087,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"23","10",457,457,1,3378272,3378272,1,3,"splits_across_2001_districts",FALSE,FALSE,0.99
"23","11",348,343,0.985632183908046,1619257,1618791,0.99971221368813,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"23","12",954,951,0.99685534591195,3824431,3821050,0.999115946921254,4,"splits_across_2001_districts",FALSE,FALSE,0.99
"23","13",1713,1707,0.996497373029772,4205201,4201319,0.999076857443913,4,"splits_across_2001_districts",FALSE,FALSE,0.99
"23","14",746,741,0.993297587131367,1220380,1219028,0.998892148347236,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"23","15",467,464,0.993576017130621,959599,957661,0.997980406398923,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"23","16",658,646,0.981762917933131,3077568,3073686,0.998738614386425,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"23","17",492,482,0.979674796747967,1324546,1307074,0.98680906514383,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"23","18",394,394,1,870616,870616,1,3,"splits_across_2001_districts",FALSE,FALSE,0.99
"23","19",442,439,0.993212669683258,1396175,1394402,0.998730101885509,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"23","20",449,443,0.986636971046771,1855400,1853194,0.998811038051094,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"23","21",72,72,1,813772,813772,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"24","01",263,263,1,1261234,1261234,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"24","02",252,250,0.992063492063492,687070,684729,0.99659277802844,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"24","03",315,311,0.987301587301587,765131,764188,0.998767531311632,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"25","01",665,663,0.996992481203008,236521,236353,0.999289703662677,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"25","02",1507,1500,0.99535500995355,443785,443712,0.999835505931926,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"25","03",1942,1930,0.993820803295572,579153,576879,0.996073576412451,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"25","04",711,708,0.9957805907173,962655,962426,0.999762116230633,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"25","05",3181,3153,0.99119773656083,666346,665418,0.99860733012579,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"25","06",2175,2165,0.995402298850575,565928,565584,0.999392148824585,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"25","07",3007,2996,0.996341868972398,834615,834494,0.999855022974665,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"25","08",1759,1755,0.997725980670836,1467515,1467468,0.999967973070122,3,"splits_across_2001_districts",FALSE,FALSE,0.99
"25","09",2139,2086,0.975222066386162,2446332,2434189,0.995036242014575,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"25","10",2476,2460,0.993537964458804,4045223,4041088,0.998977806662327,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"25","11",1105,1093,0.989140271493213,1499441,1491323,0.994585982376099,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"25","12",1289,1251,0.970519782777347,2309029,2296947,0.994767497506528,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"25","13",503,489,0.972166998011928,1116621,1115067,0.99860830129471,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"25","14",905,894,0.987845303867403,2840882,2838950,0.999319929514848,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"25","15",922,915,0.992407809110629,3447912,3447621,0.999915601094228,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"25","16",684,673,0.983918128654971,2582601,2578555,0.998433362335103,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"25","17",1381,1373,0.994207096307024,2849859,2847855,0.99929680731573,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"25","18",1720,1717,0.998255813953488,3278213,3278058,0.999952718142476,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"25","19",887,874,0.985343855693348,1931088,1928267,0.998539165485985,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"25","20",919,919,1,2751021,2751021,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"25","21",802,799,0.996259351620948,1532888,1529540,0.997815887396861,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"25","22",1526,1524,0.998689384010485,2244998,2244977,0.999990645871399,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"25","23",833,832,0.998799519807923,1316280,1316228,0.999960494727566,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"25","24",1802,1793,0.995005549389567,2447094,2446263,0.999660413535402,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"25","25",1872,1855,0.990918803418803,2834616,2832299,0.999182605333491,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"25","26",1219,1203,0.98687448728466,1283103,1282615,0.999619671998273,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"25","27",2141,2125,0.992526856609061,1987395,1985542,0.999067623698359,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"25","28",1682,1664,0.989298454221165,2376330,2372836,0.998529665492587,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"25","29",2180,2175,0.997706422018349,2679890,2679156,0.999726108161156,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"25","30",1896,1890,0.996835443037975,2747082,2744875,0.999196602067212,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"25","31",1711,1697,0.991817650496785,2200397,2198778,0.999264223683272,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"25","32",833,831,0.997599039615846,2762801,2762725,0.999972491685069,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"25","33",1746,1736,0.994272623138603,2322810,2322592,0.999906148156758,3,"splits_across_2001_districts",FALSE,FALSE,0.99
"25","34",1577,1565,0.992390615091947,2431540,2428314,0.998673268792617,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"25","35",1463,1463,1,2092288,2092288,1,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"25","36",1629,1626,0.998158379373849,2136754,2136247,0.999762724206904,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"25","37",253,252,0.99604743083004,2418487,2418444,0.999982220288966,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"25","38",952,937,0.984243697478992,1219377,1217652,0.998585343171144,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"25","39",774,767,0.990956072351421,1429628,1427487,0.998502407619325,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"25","40",693,687,0.991341991341991,752043,750575,0.998047983958364,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"25","41",938,925,0.986140724946695,1466491,1465449,0.999289460351274,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"25","42",1213,1208,0.995877988458368,1861657,1861509,0.999920500930085,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"25","43",1358,1348,0.992636229749632,1899241,1897337,0.998997494262182,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"25","44",2188,2185,0.998628884826325,2210700,2209711,0.999552630388565,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"25","45",3550,3531,0.994647887323944,4907343,4904812,0.999484242287527,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"25","46",1887,1875,0.993640699523052,2761407,2759422,0.999281163551769,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"25","47",2820,2816,0.998581560283688,3565018,3564246,0.999783451303752,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"25","48",2063,2061,0.999030538051382,2423136,2422807,0.999864225532533,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"25","49",2656,2643,0.995105421686747,2973617,2971167,0.999176087572811,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"25","50",2498,2493,0.997998398718975,2547368,2546845,0.999794690048709,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"25","51",2441,2437,0.998361327324867,1707885,1707795,0.999947303243485,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"25","52",1197,1189,0.993316624895572,1671357,1670262,0.999344843740745,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"25","53",4511,4475,0.992019507869652,2738522,2732064,0.997641793639051,3,"splits_across_2001_districts",FALSE,FALSE,0.99
"25","54",2874,2854,0.993041057759221,3045741,3042036,0.998783547255003,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"25","55",3567,3540,0.992430613961312,4440024,4436479,0.999201580892356,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"25","56",1465,1451,0.990443686006826,1433727,1422121,0.991905013994993,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"25","57",3733,3704,0.992231449236539,3152989,3149196,0.998797014515433,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"25","58",3271,3254,0.994802812595536,3205909,3202015,0.998785367894098,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"25","59",1796,1766,0.983296213808463,2251084,2240481,0.99528982481329,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"25","60",2587,2551,0.986084267491303,2411067,2395420,0.99351034210165,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"25","61",3694,3675,0.994856524093124,4808314,4807667,0.999865441400042,3,"splits_across_2001_districts",FALSE,FALSE,0.99
"25","62",1726,1715,0.993626882966396,1657139,1656088,0.999365774385854,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"25","63",1353,1347,0.995565410199557,1073704,1073460,0.999772749286582,3,"splits_across_2001_districts",FALSE,FALSE,0.99
"26","01",1147,1144,0.997384481255449,2156422,2155838,0.99972918102301,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"26","02",729,726,0.995884773662551,2722435,2721742,0.999745448468008,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"26","03",624,601,0.963141025641026,1287987,1053712,0.818107636179558,1,"incomplete_population_coverage_single_target",FALSE,FALSE,0.99
"26","04",3042,3035,0.997698882314267,3127653,3127095,0.999821591461713,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"26","05",1640,1628,0.992682926829268,2573079,2569183,0.998485860713954,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"26","06",1932,1918,0.992753623188406,4700839,4693675,0.998476016728078,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"26","07",1272,1267,0.996069182389937,3820772,3817520,0.99914886310934,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"26","08",1608,1605,0.998134328358209,6839824,6835859,0.999420306721343,3,"splits_across_2001_districts",FALSE,FALSE,0.99
"26","09",2097,2089,0.996185026227945,5161148,5151087,0.998050627496053,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"26","10",1,1,1,4399819,4399819,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"26","11",777,775,0.997425997425997,3708469,3708419,0.999986517347186,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"26","12",1900,1897,0.998421052631579,4255135,4248154,0.998359394002776,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"26","13",10309,10268,0.996022892618101,8160790,8157527,0.999600161258898,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"26","14",3557,3538,0.994658420016868,2794654,2793902,0.999730914810921,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"26","15",2447,2441,0.997548017981202,2205915,2205690,0.999898001509578,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"26","16",2471,2466,0.99797652772157,5791683,5790630,0.999818187563097,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"26","17",2187,2182,0.997713763145862,2493352,2491696,0.999335833849372,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"27","01",291,275,0.945017182130584,217712,217020,0.996821488939516,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"27","02",139,127,0.913669064748201,30243,30038,0.993221571934001,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"28","01",1,1,1,642015,642015,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"29","01",71,71,1,125594,125594,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"30","01",22,22,1,61908,61908,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"30","02",3,3,1,39485,39485,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"31","01",1,0,0,9420644,NA,NA,0,"no_deterministic_target",FALSE,FALSE,0.99
"32","01",11,11,1,51707,51707,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"33","01",66,66,1,489674,489674,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"33","02",19,19,1,107484,107484,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"33","03",1,1,1,33447,33447,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"33","04",1,1,1,20297,20297,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
