"source_unit_id","target_unit_id","population_weight_reference","mapping_class_reference","evidence_source_reference","population_weight_candidate","mapping_class_candidate","evidence_source_candidate","edge_status","population_weight_abs_diff"
"census1991__16__03","census2001__17__04",0.642120675669471,"non_nested_or_incomplete","district_transition",1,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.357879324330529
"census1991__18__01","census2001__13__07",0.535251488246039,"non_nested_or_incomplete","district_transition",0.5409,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00564851175396108
"census1991__18__01","census2001__13__06",0.4562542711557,"non_nested_or_incomplete","district_transition",0.4591,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00284572884430001
"census1991__18__02","census2001__13__08",1,"deterministic_containment","district_transition",1,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0
"census1991__18__03","census2001__13__04",0.994649220897301,"non_nested_or_incomplete","district_transition",1,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00535077910269899
"census1991__18__04","census2001__13__05",1,"deterministic_containment","district_transition",1,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0
"census1991__18__06","census2001__13__02",0.999714281887704,"non_nested_or_incomplete","district_transition",1,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.000285718112296052
"census1991__18__07","census2001__13__01",0.999518906313686,"non_nested_or_incomplete","district_transition",1,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.000481093686313994
"census1991__19__06","census2001__21__12",0.366556246971644,"non_nested_or_incomplete","district_transition",0.3718,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.005243753028356
"census1991__19__06","census2001__21__13",0.252854076671194,"non_nested_or_incomplete","district_transition",0.251,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00185407667119397
"census1991__19__06","census2001__21__10",0.209267740760261,"non_nested_or_incomplete","district_transition",0.2081,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00116774076026099
"census1991__19__06","census2001__21__11",0.170746502134235,"non_nested_or_incomplete","district_transition",0.1691,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00164650213423501
"census1991__19__07","census2001__21__15",0.498957088160603,"non_nested_or_incomplete","district_transition",0.5034,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00444291183939693
"census1991__19__07","census2001__21__14",0.498810964448154,"non_nested_or_incomplete","district_transition",0.4966,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.002210964448154
"census1991__19__10","census2001__21__26",0.697974634648812,"non_nested_or_incomplete","district_transition",0.7066,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00862536535118796
"census1991__19__10","census2001__21__25",0.300860104294084,"non_nested_or_incomplete","district_transition",0.2934,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.007460104294084
"census1991__19__11","census2001__21__29",0.342189033703958,"non_nested_or_incomplete","district_transition",0.3418,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.000389033703957986
"census1991__19__11","census2001__21__28",0.2821535111617,"non_nested_or_incomplete","district_transition",0.281,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00115351116169998
"census1991__19__11","census2001__21__27",0.236327342484549,"non_nested_or_incomplete","district_transition",0.237,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.000672657515450981
"census1991__19__11","census2001__21__30",0.13529364391802,"non_nested_or_incomplete","district_transition",0.1402,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00490635608197998
"census1991__19__13","census2001__21__17",0.414889809619654,"non_nested_or_incomplete","district_transition",0.4184,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.003510190380346
"census1991__19__13","census2001__21__18",0.365467940281896,"non_nested_or_incomplete","district_transition",0.3636,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00186794028189602
"census1991__19__13","census2001__21__16",0.21917833193653,"non_nested_or_incomplete","district_transition",0.218,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00117833193653
"census1991__20__01","census2001__03__01",0.993556447418362,"non_nested_or_incomplete","district_transition",1,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00644355258163798
"census1991__20__02","census2001__03__02",0.990953703197374,"non_nested_or_incomplete","district_transition",1,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00904629680262603
"census1991__20__03","census2001__03__11",0.900179533663031,"non_nested_or_incomplete","district_transition",0.9012,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00102046633696895
"census1991__20__03","census2001__03__10",0.0970314055627276,"non_nested_or_incomplete","district_transition",0.0965,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.000531405562727599
"census1991__20__03","census2001__03__04",0.00122338205376748,"non_nested_or_incomplete","district_transition",0.0012,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",2.338205376748e-05
"census1991__20__03","census2001__03__12",0.000847919530872093,"non_nested_or_incomplete","district_transition",8e-04,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",4.79195308720929e-05
"census1991__20__03","census2001__03__02",0.00029661539308736,"non_nested_or_incomplete","district_transition",3e-04,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",3.38460691263998e-06
"census1991__20__04","census2001__03__09",1,"deterministic_containment","district_transition",0.9706,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.0294
"census1991__20__05","census2001__03__04",0.80530361279946,"non_nested_or_incomplete","district_transition",0.8131,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.0077963872005401
"census1991__20__05","census2001__03__06",0.190323515843024,"non_nested_or_incomplete","district_transition",0.1862,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00412351584302401
"census1991__20__05","census2001__03__09",0.000680157207573997,"non_nested_or_incomplete","district_transition",7e-04,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",1.9842792426003e-05
"census1991__20__07","census2001__03__05",0.896552549710518,"non_nested_or_incomplete","district_transition",0.8926,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00395254971051806
"census1991__20__07","census2001__03__06",0.101552542668869,"non_nested_or_incomplete","district_transition",0.1057,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.004147457331131
"census1991__20__07","census2001__03__09",0.00140692137717745,"non_nested_or_incomplete","district_transition",0.0014,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",6.92137717745009e-06
"census1991__20__07","census2001__03__01",0.000386586504539751,"non_nested_or_incomplete","district_transition",4e-04,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",1.3413495460249e-05
"census1991__20__09","census2001__03__17",0.802201278743521,"non_nested_or_incomplete","district_transition",0.8058,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00359872125647898
"census1991__20__09","census2001__03__08",0.194471483090903,"non_nested_or_incomplete","district_transition",0.1917,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.002771483090903
"census1991__20__09","census2001__03__07",0.00185230474543092,"non_nested_or_incomplete","district_transition",0.0018,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",5.23047454309201e-05
"census1991__20__09","census2001__03__09",0.000777417322477564,"non_nested_or_incomplete","district_transition",8e-04,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",2.2582677522436e-05
"census1991__20__10","census2001__03__16",0.985239355655485,"non_nested_or_incomplete","district_transition",0.9856,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.000360644344514993
"census1991__20__10","census2001__03__09",0.0147606443445152,"non_nested_or_incomplete","district_transition",0.0144,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.0003606443445152
"census1991__20__12","census2001__03__12",0.374934320945268,"non_nested_or_incomplete","district_transition",0.3773,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00236567905473201
"census1991__20__12","census2001__03__10",0.358944008388361,"non_nested_or_incomplete","district_transition",0.3598,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.000855991611639018
"census1991__20__12","census2001__03__13",0.263874374091657,"non_nested_or_incomplete","district_transition",0.2629,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00097437409165696
"census1991__21__05","census2001__08__06",0.999920240400691,"non_nested_or_incomplete","district_transition",1,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",7.97595993089484e-05
"census1991__21__08","census2001__08__09",0.479704625168656,"non_nested_or_incomplete","district_transition",0.4725,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.007204625168656
"census1991__21__08","census2001__08__10",0.44888258860805,"non_nested_or_incomplete","district_transition",0.4461,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00278258860805003
"census1991__21__08","census2001__08__11",0.0712290567848176,"non_nested_or_incomplete","district_transition",0.0814,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.0101709432151824
"census1991__21__09","census2001__08__12",0.812543494630657,"non_nested_or_incomplete","district_transition",0.8233,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.010756505369343
"census1991__21__09","census2001__08__11",0.182974897682621,"non_nested_or_incomplete","district_transition",0.1767,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00627489768262102
"census1991__21__13","census2001__08__16",0.999535228246503,"non_nested_or_incomplete","district_transition",1,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.000464771753497017
"census1991__21__14","census2001__08__15",0.999438392753455,"non_nested_or_incomplete","district_transition",1,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.000561607246544971
"census1991__21__21","census2001__08__26",0.722400799911059,"non_nested_or_incomplete","district_transition",0.7153,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00710079991105894
"census1991__21__21","census2001__08__25",0.277587078125363,"non_nested_or_incomplete","district_transition",0.2847,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00711292187463702
"census1991__21__25","census2001__08__23",0.999920804727828,"non_nested_or_incomplete","district_transition",1,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",7.9195272172039e-05
"census1991__21__26","census2001__08__30",0.600338954467971,"non_nested_or_incomplete","district_transition",0.601,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.000661045532028948
"census1991__21__26","census2001__08__31",0.366385420914487,"non_nested_or_incomplete","district_transition",0.399,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.032614579085513
"census1991__21__27","census2001__08__32",0.999934141752038,"non_nested_or_incomplete","district_transition",1,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",6.5858247962014e-05
"census1991__23__13","census2001__33__21",0.434029193848285,"non_nested_or_incomplete","district_transition",0.4532,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.019170806151715
"census1991__23__13","census2001__33__19",0.316733730444752,"non_nested_or_incomplete","district_transition",0.304,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.012733730444752
"census1991__23__13","census2001__33__20",0.248150564027736,"non_nested_or_incomplete","district_transition",0.2428,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00535056402773601
"census1991__23__16","census2001__33__24",0.721775765799488,"non_nested_or_incomplete","district_transition",0.6958,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.025975765799488
"census1991__23__16","census2001__33__25",0.276962848586936,"non_nested_or_incomplete","district_transition",0.3042,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.027237151413064
"census1991__23__18","census2001__33__26",0.000921186837825172,"non_nested_or_incomplete","district_transition",1,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.999078813162175
"census1991__24__01","census2001__16__01",1,"deterministic_containment","district_transition",1,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0
"census1991__24__02","census2001__16__04",0.672017407251081,"non_nested_or_incomplete","district_transition",0.6699,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00211740725108089
"census1991__24__02","census2001__16__03",0.324575370777359,"non_nested_or_incomplete","district_transition",0.3301,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00552462922264102
"census1991__24__03","census2001__16__02",0.937162394413506,"non_nested_or_incomplete","district_transition",0.9383,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00113760558649401
"census1991__24__03","census2001__16__03",0.0616051368981259,"non_nested_or_incomplete","district_transition",0.0617,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",9.48631018741e-05
"census1991__25__02","census2001__05__02",0.70795768221098,"non_nested_or_incomplete","district_transition",0.715,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00704231778901998
"census1991__25__02","census2001__05__03",0.291877823720946,"non_nested_or_incomplete","district_transition",0.285,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00687782372094603
"census1991__25__03","census2001__05__04",0.892651855381911,"non_nested_or_incomplete","district_transition",0.8968,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00414814461808899
"census1991__25__03","census2001__05__03",0.103421721030539,"non_nested_or_incomplete","district_transition",0.1032,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.000221721030538996
"census1991__25__05","census2001__05__06",0.982324498083578,"non_nested_or_incomplete","district_transition",0.9829,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.000575501916421972
"census1991__25__05","census2001__05__03",0.0162828320422123,"non_nested_or_incomplete","district_transition",0.0161,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.0001828320422123
"census1991__25__06","census2001__05__07",0.735600641777753,"non_nested_or_incomplete","district_transition",0.7356,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",6.41777752941053e-07
"census1991__25__06","census2001__05__10",0.263791507046833,"non_nested_or_incomplete","district_transition",0.2644,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.000608492953167006
"census1991__25__07","census2001__05__09",0.727654068043349,"non_nested_or_incomplete","district_transition",0.727,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.000654068043348999
"census1991__25__07","census2001__05__08",0.272200954931316,"non_nested_or_incomplete","district_transition",0.273,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.000799045068684001
"census1991__25__08","census2001__05__12",0.605379842795474,"non_nested_or_incomplete","district_transition",0.6005,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00487984279547393
"census1991__25__08","census2001__05__11",0.367382956903337,"non_nested_or_incomplete","district_transition",0.3728,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00541704309666302
"census1991__25__08","census2001__05__10",0.0272051733713114,"non_nested_or_incomplete","district_transition",0.0267,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.000505173371311399
"census1991__25__09","census2001__09__03",0.995036242014575,"non_nested_or_incomplete","district_transition",1,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00496375798542503
"census1991__25__10","census2001__09__04",0.713713434339714,"non_nested_or_incomplete","district_transition",0.7196,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.005886565660286
"census1991__25__10","census2001__09__06",0.285264372322614,"non_nested_or_incomplete","district_transition",0.2804,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.004864372322614
"census1991__25__12","census2001__09__01",0.994767497506528,"non_nested_or_incomplete","district_transition",1,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00523250249347196
"census1991__25__13","census2001__05__13",0.99860830129471,"non_nested_or_incomplete","district_transition",1,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00139169870528999
"census1991__25__14","census2001__09__02",0.999319929514848,"non_nested_or_incomplete","district_transition",1,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.000680070485151951
"census1991__25__15","census2001__09__07",0.701075607498103,"non_nested_or_incomplete","district_transition",0.7012,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.000124392501896997
"census1991__25__15","census2001__09__08",0.298839993596124,"non_nested_or_incomplete","district_transition",0.2988,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",3.99935961239994e-05
"census1991__25__16","census2001__09__09",0.821903964259287,"non_nested_or_incomplete","district_transition",0.8268,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00489603574071296
"census1991__25__16","census2001__09__10",0.176529398075816,"non_nested_or_incomplete","district_transition",0.1732,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.003329398075816
"census1991__25__17","census2001__09__11",0.865753358324043,"non_nested_or_incomplete","district_transition",0.8661,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.000346641675956993
"census1991__25__17","census2001__09__10",0.133543448991687,"non_nested_or_incomplete","district_transition",0.1339,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.000356551008313
"census1991__25__18","census2001__09__12",0.741767847299733,"non_nested_or_incomplete","district_transition",0.7432,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00143215270026698
"census1991__25__18","census2001__09__13",0.258184870842743,"non_nested_or_incomplete","district_transition",0.2568,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00138487084274302
"census1991__25__19","census2001__09__14",0.853267173738328,"non_nested_or_incomplete","district_transition",0.8547,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00143282626167196
"census1991__25__19","census2001__09__13",0.145271991747657,"non_nested_or_incomplete","district_transition",0.1453,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",2.80082523430036e-05
"census1991__25__20","census2001__09__15",1,"deterministic_containment","district_transition",1,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0
"census1991__25__21","census2001__09__16",0.997815887396861,"non_nested_or_incomplete","district_transition",1,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.002184112603139
"census1991__25__23","census2001__09__18",0.995968942778132,"non_nested_or_incomplete","district_transition",0.9957,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.000268942778131942
"census1991__25__23","census2001__09__31",0.00399155194943325,"non_nested_or_incomplete","district_transition",0.0043,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00030844805056675
"census1991__25__31","census2001__09__26",0.999264223683272,"non_nested_or_incomplete","district_transition",1,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.000735776316728054
"census1991__25__35","census2001__09__31",0.522037597118561,"non_nested_or_incomplete","district_transition",0.5293,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00726240288143898
"census1991__25__35","census2001__09__32",0.477962402881439,"non_nested_or_incomplete","district_transition",0.4707,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00726240288143898
"census1991__25__36","census2001__09__33",0.609599888428897,"non_nested_or_incomplete","district_transition",0.6095,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",9.98884288969659e-05
"census1991__25__36","census2001__09__34",0.390162835778007,"non_nested_or_incomplete","district_transition",0.3905,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.000337164221993036
"census1991__25__37","census2001__09__34",0.999982220288966,"non_nested_or_incomplete","district_transition",1,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",1.7779711034005e-05
"census1991__25__43","census2001__09__42",0.998997494262182,"non_nested_or_incomplete","district_transition",1,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00100250573781802
"census1991__25__49","census2001__09__48",0.537286409110521,"non_nested_or_incomplete","district_transition",0.5386,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00131359088947902
"census1991__25__49","census2001__09__47",0.46188967846229,"non_nested_or_incomplete","district_transition",0.4614,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.000489678462290033
"census1991__25__50","census2001__09__49",0.999794690048709,"non_nested_or_incomplete","district_transition",1,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.000205309951290977
"census1991__25__53","census2001__09__55",0.610632304578893,"non_nested_or_incomplete","district_transition",0.6158,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00516769542110707
"census1991__25__53","census2001__09__56",0.3830044089476,"non_nested_or_incomplete","district_transition",0.3842,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00119559105239997
"census1991__25__57","census2001__09__61",0.990784934549407,"non_nested_or_incomplete","district_transition",0.992,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00121506545059302
"census1991__25__57","census2001__09__48",0.00801207996602589,"non_nested_or_incomplete","district_transition",0.008,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",1.20799660258894e-05
"census1991__25__59","census2001__09__63",0.99528982481329,"non_nested_or_incomplete","district_transition",1,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00471017518671002
"census1991__25__61","census2001__09__67",0.517599100225152,"non_nested_or_incomplete","district_transition",0.516,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00159910022515197
"census1991__25__61","census2001__09__66",0.258293447557709,"non_nested_or_incomplete","district_transition",0.2623,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00400655244229098
"census1991__25__61","census2001__09__68",0.223972893617181,"non_nested_or_incomplete","district_transition",0.2217,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.002272893617181
"census1991__25__62","census2001__09__69",0.999365774385854,"non_nested_or_incomplete","district_transition",1,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.000634225614145945
"census1991__26__06","census2001__19__07",0.998476016728078,"non_nested_or_incomplete","district_transition",1,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.00152398327192205
"census1991__26__07","census2001__19__10",0.99914886310934,"non_nested_or_incomplete","district_transition",1,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0.000851136890659965
"census1991__26__10","census2001__19__17",1,"deterministic_containment","district_transition",1,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0
"census1991__28__01","census2001__04__01",1,"deterministic_containment","district_transition",1,"kumar_somanathan_exact_names","kumar_somanathan_2016","both",0
"census1991__06__01","census2001__30__01",1,"deterministic_containment","district_transition",NA,NA,NA,"reference_only",NA
"census1991__06__02","census2001__30__02",1,"deterministic_containment","district_transition",NA,NA,NA,"reference_only",NA
"census1991__02__03","census2001__28__13",0.999451470622245,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__02__04","census2001__28__14",0.999959988867621,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__02__05","census2001__28__15",0.999969191330557,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__02__06","census2001__28__16",0.999122581097709,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__12__14","census2001__32__14",1,"deterministic_containment","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__01","census2001__23__02",0.752702988252177,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__01","census2001__23__01",0.246109809982972,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__07__05","census2001__24__20",0.00874459277175683,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__07__05","census2001__24__25",0.00547801896946655,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__23__08","census2001__33__10",0.997001228630963,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__23__09","census2001__33__11",1,"deterministic_containment","district_transition",NA,NA,NA,"reference_only",NA
"census1991__07__07","census2001__24__01",0.999727540662925,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__02__14","census2001__28__07",0.998585658341593,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__02__15","census2001__28__06",0.99960460559524,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__07__09","census2001__24__05",0.999881699747133,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__07__10","census2001__24__04",0.55860356184402,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__07__10","census2001__24__03",0.289835143759511,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__02__19","census2001__28__01",0.999108184458718,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__02__20","census2001__28__03",0.999639438857341,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__02__21","census2001__28__09",0.999961506301205,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__02__22","census2001__28__10",0.998955234860044,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__14","census2001__23__16",0.751556319962011,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__03__01","census2001__12__01",0.992274434757956,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__03__02","census2001__12__02",0.997251173107481,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__03__03","census2001__12__03",0.987604916989883,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__03__03","census2001__12__07",0.00133390793983049,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__17","census2001__23__20",0.999782594066889,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__18","census2001__23__21",1,"deterministic_containment","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__19","census2001__23__22",0.999983486231403,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__20","census2001__23__23",0.999849101428023,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__07__16","census2001__24__13",0.00263429367879468,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__07__17","census2001__24__22",0.999663375022427,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__03__08","census2001__12__10",0.993334593930226,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__03__09","census2001__12__11",0.991101330939765,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__03__09","census2001__12__05",4.82574244047447e-05,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__03__10","census2001__12__12",1,"deterministic_containment","district_transition",NA,NA,NA,"reference_only",NA
"census1991__03__11","census2001__12__13",1,"deterministic_containment","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__27","census2001__23__31",0.99994023009353,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__08__02","census2001__06__03",0.980417945528308,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__08__02","census2001__06__04",0.0195045413913598,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__30","census2001__23__34",0.999870260638341,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__31","census2001__23__35",0.999329570916922,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__19__12","census2001__21__19",0.855253720281878,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__19__12","census2001__21__20",0.143923420321478,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__33","census2001__23__39",0.66736939294264,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__33","census2001__23__38",0.332612110949469,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__04__10","census2001__18__12",0.995765334682541,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__04__11","census2001__18__13",0.974533853427794,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__04__12","census2001__18__09",0.99289649990608,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
