"sample","outcome","n_language_cells","n_districts","n_states","estimate","std_error_state_clustered","p_value_state_clustered","weighted_outcome_mean","specification_id"
"validated_all_states","english_acquisition_share",5913,352,25,-0.00109109382022959,0.000978987552450245,0.276096281648729,0.0346918238317579,"census_1991_st_language__english_acquisition_share__validated_all_states"
"validated_all_states","hindi_acquisition_share",5913,352,25,0.033808599782012,0.0124541702054119,0.0120934363820021,0.067536483507792,"census_1991_st_language__hindi_acquisition_share__validated_all_states"
"validated_all_states","english_minus_hindi_acquisition_share",5913,352,25,-0.0348996936022415,0.0130978215433751,0.0135632099476243,-0.0328446596760341,"census_1991_st_language__english_minus_hindi_acquisition_share__validated_all_states"
"validated_all_states","bilingual_share",5913,352,25,0.0364481745847552,0.0268057789665052,0.186558897955766,0.182700960908609,"census_1991_st_language__bilingual_share__validated_all_states"
"validated_hindi_belt","english_acquisition_share",1480,145,4,-0.00173545393933104,0.000452084610603012,0.0311750851867785,0.019608347680828,"census_1991_st_language__english_acquisition_share__validated_hindi_belt"
"validated_hindi_belt","hindi_acquisition_share",1480,145,4,0.0569004591588224,0.00383420336099198,0.000663888151223322,0.0543912395455187,"census_1991_st_language__hindi_acquisition_share__validated_hindi_belt"
"validated_hindi_belt","english_minus_hindi_acquisition_share",1480,145,4,-0.0586359130981536,0.00371590695991495,0.000553261654185664,-0.0347828918646907,"census_1991_st_language__english_minus_hindi_acquisition_share__validated_hindi_belt"
"validated_hindi_belt","bilingual_share",1480,145,4,0.0582019552011272,0.00218044792686478,0.000115373266603911,0.0874847541968754,"census_1991_st_language__bilingual_share__validated_hindi_belt"
