"state_code_2001","district_code_2001","target_unit_id","geography_spec_id","source_coverage_threshold","population_1991","log_population_1991","female_share_1991","child_share_0_6_1991","sc_share_1991","st_share_1991","literacy_share_7plus_1991","main_worker_share_1991","marginal_worker_share_1991","cultivator_share_main_workers_1991","agricultural_labourer_share_main_workers_1991"
"02","01","census2001__02__01","G2_population_interpolated",0.9,390689,12.8756671260525,48.6991654927966,18.7136079087483,19.748223938813,28.3531577528822,44.7042116063162,32.5508662906893,16.0331158495344,66.7906075708103,1.07250542892406
"02","02","census2001__02__02","G2_population_interpolated",0.9,1173214.05076004,13.9752575924543,50.5974931690729,15.2852635954183,21.1654821850788,0.137981316307688,70.5716399963001,27.5468625433533,6.82479439080395,52.5075752890979,5.94799332137778
"02","03","census2001__02__03","G2_population_interpolated",0.9,31163,10.3469867726289,44.9606953409598,13.8397136831342,7.10679363456253,76.9732217038411,56.8186032711492,54.1765194605994,10.7560554738928,51.6869175415832,5.1492273209862
"02","04","census2001__02__04","G2_population_interpolated",0.9,302432,12.6196117377948,47.9125886149614,18.0341365993017,28.9284864035552,3.60874510633795,54.8164314154205,42.4353243043064,5.49511956406729,78.1444311115959,2.26043728280011
"02","05","census2001__02__05","G2_population_interpolated",0.9,776085.934413304,13.5620185332574,50.3142823285745,16.4980189908961,28.9806948215546,1.21294946237113,62.7395933276364,37.4628399787731,8.25686655366241,73.7288164730395,1.41928341315656
"02","06","census2001__02__06","G2_population_interpolated",0.9,368781.974435897,12.8179608932117,52.4988814620985,15.4341960763046,23.6904971731497,0.0604688368561629,74.8872913366637,29.8607589788087,11.9953360359017,61.4672817420681,1.84795045494997
"02","07","census2001__02__07","G2_population_interpolated",0.9,378261.629903004,12.843341377782,50.410422212764,15.3774166003558,22.4649654082148,0.0145399173603969,70.9079321839047,27.4561224948384,5.99679064369536,53.4142771861578,7.96375820832288
"02","08","census2001__02__08","G2_population_interpolated",0.9,295348.567517967,12.5959115226067,50.0468876423134,16.0010426999157,25.8240883992864,2.70255630748814,67.16937635518,31.0345411274024,13.5693175393636,67.7000610873549,1.34719434505629
"02","09","census2001__02__09","G2_population_interpolated",0.9,382063.982065434,12.8533433658813,47.6184247700565,16.1297832933963,31.2678539663273,0.640650015172602,63.3010926081302,34.9827869452846,10.0717297812006,54.9593204115816,2.04070949988035
"02","10","census2001__02__10","G2_population_interpolated",0.9,379693.999897276,12.8471209438756,47.2753130802354,18.4163604998749,30.1834367057769,1.60997642844915,51.6152358693092,40.1100883603946,6.47888436771618,71.9033986447439,3.34283237905131
"02","11","census2001__02__11","G2_population_interpolated",0.9,615465.017235491,13.3301333866559,47.2149516362058,15.3766415507512,27.1268083783065,0.707640378099267,64.6051050016461,43.0813535383639,5.54045649202143,60.0749663516125,3.40845006880061
"02","12","census2001__02__12","G2_population_interpolated",0.9,71022,11.1707449671819,46.1288059492073,16.1021467658202,26.8738599691314,55.5759786726533,58.3620430143492,47.3172442823068,5.1045320611758,54.4850695371113,5.12706461465467
"03","01","census2001__03__01","G2_population_interpolated",0.9,1745974.89917468,14.3728236390897,47.4398817442247,16.4460552140546,24.6978956934591,0,61.8412991733075,27.8818153641836,0.204390032512101,29.6812010870271,25.8517867320204
"03","02","census2001__03__02","G2_population_interpolated",0.9,2482379.91015149,14.72472829917,46.5974042919885,16.8457143705722,28.0054829105683,0,58.0862312342194,30.6648779499033,0.00629784371908168,29.1661141752025,24.8648744731559
"03","03","census2001__03__03","G2_population_interpolated",0.9,645189.701333734,13.3772996631308,47.2617981680886,15.9654340003124,29.457184522622,0,63.3059566770395,30.0688010614756,1.15132367427669,31.2493892686138,20.9633869748353
"03","04","census2001__03__04","G2_population_interpolated",0.9,1634145.86793852,14.3066308208819,47.3503419970789,15.0531078497978,39.0606580056651,0,68.425413269327,29.327249352694,0.631001949177235,22.6493155889099,22.2014983618664
"03","05","census2001__03__05","G2_population_interpolated",0.9,1304509.0633002,14.0813373312544,47.8961916884072,15.40650764109,33.3241697066997,0,70.7423027332943,27.8416635281245,1.01427601393237,30.4388502705477,23.5539515778664
"03","06","census2001__03__06","G2_population_interpolated",0.9,533507.020759334,13.1872275094487,47.5016444012905,15.1481528785456,37.4869044172441,0,69.0822804342691,28.9149449995987,0.736117864255013,24.7105709914461,22.5567950463841
