"predictor_id","domain","n_thresholds","min_threshold","max_threshold","joint_p_min","joint_p_max","joint_f_min","joint_f_max","n_min","n_max","population_1991_min","population_1991_max","all_status_estimated"
"census_2001_ld","demography",3,0.9,0.99,0.00603245639195236,0.011457907412236,2.98741242421869,3.30411865022585,519,537,761754414.948835,781143441.600941,TRUE
"census_2001_ld","economic_structure",3,0.9,0.99,2.47011730047693e-05,2.80745752329258e-05,6.73190437224848,6.79856135740012,519,537,761754414.948835,781143441.600941,TRUE
"census_2001_ld","human_capital",3,0.9,0.99,0.823236457596924,0.934088934934847,0.00684636430111215,0.0499544563747398,519,537,761754414.948835,781143441.600941,TRUE
"eventual_emie","demography",3,0.9,0.99,9.69428177952985e-05,0.000193492571678542,4.96046570998704,5.28255757676003,519,537,761754414.948835,781143441.600941,TRUE
"eventual_emie","economic_structure",3,0.9,0.99,6.92045483624064e-09,2.53963130792935e-08,10.7070568510959,11.4316137009602,519,537,761754414.948835,781143441.600941,TRUE
"eventual_emie","human_capital",3,0.9,0.99,3.02000068331949e-07,6.09753127888361e-07,25.5559204839023,26.960570577948,519,537,761754414.948835,781143441.600941,TRUE
