"geography_spec_id","transition_id","source_vintage","source_state_code","source_district_code","source_unit_id","target_vintage","target_state_code","target_district_code","target_unit_id","allocation_weight","mapping_class","evidence_source","source_population_coverage","unallocated_population_share","allocation_status"
"G2_population_interpolated","shrug_1991_2001",1991,"05","26","census1991__05__26",2001,"10","24","census2001__10__24",0.306974772794242,"non_nested_or_incomplete","district_transition",0.998196351429886,0.00180364857011395,"partial_population_partition"
"G2_population_interpolated","shrug_1991_2001",1991,"05","26","census1991__05__26",2001,"10","25","census2001__10__25",0.210632467440301,"non_nested_or_incomplete","district_transition",0.998196351429886,0.00180364857011395,"partial_population_partition"
"G2_population_interpolated","shrug_1991_2001",1991,"05","26","census1991__05__26",2001,"10","26","census2001__10__26",0.136875178034667,"non_nested_or_incomplete","district_transition",0.998196351429886,0.00180364857011395,"partial_population_partition"
"G2_population_interpolated","shrug_1991_2001",1991,"05","27","census1991__05__27",2001,"10","22","census2001__10__22",0.590940214785859,"non_nested_or_incomplete","district_transition",0.996467746801711,0.00353225319828898,"partial_population_partition"
"G2_population_interpolated","shrug_1991_2001",1991,"05","27","census1991__05__27",2001,"10","23","census2001__10__23",0.405527532015852,"non_nested_or_incomplete","district_transition",0.996467746801711,0.00353225319828898,"partial_population_partition"
"G2_population_interpolated","shrug_1991_2001",1991,"05","28","census1991__05__28",2001,"20","08","census2001__20__08",0.999262641346429,"non_nested_or_incomplete","district_transition",0.999262641346429,0.000737358653571052,"partial_population_partition"
"G2_population_interpolated","shrug_1991_2001",1991,"05","29","census1991__05__29",2001,"20","09","census2001__20__09",0.549875683584549,"non_nested_or_incomplete","district_transition",0.989203588473342,0.010796411526658,"partial_population_partition"
"G2_population_interpolated","shrug_1991_2001",1991,"05","29","census1991__05__29",2001,"20","10","census2001__20__10",0.439327904888793,"non_nested_or_incomplete","district_transition",0.989203588473342,0.010796411526658,"partial_population_partition"
"G2_population_interpolated","shrug_1991_2001",1991,"05","30","census1991__05__30",2001,"20","11","census2001__20__11",0.999866952729441,"non_nested_or_incomplete","district_transition",0.999866952729441,0.000133047270558961,"partial_population_partition"
"G2_population_interpolated","shrug_1991_2001",1991,"05","31","census1991__05__31",2001,"20","07","census2001__20__07",0.999356991061104,"non_nested_or_incomplete","district_transition",0.999356991061104,0.000643008938896017,"partial_population_partition"
"G2_population_interpolated","shrug_1991_2001",1991,"05","32","census1991__05__32",2001,"20","12","census2001__20__12",0.719536055025683,"non_nested_or_incomplete","district_transition",0.98987420490878,0.01012579509122,"partial_population_partition"
"G2_population_interpolated","shrug_1991_2001",1991,"05","32","census1991__05__32",2001,"20","13","census2001__20__13",0.270338149883097,"non_nested_or_incomplete","district_transition",0.98987420490878,0.01012579509122,"partial_population_partition"
"G2_population_interpolated","shrug_1991_2001",1991,"05","33","census1991__05__33",2001,"20","06","census2001__20__06",0.677641347309756,"non_nested_or_incomplete","district_transition",0.999923450368208,7.65496317920444e-05,"partial_population_partition"
