"harmonized_component_id","vintage","state_code","district_code","unit_id","side"
"geo_component_0016",2001,"28","04","census2001__28__04","target"
"geo_component_0016",2011,"28","535","census2011__28__535","source"
"geo_component_0017",1991,"02","18","census1991__02__18","source"
"geo_component_0017",2001,"28","02","census2001__28__02","target"
"geo_component_0017",2011,"28","533","census2011__28__533","source"
"geo_component_0018",1991,"02","19","census1991__02__19","source"
"geo_component_0018",2001,"28","01","census2001__28__01","target"
"geo_component_0018",2011,"28","532","census2011__28__532","source"
"geo_component_0019",1991,"02","20","census1991__02__20","source"
"geo_component_0019",2001,"28","03","census2001__28__03","target"
"geo_component_0019",2011,"28","534","census2011__28__534","source"
"geo_component_0020",1991,"02","21","census1991__02__21","source"
"geo_component_0020",2001,"28","09","census2001__28__09","target"
"geo_component_0020",2011,"28","540","census2011__28__540","source"
"geo_component_0021",1991,"02","22","census1991__02__22","source"
"geo_component_0021",2001,"28","10","census2001__28__10","target"
"geo_component_0021",2011,"28","541","census2011__28__541","source"
"geo_component_0022",1991,"02","23","census1991__02__23","source"
"geo_component_0022",2001,"28","08","census2001__28__08","target"
"geo_component_0022",2011,"28","539","census2011__28__539","source"
"geo_component_0023",1991,"03","01","census1991__03__01","source"
"geo_component_0023",2001,"12","01","census2001__12__01","target"
"geo_component_0023",2011,"12","245","census2011__12__245","source"
"geo_component_0024",1991,"03","02","census1991__03__02","source"
"geo_component_0024",2001,"12","02","census2001__12__02","target"
"geo_component_0024",2011,"12","246","census2011__12__246","source"
"geo_component_0025",1991,"03","03","census1991__03__03","source"
"geo_component_0025",1991,"03","06","census1991__03__06","source"
"geo_component_0025",2001,"12","03","census2001__12__03","target"
"geo_component_0025",2001,"12","07","census2001__12__07","target"
"geo_component_0025",2011,"12","247","census2011__12__247","source"
"geo_component_0025",2011,"12","250","census2011__12__250","source"
"geo_component_0026",1991,"03","04","census1991__03__04","source"
"geo_component_0026",1991,"03","09","census1991__03__09","source"
"geo_component_0026",2001,"12","04","census2001__12__04","target"
"geo_component_0026",2001,"12","05","census2001__12__05","target"
"geo_component_0026",2001,"12","11","census2001__12__11","target"
"geo_component_0026",2011,"12","248","census2011__12__248","source"
"geo_component_0026",2011,"12","255","census2011__12__255","source"
"geo_component_0026",2011,"12","256","census2011__12__256","source"
"geo_component_0026",2011,"12","259","census2011__12__259","source"
"geo_component_0026",2011,"12","260","census2011__12__260","source"
"geo_component_0027",1991,"03","05","census1991__03__05","source"
"geo_component_0027",2001,"12","06","census2001__12__06","target"
"geo_component_0027",2011,"12","249","census2011__12__249","source"
"geo_component_0028",1991,"03","07","census1991__03__07","source"
"geo_component_0028",2001,"12","08","census2001__12__08","target"
"geo_component_0028",2001,"12","09","census2001__12__09","target"
"geo_component_0028",2011,"12","251","census2011__12__251","source"
"geo_component_0028",2011,"12","252","census2011__12__252","source"
"geo_component_0029",1991,"03","08","census1991__03__08","source"
"geo_component_0029",2001,"12","10","census2001__12__10","target"
"geo_component_0029",2011,"12","257","census2011__12__257","source"
"geo_component_0029",2011,"12","258","census2011__12__258","source"
"geo_component_0030",1991,"03","10","census1991__03__10","source"
"geo_component_0030",2001,"12","12","census2001__12__12","target"
"geo_component_0030",2011,"12","253","census2011__12__253","source"
"geo_component_0031",1991,"03","11","census1991__03__11","source"
"geo_component_0031",2001,"12","13","census2001__12__13","target"
"geo_component_0031",2011,"12","254","census2011__12__254","source"
"geo_component_0032",1991,"04","01","census1991__04__01","source"
"geo_component_0032",1991,"04","02","census1991__04__02","source"
"geo_component_0032",1991,"04","03","census1991__04__03","source"
"geo_component_0032",1991,"04","05","census1991__04__05","source"
"geo_component_0032",1991,"04","06","census1991__04__06","source"
"geo_component_0032",1991,"04","07","census1991__04__07","source"
"geo_component_0032",1991,"04","08","census1991__04__08","source"
"geo_component_0032",1991,"04","09","census1991__04__09","source"
"geo_component_0032",2001,"18","01","census2001__18__01","target"
"geo_component_0032",2001,"18","02","census2001__18__02","target"
"geo_component_0032",2001,"18","04","census2001__18__04","target"
"geo_component_0032",2001,"18","05","census2001__18__05","target"
"geo_component_0032",2001,"18","06","census2001__18__06","target"
"geo_component_0032",2001,"18","07","census2001__18__07","target"
"geo_component_0032",2001,"18","08","census2001__18__08","target"
"geo_component_0032",2001,"18","11","census2001__18__11","target"
"geo_component_0032",2011,"18","300","census2011__18__300","source"
"geo_component_0032",2011,"18","301","census2011__18__301","source"
"geo_component_0032",2011,"18","303","census2011__18__303","source"
"geo_component_0032",2011,"18","306","census2011__18__306","source"
"geo_component_0032",2011,"18","319","census2011__18__319","source"
"geo_component_0032",2011,"18","320","census2011__18__320","source"
"geo_component_0032",2011,"18","321","census2011__18__321","source"
"geo_component_0032",2011,"18","322","census2011__18__322","source"
"geo_component_0032",2011,"18","323","census2011__18__323","source"
"geo_component_0032",2011,"18","324","census2011__18__324","source"
"geo_component_0032",2011,"18","325","census2011__18__325","source"
"geo_component_0032",2011,"18","326","census2011__18__326","source"
"geo_component_0033",1991,"04","04","census1991__04__04","source"
"geo_component_0033",2001,"18","03","census2001__18__03","target"
"geo_component_0033",2011,"18","302","census2011__18__302","source"
"geo_component_0034",1991,"04","10","census1991__04__10","source"
"geo_component_0034",2001,"18","12","census2001__18__12","target"
"geo_component_0034",2011,"18","307","census2011__18__307","source"
"geo_component_0035",1991,"04","11","census1991__04__11","source"
"geo_component_0035",2001,"18","13","census2001__18__13","target"
"geo_component_0035",2011,"18","308","census2011__18__308","source"
"geo_component_0036",1991,"04","12","census1991__04__12","source"
"geo_component_0036",2001,"18","09","census2001__18__09","target"
"geo_component_0036",2011,"18","304","census2011__18__304","source"
"geo_component_0037",1991,"04","13","census1991__04__13","source"
"geo_component_0037",2001,"18","10","census2001__18__10","target"
"geo_component_0037",2011,"18","305","census2011__18__305","source"
"geo_component_0038",1991,"04","14","census1991__04__14","source"
"geo_component_0038",2001,"18","18","census2001__18__18","target"
"geo_component_0038",2011,"18","313","census2011__18__313","source"
"geo_component_0039",1991,"04","15","census1991__04__15","source"
"geo_component_0039",2001,"18","17","census2001__18__17","target"
"geo_component_0039",2011,"18","312","census2011__18__312","source"
"geo_component_0040",1991,"04","16","census1991__04__16","source"
"geo_component_0040",2001,"18","16","census2001__18__16","target"
"geo_component_0040",2011,"18","311","census2011__18__311","source"
"geo_component_0041",1991,"04","17","census1991__04__17","source"
"geo_component_0041",2001,"18","15","census2001__18__15","target"
"geo_component_0041",2011,"18","310","census2011__18__310","source"
"geo_component_0042",1991,"04","18","census1991__04__18","source"
"geo_component_0042",2001,"18","14","census2001__18__14","target"
"geo_component_0042",2011,"18","309","census2011__18__309","source"
"geo_component_0043",1991,"04","19","census1991__04__19","source"
"geo_component_0043",2001,"18","19","census2001__18__19","target"
"geo_component_0043",2011,"18","314","census2011__18__314","source"
"geo_component_0044",1991,"04","20","census1991__04__20","source"
"geo_component_0044",2001,"18","20","census2001__18__20","target"
"geo_component_0044",2011,"18","315","census2011__18__315","source"
"geo_component_0045",1991,"04","21","census1991__04__21","source"
"geo_component_0045",2001,"18","22","census2001__18__22","target"
"geo_component_0045",2011,"18","317","census2011__18__317","source"
"geo_component_0046",1991,"04","22","census1991__04__22","source"
"geo_component_0046",2001,"18","23","census2001__18__23","target"
"geo_component_0046",2011,"18","318","census2011__18__318","source"
"geo_component_0047",1991,"04","23","census1991__04__23","source"
"geo_component_0047",2001,"18","21","census2001__18__21","target"
"geo_component_0047",2011,"18","316","census2011__18__316","source"
"geo_component_0048",1991,"05","01","census1991__05__01","source"
"geo_component_0048",2001,"10","28","census2001__10__28","target"
"geo_component_0048",2011,"10","230","census2011__10__230","source"
"geo_component_0049",1991,"05","02","census1991__05__02","source"
"geo_component_0049",1991,"05","17","census1991__05__17","source"
"geo_component_0049",1991,"05","26","census1991__05__26","source"
"geo_component_0049",2001,"10","20","census2001__10__20","target"
"geo_component_0049",2001,"10","24","census2001__10__24","target"
"geo_component_0049",2001,"10","25","census2001__10__25","target"
"geo_component_0049",2001,"10","26","census2001__10__26","target"
"geo_component_0049",2001,"10","27","census2001__10__27","target"
"geo_component_0049",2001,"10","37","census2001__10__37","target"
"geo_component_0049",2011,"10","222","census2011__10__222","source"
"geo_component_0049",2011,"10","226","census2011__10__226","source"
"geo_component_0049",2011,"10","227","census2011__10__227","source"
"geo_component_0049",2011,"10","228","census2011__10__228","source"
"geo_component_0049",2011,"10","229","census2011__10__229","source"
"geo_component_0049",2011,"10","238","census2011__10__238","source"
"geo_component_0050",1991,"05","03","census1991__05__03","source"
"geo_component_0050",2001,"10","29","census2001__10__29","target"
"geo_component_0050",2001,"10","30","census2001__10__30","target"
"geo_component_0050",2011,"10","231","census2011__10__231","source"
"geo_component_0050",2011,"10","232","census2011__10__232","source"
"geo_component_0051",1991,"05","04","census1991__05__04","source"
"geo_component_0051",1991,"05","18","census1991__05__18","source"
"geo_component_0051",2001,"10","19","census2001__10__19","target"
"geo_component_0051",2001,"10","31","census2001__10__31","target"
"geo_component_0051",2001,"10","32","census2001__10__32","target"
"geo_component_0051",2011,"10","221","census2011__10__221","source"
"geo_component_0051",2011,"10","233","census2011__10__233","source"
"geo_component_0051",2011,"10","234","census2011__10__234","source"
"geo_component_0052",1991,"05","05","census1991__05__05","source"
"geo_component_0052",2001,"10","34","census2001__10__34","target"
"geo_component_0052",2011,"10","235","census2011__10__235","source"
"geo_component_0053",1991,"05","06","census1991__05__06","source"
"geo_component_0053",2001,"10","33","census2001__10__33","target"
"geo_component_0053",2011,"10","239","census2011__10__239","source"
"geo_component_0053",2011,"10","240","census2011__10__240","source"
"geo_component_0054",1991,"05","07","census1991__05__07","source"
"geo_component_0054",2001,"10","35","census2001__10__35","target"
"geo_component_0054",2011,"10","236","census2011__10__236","source"
"geo_component_0055",1991,"05","08","census1991__05__08","source"
"geo_component_0055",2001,"10","36","census2001__10__36","target"
"geo_component_0055",2011,"10","237","census2011__10__237","source"
"geo_component_0056",1991,"05","09","census1991__05__09","source"
"geo_component_0056",2001,"10","17","census2001__10__17","target"
"geo_component_0056",2011,"10","219","census2011__10__219","source"
"geo_component_0057",1991,"05","10","census1991__05__10","source"
"geo_component_0057",2001,"10","16","census2001__10__16","target"
"geo_component_0057",2011,"10","218","census2011__10__218","source"
"geo_component_0058",1991,"05","11","census1991__05__11","source"
"geo_component_0058",2001,"10","15","census2001__10__15","target"
"geo_component_0058",2011,"10","217","census2011__10__217","source"
"geo_component_0059",1991,"05","12","census1991__05__12","source"
"geo_component_0059",2001,"10","01","census2001__10__01","target"
"geo_component_0059",2011,"10","203","census2011__10__203","source"
"geo_component_0060",1991,"05","13","census1991__05__13","source"
"geo_component_0060",2001,"10","02","census2001__10__02","target"
"geo_component_0060",2011,"10","204","census2011__10__204","source"
"geo_component_0061",1991,"05","14","census1991__05__14","source"
"geo_component_0061",2001,"10","03","census2001__10__03","target"
"geo_component_0061",2001,"10","04","census2001__10__04","target"
"geo_component_0061",2011,"10","205","census2011__10__205","source"
"geo_component_0061",2011,"10","206","census2011__10__206","source"
"geo_component_0062",1991,"05","15","census1991__05__15","source"
"geo_component_0062",2001,"10","14","census2001__10__14","target"
"geo_component_0062",2011,"10","216","census2011__10__216","source"
"geo_component_0063",1991,"05","16","census1991__05__16","source"
"geo_component_0063",2001,"10","18","census2001__10__18","target"
"geo_component_0063",2011,"10","220","census2011__10__220","source"
"geo_component_0064",1991,"05","19","census1991__05__19","source"
"geo_component_0064",2001,"10","13","census2001__10__13","target"
"geo_component_0064",2011,"10","215","census2011__10__215","source"
"geo_component_0065",1991,"05","20","census1991__05__20","source"
"geo_component_0065",2001,"10","05","census2001__10__05","target"
"geo_component_0065",2011,"10","207","census2011__10__207","source"
"geo_component_0066",1991,"05","21","census1991__05__21","source"
"geo_component_0066",2001,"10","06","census2001__10__06","target"
"geo_component_0066",2001,"10","12","census2001__10__12","target"
"geo_component_0066",2011,"10","208","census2011__10__208","source"
"geo_component_0066",2011,"10","214","census2011__10__214","source"
"geo_component_0067",1991,"05","22","census1991__05__22","source"
"geo_component_0067",2001,"10","11","census2001__10__11","target"
"geo_component_0067",2011,"10","213","census2011__10__213","source"
"geo_component_0068",1991,"05","23","census1991__05__23","source"
"geo_component_0068",2001,"10","09","census2001__10__09","target"
"geo_component_0068",2011,"10","211","census2011__10__211","source"
"geo_component_0069",1991,"05","24","census1991__05__24","source"
"geo_component_0069",2001,"10","10","census2001__10__10","target"
"geo_component_0069",2011,"10","212","census2011__10__212","source"
"geo_component_0070",1991,"05","25","census1991__05__25","source"
"geo_component_0070",2001,"10","21","census2001__10__21","target"
"geo_component_0070",2011,"10","223","census2011__10__223","source"
"geo_component_0071",1991,"05","27","census1991__05__27","source"
"geo_component_0071",2001,"10","22","census2001__10__22","target"
"geo_component_0071",2001,"10","23","census2001__10__23","target"
"geo_component_0071",2011,"10","224","census2011__10__224","source"
"geo_component_0071",2011,"10","225","census2011__10__225","source"
"geo_component_0072",1991,"05","28","census1991__05__28","source"
"geo_component_0072",2001,"20","08","census2001__20__08","target"
"geo_component_0072",2011,"20","351","census2011__20__351","source"
"geo_component_0073",1991,"05","29","census1991__05__29","source"
"geo_component_0073",2001,"20","09","census2001__20__09","target"
"geo_component_0073",2001,"20","10","census2001__20__10","target"
"geo_component_0073",2011,"20","352","census2011__20__352","source"
"geo_component_0073",2011,"20","353","census2011__20__353","source"
"geo_component_0074",1991,"05","30","census1991__05__30","source"
"geo_component_0074",2001,"20","11","census2001__20__11","target"
"geo_component_0074",2011,"20","362","census2011__20__362","source"
"geo_component_0074",2011,"20","363","census2011__20__363","source"
"geo_component_0075",1991,"05","31","census1991__05__31","source"
"geo_component_0075",2001,"20","07","census2001__20__07","target"
"geo_component_0075",2011,"20","350","census2011__20__350","source"
"geo_component_0076",1991,"05","32","census1991__05__32","source"
"geo_component_0076",1991,"05","33","census1991__05__33","source"
"geo_component_0076",2001,"20","06","census2001__20__06","target"
"geo_component_0076",2001,"20","12","census2001__20__12","target"
"geo_component_0076",2001,"20","13","census2001__20__13","target"
"geo_component_0076",2011,"20","349","census2011__20__349","source"
"geo_component_0076",2011,"20","354","census2011__20__354","source"
"geo_component_0076",2011,"20","355","census2011__20__355","source"
"geo_component_0077",1991,"05","34","census1991__05__34","source"
"geo_component_0077",2001,"20","03","census2001__20__03","target"
"geo_component_0077",2001,"20","04","census2001__20__04","target"
"geo_component_0077",2001,"20","05","census2001__20__05","target"
"geo_component_0077",2011,"20","347","census2011__20__347","source"
"geo_component_0077",2011,"20","348","census2011__20__348","source"
"geo_component_0077",2011,"20","360","census2011__20__360","source"
"geo_component_0077",2011,"20","361","census2011__20__361","source"
"geo_component_0078",1991,"05","35","census1991__05__35","source"
"geo_component_0078",2001,"20","01","census2001__20__01","target"
"geo_component_0078",2001,"20","02","census2001__20__02","target"
"geo_component_0078",2011,"20","346","census2011__20__346","source"
"geo_component_0078",2011,"20","358","census2011__20__358","source"
"geo_component_0078",2011,"20","359","census2011__20__359","source"
"geo_component_0079",1991,"05","36","census1991__05__36","source"
"geo_component_0079",2001,"20","15","census2001__20__15","target"
"geo_component_0079",2011,"20","356","census2011__20__356","source"
"geo_component_0080",1991,"05","37","census1991__05__37","source"
"geo_component_0080",2001,"20","16","census2001__20__16","target"
"geo_component_0080",2011,"20","366","census2011__20__366","source"
"geo_component_0080",2011,"20","367","census2011__20__367","source"
"geo_component_0081",1991,"05","38","census1991__05__38","source"
"geo_component_0081",2001,"20","14","census2001__20__14","target"
"geo_component_0081",2011,"20","364","census2011__20__364","source"
"geo_component_0081",2011,"20","365","census2011__20__365","source"
"geo_component_0082",1991,"05","39","census1991__05__39","source"
"geo_component_0082",2001,"20","18","census2001__20__18","target"
"geo_component_0082",2011,"20","357","census2011__20__357","source"
"geo_component_0083",1991,"05","40","census1991__05__40","source"
"geo_component_0083",2001,"20","17","census2001__20__17","target"
"geo_component_0083",2011,"20","368","census2011__20__368","source"
"geo_component_0083",2011,"20","369","census2011__20__369","source"
"geo_component_0084",1991,"05","41","census1991__05__41","source"
"geo_component_0084",2001,"10","07","census2001__10__07","target"
"geo_component_0084",2011,"10","209","census2011__10__209","source"
"geo_component_0085",1991,"05","42","census1991__05__42","source"
"geo_component_0085",2001,"10","08","census2001__10__08","target"
"geo_component_0085",2011,"10","210","census2011__10__210","source"
"geo_component_0086",1991,"06","01","census1991__06__01","source"
"geo_component_0086",2001,"30","01","census2001__30__01","target"
"geo_component_0086",2011,"30","585","census2011__30__585","source"
"geo_component_0087",1991,"06","02","census1991__06__02","source"
"geo_component_0087",2001,"30","02","census2001__30__02","target"
"geo_component_0087",2011,"30","586","census2011__30__586","source"
"geo_component_0088",1991,"07","01","census1991__07__01","source"
"geo_component_0088",2001,"24","10","census2001__24__10","target"
"geo_component_0088",2011,"24","477","census2011__24__477","source"
"geo_component_0089",1991,"07","02","census1991__07__02","source"
"geo_component_0089",2001,"24","09","census2001__24__09","target"
"geo_component_0089",2011,"24","476","census2011__24__476","source"
"geo_component_0090",1991,"07","03","census1991__07__03","source"
"geo_component_0090",2001,"24","08","census2001__24__08","target"
"geo_component_0090",2011,"24","475","census2011__24__475","source"
"geo_component_0091",1991,"07","04","census1991__07__04","source"
"geo_component_0091",1991,"07","05","census1991__07__05","source"
"geo_component_0091",1991,"07","06","census1991__07__06","source"
"geo_component_0091",1991,"07","15","census1991__07__15","source"
"geo_component_0091",1991,"07","16","census1991__07__16","source"
"geo_component_0091",1991,"07","18","census1991__07__18","source"
"geo_component_0091",2001,"24","11","census2001__24__11","target"
"geo_component_0091",2001,"24","12","census2001__24__12","target"
"geo_component_0091",2001,"24","13","census2001__24__13","target"
"geo_component_0091",2001,"24","14","census2001__24__14","target"
"geo_component_0091",2001,"24","19","census2001__24__19","target"
"geo_component_0091",2001,"24","20","census2001__24__20","target"
"geo_component_0091",2001,"24","21","census2001__24__21","target"
"geo_component_0091",2001,"24","24","census2001__24__24","target"
"geo_component_0091",2001,"24","25","census2001__24__25","target"
"geo_component_0091",2011,"24","478","census2011__24__478","source"
"geo_component_0091",2011,"24","479","census2011__24__479","source"
"geo_component_0091",2011,"24","480","census2011__24__480","source"
"geo_component_0091",2011,"24","481","census2011__24__481","source"
"geo_component_0091",2011,"24","486","census2011__24__486","source"
"geo_component_0091",2011,"24","487","census2011__24__487","source"
"geo_component_0091",2011,"24","488","census2011__24__488","source"
"geo_component_0091",2011,"24","490","census2011__24__490","source"
"geo_component_0091",2011,"24","491","census2011__24__491","source"
"geo_component_0092",1991,"07","07","census1991__07__07","source"
"geo_component_0092",2001,"24","01","census2001__24__01","target"
"geo_component_0092",2011,"24","468","census2011__24__468","source"
"geo_component_0093",1991,"07","08","census1991__07__08","source"
"geo_component_0093",1991,"07","10","census1991__07__10","source"
"geo_component_0093",1991,"07","11","census1991__07__11","source"
"geo_component_0093",1991,"07","12","census1991__07__12","source"
"geo_component_0093",1991,"07","13","census1991__07__13","source"
"geo_component_0093",2001,"24","02","census2001__24__02","target"
"geo_component_0093",2001,"24","03","census2001__24__03","target"
"geo_component_0093",2001,"24","04","census2001__24__04","target"
"geo_component_0093",2001,"24","06","census2001__24__06","target"
"geo_component_0093",2001,"24","07","census2001__24__07","target"
"geo_component_0093",2001,"24","15","census2001__24__15","target"
"geo_component_0093",2001,"24","16","census2001__24__16","target"
"geo_component_0093",2011,"24","469","census2011__24__469","source"
"geo_component_0093",2011,"24","470","census2011__24__470","source"
"geo_component_0093",2011,"24","471","census2011__24__471","source"
"geo_component_0093",2011,"24","473","census2011__24__473","source"
"geo_component_0093",2011,"24","474","census2011__24__474","source"
"geo_component_0093",2011,"24","482","census2011__24__482","source"
"geo_component_0093",2011,"24","483","census2011__24__483","source"
"geo_component_0094",1991,"07","09","census1991__07__09","source"
"geo_component_0094",2001,"24","05","census2001__24__05","target"
"geo_component_0094",2011,"24","472","census2011__24__472","source"
"geo_component_0095",1991,"07","14","census1991__07__14","source"
"geo_component_0095",2001,"24","17","census2001__24__17","target"
"geo_component_0095",2001,"24","18","census2001__24__18","target"
"geo_component_0095",2011,"24","484","census2011__24__484","source"
"geo_component_0095",2011,"24","485","census2011__24__485","source"
"geo_component_0096",1991,"07","17","census1991__07__17","source"
"geo_component_0096",2001,"24","22","census2001__24__22","target"
"geo_component_0096",2011,"24","492","census2011__24__492","source"
"geo_component_0096",2011,"24","493","census2011__24__493","source"
"geo_component_0097",1991,"07","19","census1991__07__19","source"
"geo_component_0097",2001,"24","23","census2001__24__23","target"
"geo_component_0097",2011,"24","489","census2011__24__489","source"
"geo_component_0098",1991,"08","01","census1991__08__01","source"
"geo_component_0098",2001,"06","01","census2001__06__01","target"
"geo_component_0098",2001,"06","02","census2001__06__02","target"
"geo_component_0098",2011,"06","069","census2011__06__069","source"
"geo_component_0098",2011,"06","070","census2011__06__070","source"
"geo_component_0099",1991,"08","02","census1991__08__02","source"
"geo_component_0099",1991,"08","03","census1991__08__03","source"
"geo_component_0099",1991,"08","04","census1991__08__04","source"
"geo_component_0099",1991,"08","05","census1991__08__05","source"
"geo_component_0099",1991,"08","06","census1991__08__06","source"
"geo_component_0099",1991,"08","07","census1991__08__07","source"
"geo_component_0099",1991,"08","08","census1991__08__08","source"
"geo_component_0099",1991,"08","11","census1991__08__11","source"
"geo_component_0099",1991,"08","13","census1991__08__13","source"
"geo_component_0099",1991,"08","14","census1991__08__14","source"
"geo_component_0099",1991,"08","15","census1991__08__15","source"
"geo_component_0099",2001,"06","03","census2001__06__03","target"
"geo_component_0099",2001,"06","04","census2001__06__04","target"
"geo_component_0099",2001,"06","05","census2001__06__05","target"
"geo_component_0099",2001,"06","06","census2001__06__06","target"
"geo_component_0099",2001,"06","07","census2001__06__07","target"
"geo_component_0099",2001,"06","08","census2001__06__08","target"
"geo_component_0099",2001,"06","09","census2001__06__09","target"
"geo_component_0099",2001,"06","10","census2001__06__10","target"
"geo_component_0099",2001,"06","12","census2001__06__12","target"
"geo_component_0099",2001,"06","13","census2001__06__13","target"
"geo_component_0099",2001,"06","14","census2001__06__14","target"
"geo_component_0099",2001,"06","15","census2001__06__15","target"
"geo_component_0099",2001,"06","17","census2001__06__17","target"
"geo_component_0099",2011,"06","071","census2011__06__071","source"
"geo_component_0099",2011,"06","072","census2011__06__072","source"
"geo_component_0099",2011,"06","073","census2011__06__073","source"
"geo_component_0099",2011,"06","074","census2011__06__074","source"
"geo_component_0099",2011,"06","075","census2011__06__075","source"
"geo_component_0099",2011,"06","076","census2011__06__076","source"
"geo_component_0099",2011,"06","077","census2011__06__077","source"
"geo_component_0099",2011,"06","078","census2011__06__078","source"
"geo_component_0099",2011,"06","080","census2011__06__080","source"
"geo_component_0099",2011,"06","081","census2011__06__081","source"
"geo_component_0099",2011,"06","082","census2011__06__082","source"
"geo_component_0099",2011,"06","083","census2011__06__083","source"
"geo_component_0099",2011,"06","085","census2011__06__085","source"
"geo_component_0100",1991,"08","09","census1991__08__09","source"
"geo_component_0100",2001,"06","19","census2001__06__19","target"
"geo_component_0100",2011,"06","088","census2011__06__088","source"
"geo_component_0100",2011,"06","089","census2011__06__089","source"
"geo_component_0101",1991,"08","10","census1991__08__10","source"
"geo_component_0101",2001,"06","18","census2001__06__18","target"
"geo_component_0101",2011,"06","086","census2011__06__086","source"
"geo_component_0101",2011,"06","087","census2011__06__087","source"
"geo_component_0102",1991,"08","12","census1991__08__12","source"
"geo_component_0102",2001,"06","16","census2001__06__16","target"
"geo_component_0102",2011,"06","084","census2011__06__084","source"
"geo_component_0103",1991,"08","16","census1991__08__16","source"
"geo_component_0103",2001,"06","11","census2001__06__11","target"
"geo_component_0103",2011,"06","079","census2011__06__079","source"
"geo_component_0104",1991,"09","01","census1991__09__01","source"
"geo_component_0104",2001,"02","01","census2001__02__01","target"
"geo_component_0104",2011,"02","023","census2011__02__023","source"
"geo_component_0105",1991,"09","02","census1991__09__02","source"
"geo_component_0105",2001,"02","02","census2001__02__02","target"
"geo_component_0105",2011,"02","024","census2011__02__024","source"
"geo_component_0106",1991,"09","03","census1991__09__03","source"
"geo_component_0106",2001,"02","06","census2001__02__06","target"
"geo_component_0106",2011,"02","028","census2011__02__028","source"
"geo_component_0107",1991,"09","04","census1991__09__04","source"
"geo_component_0107",2001,"02","07","census2001__02__07","target"
"geo_component_0107",2011,"02","029","census2011__02__029","source"
"geo_component_0108",1991,"09","05","census1991__09__05","source"
"geo_component_0108",2001,"02","08","census2001__02__08","target"
"geo_component_0108",2011,"02","030","census2011__02__030","source"
"geo_component_0109",1991,"09","06","census1991__09__06","source"
"geo_component_0109",2001,"02","05","census2001__02__05","target"
"geo_component_0109",2011,"02","027","census2011__02__027","source"
"geo_component_0110",1991,"09","07","census1991__09__07","source"
"geo_component_0110",2001,"02","04","census2001__02__04","target"
"geo_component_0110",2011,"02","026","census2011__02__026","source"
"geo_component_0111",1991,"09","08","census1991__09__08","source"
"geo_component_0111",2001,"02","03","census2001__02__03","target"
"geo_component_0111",2011,"02","025","census2011__02__025","source"
