"harmonized_component_id","vintage","state_code","district_code","unit_id","side"
"geo_component_0017",1991,"29","01","census1991__29__01","source"
"geo_component_0017",2001,"26","01","census2001__26__01","target"
"geo_component_0017",2011,"26","496","census2011__26__496","source"
"geo_component_0018",1991,"30","01","census1991__30__01","source"
"geo_component_0018",2001,"25","02","census2001__25__02","target"
"geo_component_0018",2011,"25","495","census2011__25__495","source"
"geo_component_0019",1991,"30","02","census1991__30__02","source"
"geo_component_0019",2001,"25","01","census2001__25__01","target"
"geo_component_0019",2011,"25","494","census2011__25__494","source"
"geo_component_0020",1991,"32","01","census1991__32__01","source"
"geo_component_0020",2001,"31","01","census2001__31__01","target"
"geo_component_0021",1991,"33","01","census1991__33__01","source"
"geo_component_0021",2001,"34","02","census2001__34__02","target"
"geo_component_0022",1991,"33","03","census1991__33__03","source"
"geo_component_0022",2001,"34","03","census2001__34__03","target"
"geo_component_0022",2011,"34","636","census2011__34__636","source"
"geo_component_0023",1991,"33","04","census1991__33__04","source"
"geo_component_0023",2001,"34","01","census2001__34__01","target"
"geo_component_0023",2011,"34","634","census2011__34__634","source"
"geo_component_0024",2001,"01","07","census2001__01__07","target"
"geo_component_0024",2011,"01","003","census2011__01__003","source"
"geo_component_0025",2001,"01","08","census2001__01__08","target"
"geo_component_0025",2011,"01","004","census2011__01__004","source"
"geo_component_0026",2001,"02","10","census2001__02__10","target"
"geo_component_0026",2011,"02","032","census2011__02__032","source"
"geo_component_0027",2001,"03","13","census2001__03__13","target"
"geo_component_0027",2011,"03","045","census2011__03__045","source"
"geo_component_0028",2001,"03","15","census2001__03__15","target"
"geo_component_0028",2011,"03","047","census2011__03__047","source"
"geo_component_0029",2001,"06","10","census2001__06__10","target"
"geo_component_0029",2011,"06","078","census2011__06__078","source"
"geo_component_0030",2001,"08","05","census2001__08__05","target"
"geo_component_0030",2011,"08","103","census2011__08__103","source"
"geo_component_0031",2001,"08","17","census2001__08__17","target"
"geo_component_0031",2011,"08","115","census2011__08__115","source"
"geo_component_0032",2001,"08","19","census2001__08__19","target"
"geo_component_0032",2011,"08","117","census2011__08__117","source"
"geo_component_0033",2001,"08","20","census2001__08__20","target"
"geo_component_0033",2011,"08","118","census2011__08__118","source"
"geo_component_0034",2001,"12","13","census2001__12__13","target"
"geo_component_0034",2011,"12","254","census2011__12__254","source"
"geo_component_0035",2001,"14","08","census2001__14__08","target"
"geo_component_0035",2011,"14","279","census2011__14__279","source"
"geo_component_0036",2001,"20","16","census2001__20__16","target"
"geo_component_0036",2011,"20","366","census2011__20__366","source"
"geo_component_0036",2011,"20","367","census2011__20__367","source"
"geo_component_0037",2001,"24","03","census2001__24__03","target"
"geo_component_0037",2011,"24","470","census2011__24__470","source"
"geo_component_0038",2001,"24","13","census2001__24__13","target"
"geo_component_0038",2011,"24","480","census2011__24__480","source"
"geo_component_0039",2001,"24","15","census2001__24__15","target"
"geo_component_0039",2011,"24","482","census2011__24__482","source"
"geo_component_0040",2001,"24","18","census2001__24__18","target"
"geo_component_0040",2011,"24","485","census2011__24__485","source"
"geo_component_0041",2001,"29","16","census2001__29__16","target"
"geo_component_0041",2011,"29","569","census2011__29__569","source"
"geo_component_0042",2001,"32","06","census2001__32__06","target"
"geo_component_0042",2011,"32","593","census2011__32__593","source"
"geo_component_0043",2001,"32","07","census2001__32__07","target"
"geo_component_0043",2011,"32","594","census2011__32__594","source"
"geo_component_0044",2001,"33","02","census2001__33__02","target"
"geo_component_0044",2011,"33","603","census2011__33__603","source"
"geo_component_0045",2001,"33","17","census2001__33__17","target"
"geo_component_0045",2011,"33","616","census2011__33__616","source"
"geo_component_0046",2001,"34","04","census2001__34__04","target"
"geo_component_0046",2011,"34","637","census2011__34__637","source"
