"transition_id","source_vintage","source_state_code","source_district_code","source_unit_id","source_population_coverage","unallocated_population_share","allocation_status"
"shrug_1991_2001",1991,"13","16","census1991__13__16",0.999430849134504,0.000569150865496026,"partial_population_partition"
"shrug_1991_2001",1991,"13","17","census1991__13__17",0.999782594066889,0.000217405933111037,"partial_population_partition"
"shrug_1991_2001",1991,"13","18","census1991__13__18",1,0,"complete_population_partition"
"shrug_1991_2001",1991,"13","19","census1991__13__19",0.999983486231403,1.65137685970151e-05,"partial_population_partition"
"shrug_1991_2001",1991,"13","20","census1991__13__20",0.999849101428023,0.000150898571977032,"partial_population_partition"
"shrug_1991_2001",1991,"13","21","census1991__13__21",0.999758519322464,0.000241480677536043,"partial_population_partition"
"shrug_1991_2001",1991,"13","22","census1991__13__22",0.999822299788575,0.000177700211425047,"partial_population_partition"
"shrug_1991_2001",1991,"13","23","census1991__13__23",0.999697490261261,0.000302509738739021,"partial_population_partition"
"shrug_1991_2001",1991,"13","24","census1991__13__24",0.998121497755222,0.00187850224477804,"partial_population_partition"
"shrug_1991_2001",1991,"13","25","census1991__13__25",0.999426974389622,0.000573025610377975,"partial_population_partition"
"shrug_1991_2001",1991,"13","26","census1991__13__26",1,0,"complete_population_partition"
"shrug_1991_2001",1991,"13","27","census1991__13__27",0.99994023009353,5.9769906470053e-05,"partial_population_partition"
"shrug_1991_2001",1991,"13","28","census1991__13__28",0.999978523116163,2.14768838370238e-05,"partial_population_partition"
"shrug_1991_2001",1991,"13","29","census1991__13__29",0.999726359546899,0.000273640453100965,"partial_population_partition"
"shrug_1991_2001",1991,"13","30","census1991__13__30",0.999870260638341,0.000129739361659054,"partial_population_partition"
"shrug_1991_2001",1991,"13","31","census1991__13__31",0.999329570916922,0.000670429083078017,"partial_population_partition"
"shrug_1991_2001",1991,"13","32","census1991__13__32",0.999925416122496,7.45838775040308e-05,"partial_population_partition"
"shrug_1991_2001",1991,"13","33","census1991__13__33",0.999981503892109,1.84961078909529e-05,"partial_population_partition"
"shrug_1991_2001",1991,"13","34","census1991__13__34",0.999972984029702,2.70159702979722e-05,"partial_population_partition"
"shrug_1991_2001",1991,"13","35","census1991__13__35",0.999731270856517,0.000268729143482971,"partial_population_partition"
"shrug_1991_2001",1991,"13","36","census1991__13__36",0.999760304490618,0.000239695509381965,"partial_population_partition"
"shrug_1991_2001",1991,"13","37","census1991__13__37",0.999960492286372,3.95077136280397e-05,"partial_population_partition"
"shrug_1991_2001",1991,"13","38","census1991__13__38",0.999699623893159,0.000300376106840972,"partial_population_partition"
"shrug_1991_2001",1991,"13","39","census1991__13__39",0.999996509104256,3.49089574402939e-06,"partial_population_partition"
"shrug_1991_2001",1991,"13","40","census1991__13__40",1,0,"complete_population_partition"
"shrug_1991_2001",1991,"13","41","census1991__13__41",0.999986065072627,1.39349273730049e-05,"partial_population_partition"
"shrug_1991_2001",1991,"13","42","census1991__13__42",0.999919441703225,8.05582967750018e-05,"partial_population_partition"
"shrug_1991_2001",1991,"13","43","census1991__13__43",0.999924562887455,7.54371125449849e-05,"partial_population_partition"
"shrug_1991_2001",1991,"13","44","census1991__13__44",0.999937235201711,6.27647982890389e-05,"partial_population_partition"
"shrug_1991_2001",1991,"13","45","census1991__13__45",0.999674048254163,0.00032595174583705,"partial_population_partition"
"shrug_1991_2001",1991,"14","02","census1991__14__02",0.999718150310324,0.000281849689676039,"partial_population_partition"
"shrug_1991_2001",1991,"14","03","census1991__14__03",0.999879157879403,0.000120842120597042,"partial_population_partition"
"shrug_1991_2001",1991,"14","04","census1991__14__04",1,0,"complete_population_partition"
"shrug_1991_2001",1991,"14","05","census1991__14__05",1,0,"complete_population_partition"
"shrug_1991_2001",1991,"14","06","census1991__14__06",0.997538488091039,0.00246151190896104,"partial_population_partition"
"shrug_1991_2001",1991,"14","07","census1991__14__07",0.999774853239862,0.000225146760137962,"partial_population_partition"
"shrug_1991_2001",1991,"14","08","census1991__14__08",0.998270817791503,0.00172918220849705,"partial_population_partition"
"shrug_1991_2001",1991,"14","09","census1991__14__09",0.999958175870465,4.18241295350175e-05,"partial_population_partition"
"shrug_1991_2001",1991,"14","10","census1991__14__10",0.999662096188915,0.000337903811085005,"partial_population_partition"
"shrug_1991_2001",1991,"14","11","census1991__14__11",0.999123999507147,0.000876000492852969,"partial_population_partition"
"shrug_1991_2001",1991,"14","12","census1991__14__12",0.999867776764868,0.000132223235131956,"partial_population_partition"
"shrug_1991_2001",1991,"14","13","census1991__14__13",0.999762876822944,0.000237123177056042,"partial_population_partition"
"shrug_1991_2001",1991,"14","14","census1991__14__14",0.999067403628916,0.000932596371084005,"partial_population_partition"
"shrug_1991_2001",1991,"14","15","census1991__14__15",0.99915335172046,0.000846648279539952,"partial_population_partition"
"shrug_1991_2001",1991,"14","16","census1991__14__16",1,0,"complete_population_partition"
"shrug_1991_2001",1991,"14","17","census1991__14__17",0.999836753775483,0.000163246224517022,"partial_population_partition"
"shrug_1991_2001",1991,"14","18","census1991__14__18",0.999998353522803,1.64647719702593e-06,"partial_population_partition"
"shrug_1991_2001",1991,"14","19","census1991__14__19",0.999930333966922,6.96660330780086e-05,"partial_population_partition"
"shrug_1991_2001",1991,"14","20","census1991__14__20",1,0,"complete_population_partition"
"shrug_1991_2001",1991,"14","21","census1991__14__21",0.999791845720103,0.000208154279896955,"partial_population_partition"
"shrug_1991_2001",1991,"14","22","census1991__14__22",0.999790001527262,0.000209998472737949,"partial_population_partition"
"shrug_1991_2001",1991,"14","23","census1991__14__23",0.999802349361816,0.000197650638183999,"partial_population_partition"
"shrug_1991_2001",1991,"14","24","census1991__14__24",0.999522795716534,0.000477204283465982,"partial_population_partition"
"shrug_1991_2001",1991,"14","25","census1991__14__25",0.999768934358062,0.000231065641937978,"partial_population_partition"
"shrug_1991_2001",1991,"14","26","census1991__14__26",0.997619884755291,0.00238011524470905,"partial_population_partition"
"shrug_1991_2001",1991,"14","27","census1991__14__27",0.998846897510811,0.00115310248918898,"partial_population_partition"
"shrug_1991_2001",1991,"14","28","census1991__14__28",0.998950479424984,0.00104952057501595,"partial_population_partition"
"shrug_1991_2001",1991,"14","29","census1991__14__29",0.997611178021697,0.00238882197830304,"partial_population_partition"
"shrug_1991_2001",1991,"14","30","census1991__14__30",0.999566714527134,0.00043328547286603,"partial_population_partition"
"shrug_1991_2001",1991,"15","01","census1991__15__01",0.510373112466377,0.489626887533623,"partial_population_partition"
"shrug_1991_2001",1991,"15","02","census1991__15__02",1,0,"complete_population_partition"
"shrug_1991_2001",1991,"15","03","census1991__15__03",0.996842543201438,0.00315745679856205,"partial_population_partition"
"shrug_1991_2001",1991,"15","04","census1991__15__04",0.984016536625131,0.015983463374869,"partial_population_partition"
"shrug_1991_2001",1991,"15","05","census1991__15__05",1,0,"complete_population_partition"
"shrug_1991_2001",1991,"15","06","census1991__15__06",0.99841206592008,0.00158793407991997,"partial_population_partition"
"shrug_1991_2001",1991,"15","07","census1991__15__07",0.68794380882674,0.31205619117326,"partial_population_partition"
"shrug_1991_2001",1991,"15","08","census1991__15__08",1,0,"complete_population_partition"
