"specification_id","term","estimate","std.error","statistic","p.value","construct_id","treatment","analysis_scope","domain","margin","source_side","paper_role","label"
"state_expanded__distance_shares_mapped","ling_mapped_share_distance_2",-0.046440769564286,0.0584385975976281,-0.794693429915076,0.427192100237992,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"state_expanded__distance_shares_mapped","ling_mapped_share_distance_3",-0.0284241588039369,0.0364603860328144,-0.779590177085759,0.436023685960079,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"state_expanded__distance_shares_mapped","ling_mapped_share_distance_4",0.0976408982260562,0.0532460699810205,1.8337672294098,0.0673193496436998,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"state_expanded__distance_shares_mapped","ling_mapped_share_distance_5",0.0363904971411342,0.0725475742278131,0.501608737831277,0.616177148200129,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"state_expanded__glottolog_mean","ling_distance_glottolog_nonhindi_mean",0.0125907305103546,0.261590012646141,0.0481315413497317,0.961631639313328,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"state_expanded__glottolog_mean_shastry","ling_distance_glottolog_nonhindi_mean",0.0117436739527625,0.241030921620403,0.0487226861757491,0.961160862357661,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"state_expanded__dyen_noncognate","ling_distance_dyen_noncognate_pct",0.0166872326483823,0.0452596237653863,0.368700206941277,0.712515468331823,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"state_expanded__dyen_noncognate_shastry","ling_distance_dyen_noncognate_pct",0.0146107632588473,0.0439687604097433,0.3322987303415,0.739810906870609,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"absorption__region_fe","ling_distance_nonzero_mean",7.4087063715944,3.81434760445511,1.94232595973716,0.0526445631397774,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"absorption__state_fe","ling_distance_nonzero_mean",0.445497505329797,0.839650935802095,0.5305746546977,0.595954918769282,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"absorption__census_controls","ling_distance_nonzero_mean",5.20060820958603,1.47127576396827,3.53476101282274,0.000445441370771655,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"absorption__expanded_controls","ling_distance_nonzero_mean",6.27880050881398,1.51240024502459,4.15154687356711,3.87628146005567e-05,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"absorption__region_fe_main_without_human_capital","ling_distance_nonzero_mean",4.861955440398,2.16016824516654,2.25072998423934,0.0248328827333287,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"absorption__state_fe_main_without_human_capital","ling_distance_nonzero_mean",0.964556829549859,0.932491336950594,1.03438690669677,0.301477261039895,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"absorption__region_fe_expanded_without_human_capital","ling_distance_nonzero_mean",5.45095392391541,2.16347499617629,2.51953636328101,0.0120602653843263,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"absorption__state_fe_expanded_without_human_capital","ling_distance_nonzero_mean",1.29777906340198,1.01049487532478,1.28430048988112,0.199660240990657,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"absorption__region_fe_plus_basic_scale_geography","ling_distance_nonzero_mean",5.1622985310084,2.92836834575231,1.7628583297919,0.0785232577865042,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"absorption__region_fe_plus_social_composition","ling_distance_nonzero_mean",4.12828446570477,2.39669611039302,1.72248974235945,0.0855906673024236,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"absorption__region_fe_plus_human_capital","ling_distance_nonzero_mean",3.27380709366021,2.29106382007788,1.42894626721874,0.153637920199373,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"absorption__region_fe_plus_demography","ling_distance_nonzero_mean",3.24568738164653,2.28510175069251,1.42036886570277,0.156118630681643,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"absorption__region_fe_plus_economic_structure","ling_distance_nonzero_mean",4.41634485664131,2.56671621194115,1.72062062650134,0.0859371302384928,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"absorption__state_fe_plus_basic_scale_geography","ling_distance_nonzero_mean",1.05279894436508,0.695160232607648,1.51446946327163,0.130558213289548,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"absorption__state_fe_plus_social_composition","ling_distance_nonzero_mean",0.978705355838058,0.811053008376827,1.20670948227756,0.228135947244762,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"absorption__state_fe_plus_human_capital","ling_distance_nonzero_mean",0.6680839430997,0.77725246572643,0.859545607842234,0.390468638533265,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"absorption__state_fe_plus_demography","ling_distance_nonzero_mean",0.652365437417221,0.788911865122078,0.826918019944183,0.40869526218723,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"absorption__state_fe_plus_economic_structure","ling_distance_nonzero_mean",1.15540998793739,0.890296275107645,1.29778144674107,0.194990979692609,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"unadjusted__nonzero_mean","ling_distance_nonzero_mean",6.7835671149705,1.97518952224573,3.43438796053241,0.000648156589582188,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"unadjusted__distant_share","ling_share_distance_ge3",0.159132518067418,0.0566410608354139,2.80949042479661,0.0051753144800434,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"unadjusted__top3_legacy","ling_distance_top3_legacy",5.78011826568315,1.49135802216385,3.87574155888915,0.00012189711546931,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"unadjusted__nonzero_mean_hindi_urdu","ling_distance_nonzero_mean",5.66729524628946,1.79183458806678,3.1628450996718,0.00166689707708739,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"unadjusted__nonzero_mean_shastry","ling_distance_nonzero_mean",5.68992599661442,1.82118617041533,3.12429672981583,0.00189644248906926,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"unadjusted__nonzero_mean_sensitivity_low","ling_distance_nonzero_mean_sensitivity_low",5.67258796612382,1.81474358095506,3.12583442953327,0.00188676482007088,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"unadjusted__nonzero_mean_sensitivity_high","ling_distance_nonzero_mean_sensitivity_high",4.84277979171133,1.47918548609623,3.27395031740886,0.00114160914504991,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"unadjusted__nonzero_mean_hindi_urdu_separate","ling_distance_nonzero_mean",5.9573415887159,1.85641173866708,3.20906265815434,0.00142602165802651,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"unadjusted__distance_shares_all","ling_share_distance_1",-0.0506124872754322,0.067424621014017,-0.750652899701288,0.453252167322632,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"unadjusted__distance_shares_all","ling_share_distance_2",-0.0237213262988854,0.0777912995185247,-0.304935467664177,0.760555662013461,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"unadjusted__distance_shares_all","ling_share_distance_3",-0.0575931244111564,0.0578152449326557,-0.996158097716995,0.319706313681004,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"unadjusted__distance_shares_all","ling_share_distance_4",0.789607571338233,0.0667382675771687,11.8314064779284,2.53365660470206e-28,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"unadjusted__distance_shares_all","ling_share_distance_5",0.197207757256726,0.070424763155247,2.80026156171791,0.00532494157107689,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"unadjusted__distance_shares_all_unmapped","ling_share_distance_1",0.0333137120903749,0.0304361440690576,1.09454443423544,0.274301776897421,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"unadjusted__distance_shares_all_unmapped","ling_share_distance_2",0.00982934506525282,0.0264905841398903,0.371050521700332,0.710774520269966,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"unadjusted__distance_shares_all_unmapped","ling_share_distance_3",0.0333635473107498,0.0397120173497829,0.840137306973959,0.40127754663155,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"unadjusted__distance_shares_all_unmapped","ling_share_distance_4",0.838328791492787,0.0410373253961353,20.4284461377626,4.12303997610864e-66,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"unadjusted__distance_shares_all_unmapped","ling_share_distance_5",0.266371742113913,0.0709832279173931,3.75260114155281,0.00019791128028817,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"unadjusted__distance_shares_mapped","ling_mapped_share_distance_1",0.0332871476388483,0.0315249593413879,1.0558981941381,0.291578765950591,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"unadjusted__distance_shares_mapped","ling_mapped_share_distance_2",0.0560461203693356,0.0430617862598569,1.30152799586911,0.193740758804859,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"unadjusted__distance_shares_mapped","ling_mapped_share_distance_3",0.0669393842435097,0.0729641380277232,0.917428562207857,0.359407364647128,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"unadjusted__distance_shares_mapped","ling_mapped_share_distance_4",0.778898648358433,0.0660103767097228,11.7996394988564,3.38194484425492e-28,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"unadjusted__distance_shares_mapped","ling_mapped_share_distance_5",0.295854284587608,0.0821361595248941,3.60199802740886,0.000350802531674464,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"unadjusted__glottolog_mean","ling_distance_glottolog_nonhindi_mean",1.1529444440662,0.387586161424328,2.97467907478761,0.00308861657570229,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"unadjusted__glottolog_mean_shastry","ling_distance_glottolog_nonhindi_mean",0.569269612747671,0.469207889134074,1.21325669480592,0.225662546188535,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"unadjusted__dyen_noncognate","ling_distance_dyen_noncognate_pct",0.203906588903596,0.0752109294955399,2.71112975562532,0.00695856019091579,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"unadjusted__dyen_noncognate_shastry","ling_distance_dyen_noncognate_pct",0.0828468205254876,0.101302035186984,0.817819902359989,0.413889028947351,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"region_main__nonzero_mean","ling_distance_nonzero_mean",4.91035451584182,2.74676168840329,1.78768858491551,0.0745127897593267,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"region_main__distant_share","ling_share_distance_ge3",-0.0554321065886708,0.113063143017324,-0.490275655791538,0.624182680566051,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"region_main__top3_legacy","ling_distance_top3_legacy",2.72436355058331,2.66245828546955,1.02325116808463,0.306750073699018,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"region_main__nonzero_mean_hindi_urdu","ling_distance_nonzero_mean",4.9194895424052,2.76102212569981,1.78176389700546,0.0754773311063347,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"region_main__nonzero_mean_shastry","ling_distance_nonzero_mean",4.34607567071512,2.74646418987016,1.58242575553865,0.114272544354819,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"region_main__nonzero_mean_sensitivity_low","ling_distance_nonzero_mean_sensitivity_low",4.37570829432344,2.73960591176753,1.59720355235339,0.110939862981656,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"region_main__nonzero_mean_sensitivity_high","ling_distance_nonzero_mean_sensitivity_high",1.57686973429575,2.28442310136836,0.690270437797277,0.490388896920641,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"region_main__nonzero_mean_hindi_urdu_separate","ling_distance_nonzero_mean",4.89582943211763,2.79585675948534,1.75110166696053,0.0806267982861084,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"region_main__distance_shares_all","ling_share_distance_1",0.0124687809172907,0.0484221237645514,0.257501735733838,0.796912683695854,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"region_main__distance_shares_all","ling_share_distance_2",0.0795478987958095,0.0796463475408249,0.998763926431593,0.318461772467818,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"region_main__distance_shares_all","ling_share_distance_3",-0.271992667753203,0.140361238848558,-1.93780469582965,0.0532909141908776,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"region_main__distance_shares_all","ling_share_distance_4",1.00449879869714,0.0961961741973997,10.4421907324075,6.15397928124287e-23,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"region_main__distance_shares_all","ling_share_distance_5",-0.13846547571221,0.149044958393249,-0.929018178171945,0.353392530658644,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"region_main__distance_shares_all_unmapped","ling_share_distance_1",0.0341477768632381,0.0463193883751372,0.737224260965579,0.461383430172931,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"region_main__distance_shares_all_unmapped","ling_share_distance_2",0.0570422227457984,0.0664684738262755,0.85818463193372,0.391263121183485,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"region_main__distance_shares_all_unmapped","ling_share_distance_3",-0.234462358192211,0.13253065694022,-1.76911790528563,0.0775748451426929,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"region_main__distance_shares_all_unmapped","ling_share_distance_4",1.00089556764424,0.101526778899823,9.85843910828517,7.9331119193578e-21,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"region_main__distance_shares_all_unmapped","ling_share_distance_5",-0.0861179698870596,0.15491822840404,-0.555893071940226,0.578569754507074,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"region_main__distance_shares_mapped","ling_mapped_share_distance_1",0.0323254650282992,0.0527535442709864,0.612763852647484,0.540351237410553,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"region_main__distance_shares_mapped","ling_mapped_share_distance_2",0.0846280510836522,0.0755890734349434,1.11958047953172,0.263507548555863,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"region_main__distance_shares_mapped","ling_mapped_share_distance_3",-0.157457038411157,0.0921363068482672,-1.70895756295574,0.0881688141506557,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"region_main__distance_shares_mapped","ling_mapped_share_distance_4",0.881367857820132,0.11146160996084,7.90736701299923,2.16871326027701e-14,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"region_main__distance_shares_mapped","ling_mapped_share_distance_5",-0.00566183613618727,0.151579086916454,-0.0373523567885581,0.970221116590683,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"region_main__glottolog_mean","ling_distance_glottolog_nonhindi_mean",-1.01070035623583,0.704098183338742,-1.43545371959805,0.151866712928595,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"region_main__glottolog_mean_shastry","ling_distance_glottolog_nonhindi_mean",-0.964614901441685,0.688927600803576,-1.40016875549266,0.16216911933374,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"region_main__dyen_noncognate","ling_distance_dyen_noncognate_pct",-0.13195922720397,0.175498537712007,-0.751910693526773,0.452505872550816,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"region_main__dyen_noncognate_shastry","ling_distance_dyen_noncognate_pct",-0.163758592632948,0.170842911958179,-0.95853313875284,0.338321580046789,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"region_expanded__nonzero_mean","ling_distance_nonzero_mean",6.93007389209084,2.31318363012182,2.9959030497401,0.00289166972069013,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"region_expanded__distant_share","ling_share_distance_ge3",0.0106767046412721,0.0897222332650005,0.118997312625263,0.905332041725344,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
"region_expanded__top3_legacy","ling_distance_top3_legacy",3.82880501223528,2.18074420839171,1.75573320222596,0.0798329335533193,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv","medium","pooled_enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium enrollment / total enrollment"
