"state_key","district_key","target_unit_2001","n_candidate_targets","bridge_status","bridge_sources"
"uttar pradesh","pratapgarh","pc2001__09__43",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"uttar pradesh","rae bareli","pc2001__09__28",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"uttar pradesh","rampur","pc2001__09__05",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"uttar pradesh","saharanpur","pc2001__09__01",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"uttar pradesh","sambhal bhim nagar",NA,0,"unresolved_no_deterministic_lineage",NA
"uttar pradesh","sant kabir nagar","pc2001__09__56",1,"deterministic_to_2001","exact_census_2001_identity"
"uttar pradesh","shahjahanpur","pc2001__09__22",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"uttar pradesh","shamli prabudh nagar",NA,0,"unresolved_no_deterministic_lineage",NA
"uttar pradesh","shrawasti","pc2001__09__51",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"uttar pradesh","siddharthnagar","pc2001__09__54",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"uttar pradesh","sitapur","pc2001__09__24",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"uttar pradesh","sonbhadra","pc2001__09__70",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"uttar pradesh","sultanpur","pc2001__09__49",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"uttar pradesh","unnao","pc2001__09__26",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"uttar pradesh","varanasi","pc2001__09__67",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"uttarakhand","almora","pc2001__05__09",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"uttarakhand","bageshwar","pc2001__05__08",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"uttarakhand","chamoli","pc2001__05__02",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"uttarakhand","champawat","pc2001__05__10",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"uttarakhand","dehradun","pc2001__05__05",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"uttarakhand","garhwal","pc2001__05__06",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"uttarakhand","hardwar","pc2001__05__13",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"uttarakhand","nainital","pc2001__05__11",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"uttarakhand","panchkula",NA,0,"unresolved_no_deterministic_lineage",NA
"uttarakhand","pauri garhwal",NA,0,"unresolved_no_deterministic_lineage",NA
"uttarakhand","pithoragarh","pc2001__05__07",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"uttarakhand","rudraprayag","pc2001__05__03",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"uttarakhand","tehri garhwal","pc2001__05__04",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"uttarakhand","udham singh nagar","pc2001__05__12",1,"deterministic_to_2001","exact_census_2001_identity"
"uttarakhand","uttarkashi","pc2001__05__01",1,"deterministic_to_2001","exact_census_2001_identity"
"west bengal","alipurduar",NA,0,"unresolved_no_deterministic_lineage",NA
"west bengal","bankura","pc2001__19__13",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"west bengal","barddhaman","pc2001__19__09",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"west bengal","birbhum","pc2001__19__08",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"west bengal","dakshin dinajpur","pc2001__19__05",1,"deterministic_to_2001","exact_census_2001_identity"
"west bengal","darjiling","pc2001__19__01",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"west bengal","garhwa",NA,0,"unresolved_no_deterministic_lineage",NA
"west bengal","haora","pc2001__19__16",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"west bengal","hugli","pc2001__19__12",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"west bengal","jalpaiguri","pc2001__19__02",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"west bengal","koch bihar","pc2001__19__03",1,"deterministic_to_2001","exact_census_2001_identity"
"west bengal","kolkata","pc2001__19__17",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"west bengal","maldah","pc2001__19__06",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"west bengal","murshidabad","pc2001__19__07",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"west bengal","nadia","pc2001__19__10",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"west bengal","north twenty four pargana",NA,0,"unresolved_no_deterministic_lineage",NA
"west bengal","north twenty four parganas","pc2001__19__11",1,"deterministic_to_2001","exact_census_2001_identity"
"west bengal","paschim medinipur",NA,0,"unresolved_no_deterministic_lineage",NA
"west bengal","purba medinipur",NA,0,"unresolved_no_deterministic_lineage",NA
"west bengal","puruliya","pc2001__19__14",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"west bengal","siliguri",NA,0,"unresolved_no_deterministic_lineage",NA
"west bengal","south twenty four pargan",NA,0,"unresolved_no_deterministic_lineage",NA
"west bengal","south twenty four parganas","pc2001__19__18",1,"deterministic_to_2001","exact_census_2001_identity"
"west bengal","uttar dinajpur","pc2001__19__04",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
