"specification_id","sequence","adjustment_id","adjustment","construction_id","construction","fixed_effect","excluded_instruments","included_language_controls","n_excluded_instruments","joint_excluded_f","joint_excluded_p","partial_r_squared","n","n_states","n_regions","construct_id","treatment","analysis_scope"
"unadjusted__nonzero_mean",1,"unadjusted","Unadjusted","nonzero_mean","Mean distance among speakers above zero","none","ling_distance_nonzero_mean","",1,13.2605162966195,0.000298302720861627,0.162005662345439,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"unadjusted__distant_share",2,"unadjusted","Unadjusted","distant_share","Share speaking languages at distance three or higher","none","ling_share_distance_ge3","",1,8.05051606520802,0.0047273415860426,0.0710410057310194,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"unadjusted__top3_legacy",3,"unadjusted","Unadjusted","top3_legacy","Legacy top-three weighted mean","none","ling_distance_top3_legacy","",1,18.5684460736047,1.96199265549708e-05,0.203316228780401,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"unadjusted__nonzero_mean_hindi_urdu",4,"unadjusted","Unadjusted","nonzero_mean_hindi_urdu","Nonzero mean with combined Hindi-Urdu share","none","ling_distance_nonzero_mean","hindi_urdu_share",1,11.9412783974813,0.000594196748688576,0.118109691363884,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"unadjusted__nonzero_mean_shastry",5,"unadjusted","Unadjusted","nonzero_mean_shastry","Nonzero mean with Shastry composition controls","none","ling_distance_nonzero_mean","hindi_urdu_share;native_english_share",1,12.3331584906109,0.000484007044975689,0.127241982462242,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"unadjusted__nonzero_mean_sensitivity_low",6,"unadjusted","Unadjusted","nonzero_mean_sensitivity_low","Shastry nonzero mean under joint lower-degree adjudication sensitivity","none","ling_distance_nonzero_mean_sensitivity_low","hindi_urdu_share;native_english_share",1,12.3475100217323,0.000480387327370273,0.127526791523907,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"unadjusted__nonzero_mean_sensitivity_high",7,"unadjusted","Unadjusted","nonzero_mean_sensitivity_high","Shastry nonzero mean under joint upper-degree adjudication sensitivity","none","ling_distance_nonzero_mean_sensitivity_high","hindi_urdu_share;native_english_share",1,14.3712691955163,0.000167805680618676,0.0999285741809004,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"unadjusted__nonzero_mean_hindi_urdu_separate",8,"unadjusted","Unadjusted","nonzero_mean_hindi_urdu_separate","Nonzero mean with separate Hindi and Urdu shares","none","ling_distance_nonzero_mean","hindi_share;urdu_share",1,12.2177374502531,0.000514141421753622,0.127632898308859,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"unadjusted__distance_shares_all",9,"unadjusted","Unadjusted","distance_shares_all","Five distance shares; all-speaker denominator","none","ling_share_distance_1;ling_share_distance_2;ling_share_distance_3;ling_share_distance_4;ling_share_distance_5","",5,262.590434039684,5.41790539064201e-139,0.198242295577171,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"unadjusted__distance_shares_all_unmapped",10,"unadjusted","Unadjusted","distance_shares_all_unmapped","Five distance shares with unresolved and English shares controlled","none","ling_share_distance_1;ling_share_distance_2;ling_share_distance_3;ling_share_distance_4;ling_share_distance_5","ling_unmapped_speaker_share;native_english_share",5,285.885182188727,1.28098752564005e-145,0.253187627333177,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"unadjusted__distance_shares_mapped",11,"unadjusted","Unadjusted","distance_shares_mapped","Five distance shares; mapped-speaker denominator","none","ling_mapped_share_distance_1;ling_mapped_share_distance_2;ling_mapped_share_distance_3;ling_mapped_share_distance_4;ling_mapped_share_distance_5","",5,52.800368498657,3.39446004982838e-44,0.271550615630109,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"unadjusted__glottolog_mean",12,"unadjusted","Unadjusted","glottolog_mean","Glottolog edge-distance mean among non-Hindi/Urdu speakers","none","ling_distance_glottolog_nonhindi_mean","",1,15.620570286101,8.81530855132134e-05,0.088956649054691,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"unadjusted__glottolog_mean_shastry",13,"unadjusted","Unadjusted","glottolog_mean_shastry","Glottolog edge-distance mean with Shastry composition controls","none","ling_distance_glottolog_nonhindi_mean","hindi_urdu_share;native_english_share",1,6.37412673096902,0.0118782694217569,0.0395899080267754,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"unadjusted__dyen_noncognate",14,"unadjusted","Unadjusted","dyen_noncognate","Dyen/Shastry noncognate percentage among non-Hindi/Urdu speakers","none","ling_distance_dyen_noncognate_pct","",1,10.9487711132809,0.0010018028051455,0.062625764472054,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"unadjusted__dyen_noncognate_shastry",15,"unadjusted","Unadjusted","dyen_noncognate_shastry","Dyen/Shastry noncognate percentage with composition controls","none","ling_distance_dyen_noncognate_pct","hindi_urdu_share;native_english_share",1,3.38777107641079,0.0662556877179181,0.0234851328264815,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"region_main__nonzero_mean",16,"region_main","Six-region FE + main controls","nonzero_mean","Mean distance among speakers above zero","region","ling_distance_nonzero_mean","",1,2.75932480665396,0.0973121620491944,0.0201246989964451,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"region_main__distant_share",17,"region_main","Six-region FE + main controls","distant_share","Share speaking languages at distance three or higher","region","ling_share_distance_ge3","",1,0.622415844093425,0.430522645768067,0.00787991262895712,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"region_main__top3_legacy",18,"region_main","Six-region FE + main controls","top3_legacy","Legacy top-three weighted mean","region","ling_distance_top3_legacy","",1,0.833679467270732,0.361648149117408,0.00809831572424714,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"region_main__nonzero_mean_hindi_urdu",19,"region_main","Six-region FE + main controls","nonzero_mean_hindi_urdu","Nonzero mean with combined Hindi-Urdu share","region","ling_distance_nonzero_mean","hindi_urdu_share",1,2.71034641762615,0.100325200536326,0.0201770444445185,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"region_main__nonzero_mean_shastry",20,"region_main","Six-region FE + main controls","nonzero_mean_shastry","Nonzero mean with Shastry composition controls","region","ling_distance_nonzero_mean","hindi_urdu_share;native_english_share",1,2.31267925664163,0.128953541885728,0.0175108799878237,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"region_main__nonzero_mean_sensitivity_low",21,"region_main","Six-region FE + main controls","nonzero_mean_sensitivity_low","Shastry nonzero mean under joint lower-degree adjudication sensitivity","region","ling_distance_nonzero_mean_sensitivity_low","hindi_urdu_share;native_english_share",1,2.38636983564389,0.123028957125129,0.0182420413783672,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"region_main__nonzero_mean_sensitivity_high",22,"region_main","Six-region FE + main controls","nonzero_mean_sensitivity_high","Shastry nonzero mean under joint upper-degree adjudication sensitivity","region","ling_distance_nonzero_mean_sensitivity_high","hindi_urdu_share;native_english_share",1,0.231385127992229,0.630708677434224,0.00152926857898463,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"region_main__nonzero_mean_hindi_urdu_separate",23,"region_main","Six-region FE + main controls","nonzero_mean_hindi_urdu_separate","Nonzero mean with separate Hindi and Urdu shares","region","ling_distance_nonzero_mean","hindi_share;urdu_share",1,2.62149317415277,0.106054485355029,0.0200085521557301,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"region_main__distance_shares_all",24,"region_main","Six-region FE + main controls","distance_shares_all","Five distance shares; all-speaker denominator","region","ling_share_distance_1;ling_share_distance_2;ling_share_distance_3;ling_share_distance_4;ling_share_distance_5","",5,11.4952760169598,1.6061605805055e-10,0.134668859436909,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"region_main__distance_shares_all_unmapped",25,"region_main","Six-region FE + main controls","distance_shares_all_unmapped","Five distance shares with unresolved and English shares controlled","region","ling_share_distance_1;ling_share_distance_2;ling_share_distance_3;ling_share_distance_4;ling_share_distance_5","ling_unmapped_speaker_share;native_english_share",5,9.99790872131315,3.94853468231501e-09,0.124164283622287,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"region_main__distance_shares_mapped",26,"region_main","Six-region FE + main controls","distance_shares_mapped","Five distance shares; mapped-speaker denominator","region","ling_mapped_share_distance_1;ling_mapped_share_distance_2;ling_mapped_share_distance_3;ling_mapped_share_distance_4;ling_mapped_share_distance_5","",5,9.00434411226304,3.31327893588783e-08,0.0988478595909028,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"region_main__glottolog_mean",27,"region_main","Six-region FE + main controls","glottolog_mean","Glottolog edge-distance mean among non-Hindi/Urdu speakers","region","ling_distance_glottolog_nonhindi_mean","",1,0.863406792073457,0.353232771340378,0.00697633692978358,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"region_main__glottolog_mean_shastry",28,"region_main","Six-region FE + main controls","glottolog_mean_shastry","Glottolog edge-distance mean with Shastry composition controls","region","ling_distance_glottolog_nonhindi_mean","hindi_urdu_share;native_english_share",1,0.879639974051284,0.348752215524989,0.00713680209513734,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"region_main__dyen_noncognate",29,"region_main","Six-region FE + main controls","dyen_noncognate","Dyen/Shastry noncognate percentage among non-Hindi/Urdu speakers","region","ling_distance_dyen_noncognate_pct","",1,0.547869739486952,0.459534765254498,0.00757025447886682,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"region_main__dyen_noncognate_shastry",30,"region_main","Six-region FE + main controls","dyen_noncognate_shastry","Dyen/Shastry noncognate percentage with composition controls","region","ling_distance_dyen_noncognate_pct","hindi_urdu_share;native_english_share",1,0.704997220372061,0.401510113885598,0.00958684802168626,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"region_expanded__nonzero_mean",31,"region_expanded","Six-region FE + expanded controls","nonzero_mean","Mean distance among speakers above zero","region","ling_distance_nonzero_mean","",1,7.60536383712803,0.00603250433663412,0.0496575174680451,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"region_expanded__distant_share",32,"region_expanded","Six-region FE + expanded controls","distant_share","Share speaking languages at distance three or higher","region","ling_share_distance_ge3","",1,0.0612877888702636,0.804573621250424,0.000626763137721814,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"region_expanded__top3_legacy",33,"region_expanded","Six-region FE + expanded controls","top3_legacy","Legacy top-three weighted mean","region","ling_distance_top3_legacy","",1,2.45524597723259,0.117765447690824,0.0194614786244383,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"region_expanded__nonzero_mean_hindi_urdu",34,"region_expanded","Six-region FE + expanded controls","nonzero_mean_hindi_urdu","Nonzero mean with combined Hindi-Urdu share","region","ling_distance_nonzero_mean","hindi_urdu_share",1,7.58537947543707,0.00609914767731508,0.0496570318641072,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"region_expanded__nonzero_mean_shastry",35,"region_expanded","Six-region FE + expanded controls","nonzero_mean_shastry","Nonzero mean with Shastry composition controls","region","ling_distance_nonzero_mean","hindi_urdu_share;native_english_share",1,6.87604000300846,0.00900337349268833,0.0459376052279588,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"region_expanded__nonzero_mean_sensitivity_low",36,"region_expanded","Six-region FE + expanded controls","nonzero_mean_sensitivity_low","Shastry nonzero mean under joint lower-degree adjudication sensitivity","region","ling_distance_nonzero_mean_sensitivity_low","hindi_urdu_share;native_english_share",1,6.98898057607449,0.00845990091414947,0.0469899833216053,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"region_expanded__nonzero_mean_sensitivity_high",37,"region_expanded","Six-region FE + expanded controls","nonzero_mean_sensitivity_high","Shastry nonzero mean under joint upper-degree adjudication sensitivity","region","ling_distance_nonzero_mean_sensitivity_high","hindi_urdu_share;native_english_share",1,1.58480313043202,0.208659985458456,0.00920829923762248,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"region_expanded__nonzero_mean_hindi_urdu_separate",38,"region_expanded","Six-region FE + expanded controls","nonzero_mean_hindi_urdu_separate","Nonzero mean with separate Hindi and Urdu shares","region","ling_distance_nonzero_mean","hindi_share;urdu_share",1,6.55437927141502,0.0107565862305844,0.0458353244749695,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"region_expanded__distance_shares_all",39,"region_expanded","Six-region FE + expanded controls","distance_shares_all","Five distance shares; all-speaker denominator","region","ling_share_distance_1;ling_share_distance_2;ling_share_distance_3;ling_share_distance_4;ling_share_distance_5","",5,9.37880353213538,1.49075629149794e-08,0.112317507302601,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"region_expanded__distance_shares_all_unmapped",40,"region_expanded","Six-region FE + expanded controls","distance_shares_all_unmapped","Five distance shares with unresolved and English shares controlled","region","ling_share_distance_1;ling_share_distance_2;ling_share_distance_3;ling_share_distance_4;ling_share_distance_5","ling_unmapped_speaker_share;native_english_share",5,7.8382457440794,4.08583378948719e-07,0.108409408603341,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"region_expanded__distance_shares_mapped",41,"region_expanded","Six-region FE + expanded controls","distance_shares_mapped","Five distance shares; mapped-speaker denominator","region","ling_mapped_share_distance_1;ling_mapped_share_distance_2;ling_mapped_share_distance_3;ling_mapped_share_distance_4;ling_mapped_share_distance_5","",5,8.78231635223884,5.36218323184855e-08,0.0946459643278085,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"region_expanded__glottolog_mean",42,"region_expanded","Six-region FE + expanded controls","glottolog_mean","Glottolog edge-distance mean among non-Hindi/Urdu speakers","region","ling_distance_glottolog_nonhindi_mean","",1,0.00799023337770788,0.928809269476486,5.2906325421667e-05,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"region_expanded__glottolog_mean_shastry",43,"region_expanded","Six-region FE + expanded controls","glottolog_mean_shastry","Glottolog edge-distance mean with Shastry composition controls","region","ling_distance_glottolog_nonhindi_mean","hindi_urdu_share;native_english_share",1,0.0115870486885905,0.914322116092555,7.7979251875394e-05,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"region_expanded__dyen_noncognate",44,"region_expanded","Six-region FE + expanded controls","dyen_noncognate","Dyen/Shastry noncognate percentage among non-Hindi/Urdu speakers","region","ling_distance_dyen_noncognate_pct","",1,0.0820351029952554,0.774676851582915,0.00084337605409914,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"region_expanded__dyen_noncognate_shastry",45,"region_expanded","Six-region FE + expanded controls","dyen_noncognate_shastry","Dyen/Shastry noncognate percentage with composition controls","region","ling_distance_dyen_noncognate_pct","hindi_urdu_share;native_english_share",1,0.160550659893106,0.688821886476044,0.00162054553622843,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"state_main__nonzero_mean",46,"state_main","State FE + main controls","nonzero_mean","Mean distance among speakers above zero","state","ling_distance_nonzero_mean","",1,0.716227065805696,0.397807768121171,0.00203323770949384,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"state_main__distant_share",47,"state_main","State FE + main controls","distant_share","Share speaking languages at distance three or higher","state","ling_share_distance_ge3","",1,0.109229784462308,0.741167535603046,0.000578789592690385,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"state_main__top3_legacy",48,"state_main","State FE + main controls","top3_legacy","Legacy top-three weighted mean","state","ling_distance_top3_legacy","",1,0.101914010056856,0.749684190286601,0.000286544256069914,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"state_main__nonzero_mean_hindi_urdu",49,"state_main","State FE + main controls","nonzero_mean_hindi_urdu","Nonzero mean with combined Hindi-Urdu share","state","ling_distance_nonzero_mean","hindi_urdu_share",1,0.730571136551143,0.393127203883733,0.00204201590417994,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"state_main__nonzero_mean_shastry",50,"state_main","State FE + main controls","nonzero_mean_shastry","Nonzero mean with Shastry composition controls","state","ling_distance_nonzero_mean","hindi_urdu_share;native_english_share",1,0.490368985020892,0.484104870506109,0.00131800136588651,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"state_main__nonzero_mean_sensitivity_low",51,"state_main","State FE + main controls","nonzero_mean_sensitivity_low","Shastry nonzero mean under joint lower-degree adjudication sensitivity","state","ling_distance_nonzero_mean_sensitivity_low","hindi_urdu_share;native_english_share",1,0.509569503121693,0.475675139386061,0.00135626179502973,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"state_main__nonzero_mean_sensitivity_high",52,"state_main","State FE + main controls","nonzero_mean_sensitivity_high","Shastry nonzero mean under joint upper-degree adjudication sensitivity","state","ling_distance_nonzero_mean_sensitivity_high","hindi_urdu_share;native_english_share",1,0.683382835079339,0.40883847189773,0.000719676075972383,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"state_main__nonzero_mean_hindi_urdu_separate",53,"state_main","State FE + main controls","nonzero_mean_hindi_urdu_separate","Nonzero mean with separate Hindi and Urdu shares","state","ling_distance_nonzero_mean","hindi_share;urdu_share",1,1.34170451716133,0.247314416735713,0.00578447028224757,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"state_main__distance_shares_all",54,"state_main","State FE + main controls","distance_shares_all","Five distance shares; all-speaker denominator","state","ling_share_distance_1;ling_share_distance_2;ling_share_distance_3;ling_share_distance_4;ling_share_distance_5","",5,2.50878546336439,0.0294662585999484,0.021305828541515,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"state_main__distance_shares_all_unmapped",55,"state_main","State FE + main controls","distance_shares_all_unmapped","Five distance shares with unresolved and English shares controlled","state","ling_share_distance_1;ling_share_distance_2;ling_share_distance_3;ling_share_distance_4;ling_share_distance_5","ling_unmapped_speaker_share;native_english_share",5,1.83261921305827,0.104985359524687,0.0170494651669279,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"state_main__distance_shares_mapped",56,"state_main","State FE + main controls","distance_shares_mapped","Five distance shares; mapped-speaker denominator","state","ling_mapped_share_distance_1;ling_mapped_share_distance_2;ling_mapped_share_distance_3;ling_mapped_share_distance_4;ling_mapped_share_distance_5","",5,2.55031546942585,0.0271824675225075,0.0116234040188611,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"state_main__glottolog_mean",57,"state_main","State FE + main controls","glottolog_mean","Glottolog edge-distance mean among non-Hindi/Urdu speakers","state","ling_distance_glottolog_nonhindi_mean","",1,0.0978116685248686,0.754608090671191,0.000177461312118369,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"state_main__glottolog_mean_shastry",58,"state_main","State FE + main controls","glottolog_mean_shastry","Glottolog edge-distance mean with Shastry composition controls","state","ling_distance_glottolog_nonhindi_mean","hindi_urdu_share;native_english_share",1,0.0824139838031499,0.774177247590415,0.00013722045201651,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"state_main__dyen_noncognate",59,"state_main","State FE + main controls","dyen_noncognate","Dyen/Shastry noncognate percentage among non-Hindi/Urdu speakers","state","ling_distance_dyen_noncognate_pct","",1,0.0298552392482495,0.862892239154287,7.51093532403178e-05,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"state_main__dyen_noncognate_shastry",60,"state_main","State FE + main controls","dyen_noncognate_shastry","Dyen/Shastry noncognate percentage with composition controls","state","ling_distance_dyen_noncognate_pct","hindi_urdu_share;native_english_share",1,0.0284841178752378,0.866047372339037,6.94055253062691e-05,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"state_expanded__nonzero_mean",61,"state_expanded","State FE + expanded controls","nonzero_mean","Mean distance among speakers above zero","state","ling_distance_nonzero_mean","",1,1.95125977864288,0.163103420437106,0.00494053637379396,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"state_expanded__distant_share",62,"state_expanded","State FE + expanded controls","distant_share","Share speaking languages at distance three or higher","state","ling_share_distance_ge3","",1,0.311804172189646,0.57683828887345,0.00173349138874037,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"state_expanded__top3_legacy",63,"state_expanded","State FE + expanded controls","top3_legacy","Legacy top-three weighted mean","state","ling_distance_top3_legacy","",1,0.358411587038994,0.549675106277961,0.000802502498628899,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"state_expanded__nonzero_mean_hindi_urdu",64,"state_expanded","State FE + expanded controls","nonzero_mean_hindi_urdu","Nonzero mean with combined Hindi-Urdu share","state","ling_distance_nonzero_mean","hindi_urdu_share",1,1.95661502282436,0.162529763771662,0.0049335360237897,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"state_expanded__nonzero_mean_shastry",65,"state_expanded","State FE + expanded controls","nonzero_mean_shastry","Nonzero mean with Shastry composition controls","state","ling_distance_nonzero_mean","hindi_urdu_share;native_english_share",1,1.35543249922607,0.244917526419713,0.00348183108312326,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"state_expanded__nonzero_mean_sensitivity_low",66,"state_expanded","State FE + expanded controls","nonzero_mean_sensitivity_low","Shastry nonzero mean under joint lower-degree adjudication sensitivity","state","ling_distance_nonzero_mean_sensitivity_low","hindi_urdu_share;native_english_share",1,1.3799631241253,0.240698474224028,0.00349740982881852,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"state_expanded__nonzero_mean_sensitivity_high",67,"state_expanded","State FE + expanded controls","nonzero_mean_sensitivity_high","Shastry nonzero mean under joint upper-degree adjudication sensitivity","state","ling_distance_nonzero_mean_sensitivity_high","hindi_urdu_share;native_english_share",1,0.0804688764089763,0.776787129029065,8.11409358486878e-05,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"state_expanded__nonzero_mean_hindi_urdu_separate",68,"state_expanded","State FE + expanded controls","nonzero_mean_hindi_urdu_separate","Nonzero mean with separate Hindi and Urdu shares","state","ling_distance_nonzero_mean","hindi_share;urdu_share",1,2.36964995745345,0.12438347299663,0.00988435476796613,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"state_expanded__distance_shares_all",69,"state_expanded","State FE + expanded controls","distance_shares_all","Five distance shares; all-speaker denominator","state","ling_share_distance_1;ling_share_distance_2;ling_share_distance_3;ling_share_distance_4;ling_share_distance_5","",5,1.39654135090025,0.224123659365589,0.0199917272256573,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"state_expanded__distance_shares_all_unmapped",70,"state_expanded","State FE + expanded controls","distance_shares_all_unmapped","Five distance shares with unresolved and English shares controlled","state","ling_share_distance_1;ling_share_distance_2;ling_share_distance_3;ling_share_distance_4;ling_share_distance_5","ling_unmapped_speaker_share;native_english_share",5,0.968642080798961,0.436504523908127,0.0148119555007467,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"state_expanded__distance_shares_mapped",71,"state_expanded","State FE + expanded controls","distance_shares_mapped","Five distance shares; mapped-speaker denominator","state","ling_mapped_share_distance_1;ling_mapped_share_distance_2;ling_mapped_share_distance_3;ling_mapped_share_distance_4;ling_mapped_share_distance_5","",5,1.05329727650719,0.385685772992695,0.00867387759379417,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"state_expanded__glottolog_mean",72,"state_expanded","State FE + expanded controls","glottolog_mean","Glottolog edge-distance mean among non-Hindi/Urdu speakers","state","ling_distance_glottolog_nonhindi_mean","",1,0.00216016116153919,0.962949173671491,4.59038821286308e-06,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"state_expanded__glottolog_mean_shastry",73,"state_expanded","State FE + expanded controls","glottolog_mean_shastry","Glottolog edge-distance mean with Shastry composition controls","state","ling_distance_glottolog_nonhindi_mean","hindi_urdu_share;native_english_share",1,0.00218939829395535,0.962699545705255,3.86503505573191e-06,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"state_expanded__dyen_noncognate",74,"state_expanded","State FE + expanded controls","dyen_noncognate","Dyen/Shastry noncognate percentage among non-Hindi/Urdu speakers","state","ling_distance_dyen_noncognate_pct","",1,0.136473954632886,0.711976479756963,0.000306645337439789,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"state_expanded__dyen_noncognate_shastry",75,"state_expanded","State FE + expanded controls","dyen_noncognate_shastry","Dyen/Shastry noncognate percentage with composition controls","state","ling_distance_dyen_noncognate_pct","hindi_urdu_share;native_english_share",1,0.110933082664196,0.739231903466536,0.000238996721924845,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"absorption__region_fe",76,"region_fe","Six-region fixed effects","nonzero_mean","Mean distance among speakers above zero","region","ling_distance_nonzero_mean","",1,3.77231553356926,0.0526543889589331,0.0763637148407735,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"absorption__state_fe",77,"state_fe","State fixed effects","nonzero_mean","Mean distance among speakers above zero","state","ling_distance_nonzero_mean","",1,0.281237768847337,0.596132305473825,0.000649236828404969,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"absorption__census_controls",78,"census_controls","Main Census controls","nonzero_mean","Mean distance among speakers above zero","none","ling_distance_nonzero_mean","",1,12.4949848869051,0.000445336806588929,0.107170292829263,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"absorption__expanded_controls",79,"expanded_controls","Expanded Census controls","nonzero_mean","Mean distance among speakers above zero","none","ling_distance_nonzero_mean","",1,17.2353664445184,3.87623214306573e-05,0.162406233044822,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"absorption__region_fe_main_without_human_capital",80,"region_fe_main_without_human_capital","Six-region FE + main controls without human capital","nonzero_mean","Mean distance among speakers above zero","region","ling_distance_nonzero_mean","",1,5.06593099684853,0.0248308191688484,0.0328889760841362,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"absorption__state_fe_main_without_human_capital",81,"state_fe_main_without_human_capital","State FE + main controls without human capital","nonzero_mean","Mean distance among speakers above zero","state","ling_distance_nonzero_mean","",1,1.07038678609683,0.30138013556836,0.00295574445068226,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
"absorption__region_fe_expanded_without_human_capital",82,"region_fe_expanded_without_human_capital","Six-region FE + expanded controls without human capital","nonzero_mean","Mean distance among speakers above zero","region","ling_distance_nonzero_mean","",1,6.3480567309816,0.0120603107203607,0.042214566209828,520,31,6,"emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
