"academic_year","target_unit_2001","dise_report_school_quality_source_districts","dise_report_school_quality_status","dise_report_pupils_per_teacher","dise_report_single_teacher_school_share","dise_report_girls_toilet_school_share","girls_toilet_definition","source_pdf","source_page"
"2012-13","pc2001__28__22",1,"one_to_one_report_ratio",23,20,59.4,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",27
"2012-13","pc2001__28__23",1,"one_to_one_report_ratio",19,20,84.8,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",28
"2012-13","pc2001__29__01",1,"one_to_one_report_ratio",27,4.8,100,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",281
"2012-13","pc2001__29__02",1,"one_to_one_report_ratio",30,5,99.8,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",277
"2012-13","pc2001__29__03",1,"one_to_one_report_ratio",30,3.3,99.8,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",285
"2012-13","pc2001__29__04",1,"one_to_one_report_ratio",29,5.4,97.2,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",294
"2012-13","pc2001__29__05",1,"one_to_one_report_ratio",28,4.9,100,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",284
"2012-13","pc2001__29__06",1,"one_to_one_report_ratio",28,5.3,99.3,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",302
"2012-13","pc2001__29__07",1,"one_to_one_report_ratio",28,3.5,94.6,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",299
"2012-13","pc2001__29__08",1,"one_to_one_report_ratio",27,2.1,100,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",293
"2012-13","pc2001__29__09",1,"one_to_one_report_ratio",28,2.3,99.7,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",292
"2012-13","pc2001__29__10",1,"one_to_one_report_ratio",18,4.4,100,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",308
"2012-13","pc2001__29__11",1,"one_to_one_report_ratio",26,2,100,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",296
"2012-13","pc2001__29__12",1,"one_to_one_report_ratio",30,3.7,99.4,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",283
"2012-13","pc2001__29__13",1,"one_to_one_report_ratio",22,5.2,100,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",289
"2012-13","pc2001__29__14",1,"one_to_one_report_ratio",23,2.5,99.8,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",291
"2012-13","pc2001__29__15",1,"one_to_one_report_ratio",22,10.8,100,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",304
"2012-13","pc2001__29__16",1,"one_to_one_report_ratio",25,6,99.3,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",307
"2012-13","pc2001__29__18",1,"one_to_one_report_ratio",19,11.1,100,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",305
"2012-13","pc2001__29__19",1,"one_to_one_report_ratio",20,8.2,100,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",298
"2012-13","pc2001__29__21",1,"one_to_one_report_ratio",18,9.6,99.6,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",278
"2012-13","pc2001__29__22",1,"one_to_one_report_ratio",21,15.7,99.9,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",300
"2012-13","pc2001__29__23",1,"one_to_one_report_ratio",17,8.5,100,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",295
"2012-13","pc2001__29__24",1,"one_to_one_report_ratio",30,7,99.9,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",290
"2012-13","pc2001__29__25",1,"one_to_one_report_ratio",21,7.6,100,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",297
"2012-13","pc2001__29__26",1,"one_to_one_report_ratio",23,2.6,99.9,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",301
"2012-13","pc2001__30__01",1,"one_to_one_report_ratio",17,27.3,96.6,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",170
"2012-13","pc2001__30__02",1,"one_to_one_report_ratio",20,22.6,92,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",171
"2012-13","pc2001__31__01",1,"one_to_one_report_ratio",12,0,100,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",325
"2012-13","pc2001__32__01",1,"one_to_one_report_ratio",21,5.5,100,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",315
"2012-13","pc2001__32__02",1,"one_to_one_report_ratio",16,1.2,85,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",314
"2012-13","pc2001__32__03",1,"one_to_one_report_ratio",20,10.9,97.5,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",324
"2012-13","pc2001__32__04",1,"one_to_one_report_ratio",17,1.3,89.8,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",318
"2012-13","pc2001__32__05",1,"one_to_one_report_ratio",23,1.8,98.7,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",319
"2012-13","pc2001__32__06",1,"one_to_one_report_ratio",19,2.3,95.3,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",320
"2012-13","pc2001__32__07",1,"one_to_one_report_ratio",17,0.1,97.1,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",323
"2012-13","pc2001__32__08",1,"one_to_one_report_ratio",17,1.1,97,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",312
"2012-13","pc2001__32__09",1,"one_to_one_report_ratio",16,17.6,98.3,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",313
"2012-13","pc2001__32__10",1,"one_to_one_report_ratio",14,0.2,99.8,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",317
"2012-13","pc2001__32__11",1,"one_to_one_report_ratio",18,0.3,98.5,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",311
"2012-13","pc2001__32__12",1,"one_to_one_report_ratio",11,1,98.7,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",321
"2012-13","pc2001__32__13",1,"one_to_one_report_ratio",15,0.2,96.8,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",316
"2012-13","pc2001__32__14",1,"one_to_one_report_ratio",16,2,99,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",322
"2012-13","pc2001__33__01",1,"one_to_one_report_ratio",19,2.4,94.9,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",172
"2012-13","pc2001__33__02",1,"one_to_one_report_ratio",24,0.7,99.5,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",151
"2012-13","pc2001__33__03",1,"one_to_one_report_ratio",23,4,98.7,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",157
"2012-13","pc2001__33__04",1,"one_to_one_report_ratio",24,4,98.2,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",178
"2012-13","pc2001__33__05",1,"one_to_one_report_ratio",20,8.3,94,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",154
"2012-13","pc2001__33__06",1,"one_to_one_report_ratio",22,6.5,91.2,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",177
"2012-13","pc2001__33__07",1,"one_to_one_report_ratio",22,3.9,84.6,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",179
"2012-13","pc2001__33__08",1,"one_to_one_report_ratio",20,4,97.5,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",167
"2012-13","pc2001__33__09",1,"one_to_one_report_ratio",15,4.4,98,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",163
"2012-13","pc2001__33__10",1,"one_to_one_report_ratio",18,9.1,98.5,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",156
"2012-13","pc2001__33__11",1,"one_to_one_report_ratio",16,8.9,99.9,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",170
"2012-13","pc2001__33__12",1,"one_to_one_report_ratio",19,3.6,96.7,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",152
"2012-13","pc2001__33__13",1,"one_to_one_report_ratio",21,5.2,93.5,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",155
"2012-13","pc2001__33__14",1,"one_to_one_report_ratio",17,7.2,98.2,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",159
"2012-13","pc2001__33__15",1,"one_to_one_report_ratio",18,4,95.5,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",175
"2012-13","pc2001__33__16",1,"one_to_one_report_ratio",21,4.8,95.7,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",164
"2012-13","pc2001__33__18",1,"one_to_one_report_ratio",21,3.6,98.6,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",153
"2012-13","pc2001__33__19",1,"one_to_one_report_ratio",22,2.2,98.2,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",162
"2012-13","pc2001__33__20",1,"one_to_one_report_ratio",20,3.7,99.3,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",173
"2012-13","pc2001__33__21",1,"one_to_one_report_ratio",20,2.9,99.9,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",169
"2012-13","pc2001__33__22",1,"one_to_one_report_ratio",21,5.2,94.4,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",165
"2012-13","pc2001__33__23",1,"one_to_one_report_ratio",18,8.5,96.8,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",168
"2012-13","pc2001__33__24",1,"one_to_one_report_ratio",19,0.9,88.3,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",161
"2012-13","pc2001__33__25",1,"one_to_one_report_ratio",20,3.7,98.6,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",171
"2012-13","pc2001__33__26",1,"one_to_one_report_ratio",23,2.1,95.5,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",180
"2012-13","pc2001__33__27",1,"one_to_one_report_ratio",22,5.1,92.1,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",166
"2012-13","pc2001__33__28",1,"one_to_one_report_ratio",21,2.6,98.3,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",174
"2012-13","pc2001__33__29",1,"one_to_one_report_ratio",22,2.8,93.8,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",176
"2012-13","pc2001__33__30",1,"one_to_one_report_ratio",16,0.7,99.8,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",158
"2012-13","pc2001__34__01",1,"one_to_one_report_ratio",16,0,96.8,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",91
"2012-13","pc2001__34__02",1,"one_to_one_report_ratio",15,0,100,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",90
"2012-13","pc2001__34__03",1,"one_to_one_report_ratio",14,0,100,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",89
"2012-13","pc2001__34__04",1,"one_to_one_report_ratio",15,0,100,"girls_and_coeducational_schools","DistrictReport-2012-13-II.pdf",88
"2012-13","pc2001__35__01",1,"one_to_one_report_ratio",10,1.9,96.2,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",23
"2012-13","pc2001__35__02",1,"one_to_one_report_ratio",8,6.9,91.4,"girls_and_coeducational_schools","DistrictReport-2012-13-I.pdf",25
"2013-14","pc2001__01__01",1,"one_to_one_report_ratio",14,2.3,69.7,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",242
"2013-14","pc2001__01__02",1,"one_to_one_report_ratio",16,4.7,62.3,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",234
"2013-14","pc2001__01__03",2,"multiple_source_districts_not_aggregated",NA,NA,NA,NA,NA,NA
"2013-14","pc2001__01__04",1,"one_to_one_report_ratio",12,2.3,99.9,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",232
"2013-14","pc2001__01__05",1,"one_to_one_report_ratio",11,4.2,51,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",244
"2013-14","pc2001__01__06",2,"multiple_source_districts_not_aggregated",NA,NA,NA,NA,NA,NA
"2013-14","pc2001__01__07",1,"one_to_one_report_ratio",6,6.9,87.6,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",243
"2013-14","pc2001__01__08",1,"one_to_one_report_ratio",7,11.5,94.1,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",238
"2013-14","pc2001__01__09",2,"multiple_source_districts_not_aggregated",NA,NA,NA,NA,NA,NA
"2013-14","pc2001__01__10",1,"one_to_one_report_ratio",13,9.2,42.1,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",252
"2013-14","pc2001__01__11",1,"one_to_one_report_ratio",15,9.3,33,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",245
"2013-14","pc2001__01__12",1,"one_to_one_report_ratio",13,8.8,57.1,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",246
"2013-14","pc2001__01__13",1,"one_to_one_report_ratio",11,8.4,79.5,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",237
"2013-14","pc2001__01__14",1,"one_to_one_report_ratio",11,9.6,92.6,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",239
"2013-14","pc2001__02__01",1,"one_to_one_report_ratio",12,6.9,99.2,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",220
"2013-14","pc2001__02__02",1,"one_to_one_report_ratio",11,4.3,99.2,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",222
"2013-14","pc2001__02__03",1,"one_to_one_report_ratio",4,21.7,95.1,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",225
"2013-14","pc2001__02__04",1,"one_to_one_report_ratio",12,5.4,97.8,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",224
"2013-14","pc2001__02__05",1,"one_to_one_report_ratio",10,8.4,98.5,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",226
"2013-14","pc2001__02__07",1,"one_to_one_report_ratio",13,7.8,99.9,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",230
"2013-14","pc2001__02__09",1,"one_to_one_report_ratio",13,7.9,99.5,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",229
"2013-14","pc2001__02__10",1,"one_to_one_report_ratio",13,12.3,96.2,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",228
"2013-14","pc2001__02__11",1,"one_to_one_report_ratio",9,13.3,89.6,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",227
"2013-14","pc2001__02__12",1,"one_to_one_report_ratio",7,5.8,97.4,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",223
"2013-14","pc2001__03__01",2,"multiple_source_districts_not_aggregated",NA,NA,NA,NA,NA,NA
"2013-14","pc2001__03__02",1,"one_to_one_report_ratio",18,2.2,98.6,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",92
"2013-14","pc2001__03__03",1,"one_to_one_report_ratio",15,5.6,100,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",102
"2013-14","pc2001__03__04",1,"one_to_one_report_ratio",17,3.8,90.3,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",101
"2013-14","pc2001__03__05",1,"one_to_one_report_ratio",15,5.7,99.1,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",100
"2013-14","pc2001__03__06",1,"one_to_one_report_ratio",15,8.3,100,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",108
"2013-14","pc2001__03__07",1,"one_to_one_report_ratio",15,10.5,96.9,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",111
"2013-14","pc2001__03__08",1,"one_to_one_report_ratio",14,5.3,100,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",96
"2013-14","pc2001__03__09",1,"one_to_one_report_ratio",18,2.5,99.9,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",103
"2013-14","pc2001__03__10",1,"one_to_one_report_ratio",19,3.2,99.4,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",105
"2013-14","pc2001__03__11",1,"one_to_one_report_ratio",20,13.6,99.7,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",98
"2013-14","pc2001__03__12",1,"one_to_one_report_ratio",18,1,100,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",107
"2013-14","pc2001__03__13",1,"one_to_one_report_ratio",17,1.4,99.5,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",95
"2013-14","pc2001__03__14",1,"one_to_one_report_ratio",18,0.9,99.8,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",94
"2013-14","pc2001__03__15",1,"one_to_one_report_ratio",19,3.8,99.3,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",104
"2013-14","pc2001__03__16",1,"one_to_one_report_ratio",16,3.1,98.6,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",112
"2013-14","pc2001__03__17",1,"one_to_one_report_ratio",16,6.7,94,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",110
"2013-14","pc2001__04__01",1,"one_to_one_report_ratio",19,0,100,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",130
"2013-14","pc2001__05__01",1,"one_to_one_report_ratio",12,12.9,90.6,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",276
"2013-14","pc2001__05__02",1,"one_to_one_report_ratio",10,7.7,100,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",266
"2013-14","pc2001__05__03",1,"one_to_one_report_ratio",11,17.2,99.7,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",273
"2013-14","pc2001__05__04",1,"one_to_one_report_ratio",11,6.9,96.7,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",274
"2013-14","pc2001__05__05",1,"one_to_one_report_ratio",24,3.8,99.9,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",268
"2013-14","pc2001__05__06",1,"one_to_one_report_ratio",11,6.6,100,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",269
"2013-14","pc2001__05__07",1,"one_to_one_report_ratio",11,12.2,80.9,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",272
"2013-14","pc2001__05__08",1,"one_to_one_report_ratio",15,24.9,97.5,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",265
"2013-14","pc2001__05__09",1,"one_to_one_report_ratio",12,11.4,99.9,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",264
"2013-14","pc2001__05__10",1,"one_to_one_report_ratio",14,5.9,95.2,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",267
"2013-14","pc2001__05__11",1,"one_to_one_report_ratio",15,2.4,92.4,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",271
"2013-14","pc2001__05__12",1,"one_to_one_report_ratio",26,3.6,95,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",275
"2013-14","pc2001__05__13",1,"one_to_one_report_ratio",37,6.5,99.6,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",270
"2013-14","pc2001__06__01",1,"one_to_one_report_ratio",20,10,97.6,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",212
"2013-14","pc2001__06__02",1,"one_to_one_report_ratio",19,4.5,100,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",198
"2013-14","pc2001__06__03",1,"one_to_one_report_ratio",23,12.2,98,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",218
"2013-14","pc2001__06__04",1,"one_to_one_report_ratio",19,9.5,99.2,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",208
"2013-14","pc2001__06__05",1,"one_to_one_report_ratio",20,4.1,94.1,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",206
"2013-14","pc2001__06__06",1,"one_to_one_report_ratio",20,2.8,99.9,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",207
"2013-14","pc2001__06__07",1,"one_to_one_report_ratio",25,1.1,99.7,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",213
"2013-14","pc2001__06__08",1,"one_to_one_report_ratio",19,2.1,100,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",217
"2013-14","pc2001__06__09",1,"one_to_one_report_ratio",21,0.5,98.2,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",205
"2013-14","pc2001__06__10",1,"one_to_one_report_ratio",23,4,98.2,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",201
"2013-14","pc2001__06__11",1,"one_to_one_report_ratio",23,2.3,95.9,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",216
"2013-14","pc2001__06__12",1,"one_to_one_report_ratio",18,0.3,100,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",203
"2013-14","pc2001__06__13",1,"one_to_one_report_ratio",17,1.2,95.2,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",199
"2013-14","pc2001__06__14",1,"one_to_one_report_ratio",19,0.4,99,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",215
"2013-14","pc2001__06__15",1,"one_to_one_report_ratio",18,4.1,99.7,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",204
"2013-14","pc2001__06__16",1,"one_to_one_report_ratio",17,3.7,99.9,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",209
"2013-14","pc2001__06__17",1,"one_to_one_report_ratio",18,2.3,100,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",214
"2013-14","pc2001__06__18",1,"one_to_one_report_ratio",27,2.1,97.3,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",202
"2013-14","pc2001__06__19",1,"one_to_one_report_ratio",29,0.6,99.3,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",200
"2013-14","pc2001__07__05",1,"one_to_one_report_ratio",16,0,100,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",163
"2013-14","pc2001__08__01",1,"one_to_one_report_ratio",17,10,99.3,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",128
"2013-14","pc2001__08__02",1,"one_to_one_report_ratio",18,4.7,99.5,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",129
"2013-14","pc2001__08__03",1,"one_to_one_report_ratio",22,14.9,95.9,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",121
"2013-14","pc2001__08__04",1,"one_to_one_report_ratio",19,6.9,99,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",124
"2013-14","pc2001__08__05",1,"one_to_one_report_ratio",17,4.2,99.2,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",134
"2013-14","pc2001__08__06",1,"one_to_one_report_ratio",20,6.9,97.1,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",115
"2013-14","pc2001__08__07",1,"one_to_one_report_ratio",20,5.7,96.6,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",119
"2013-14","pc2001__08__08",1,"one_to_one_report_ratio",24,11.3,100,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",126
"2013-14","pc2001__08__09",1,"one_to_one_report_ratio",26,10.9,100,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",136
"2013-14","pc2001__08__10",1,"one_to_one_report_ratio",19,7.9,98,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",142
"2013-14","pc2001__08__11",1,"one_to_one_report_ratio",21,10,98.9,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",125
"2013-14","pc2001__08__12",1,"one_to_one_report_ratio",18,5.3,98.9,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",130
"2013-14","pc2001__08__13",1,"one_to_one_report_ratio",17,5.8,99.4,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",143
"2013-14","pc2001__08__14",1,"one_to_one_report_ratio",20,7.1,98,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",138
"2013-14","pc2001__08__15",1,"one_to_one_report_ratio",23,12.3,96.8,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",135
"2013-14","pc2001__08__16",1,"one_to_one_report_ratio",24,34.3,99.5,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",131
"2013-14","pc2001__08__17",1,"one_to_one_report_ratio",29,30.4,96.8,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",118
"2013-14","pc2001__08__18",1,"one_to_one_report_ratio",25,17.6,98,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",132
"2013-14","pc2001__08__19",1,"one_to_one_report_ratio",23,7.4,98.1,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",144
"2013-14","pc2001__08__20",1,"one_to_one_report_ratio",19,6.3,99,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",139
"2013-14","pc2001__08__21",1,"one_to_one_report_ratio",18,6.3,96.9,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",114
"2013-14","pc2001__08__22",1,"one_to_one_report_ratio",16,7.6,98.3,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",145
"2013-14","pc2001__08__23",1,"one_to_one_report_ratio",17,14.1,97.8,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",122
"2013-14","pc2001__08__24",1,"one_to_one_report_ratio",21,16.3,100,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",120
"2013-14","pc2001__08__25",1,"one_to_one_report_ratio",19,12.1,98.7,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",141
"2013-14","pc2001__08__26",1,"one_to_one_report_ratio",22,18.5,95.7,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",146
"2013-14","pc2001__08__27",1,"one_to_one_report_ratio",23,20.1,95.3,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",127
"2013-14","pc2001__08__28",1,"one_to_one_report_ratio",25,17.4,94.3,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",116
"2013-14","pc2001__08__29",1,"one_to_one_report_ratio",18,11.9,99.7,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",123
"2013-14","pc2001__08__30",1,"one_to_one_report_ratio",20,2.6,98.5,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",137
"2013-14","pc2001__08__31",1,"one_to_one_report_ratio",20,9.7,94.3,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",117
"2013-14","pc2001__08__32",1,"one_to_one_report_ratio",21,13.5,99.8,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",133
"2013-14","pc2001__09__01",1,"one_to_one_report_ratio",27,4.6,100,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",252
"2013-14","pc2001__09__02",1,"one_to_one_report_ratio",33,3.8,100,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",247
"2013-14","pc2001__09__03",1,"one_to_one_report_ratio",35,6.8,100,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",205
"2013-14","pc2001__09__04",1,"one_to_one_report_ratio",33,4.6,99.8,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",246
"2013-14","pc2001__09__05",1,"one_to_one_report_ratio",62,16,100,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",251
"2013-14","pc2001__09__06",1,"one_to_one_report_ratio",33,7.9,100,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",229
