"academic_year","district_code_dise","state_code_dise","state_name_dise","district_name_dise","dise_government_enrollment","dise_private_enrollment","dise_management_enrollment","dise_grade_enrollment","dise_direct_enrollment","dise_total_enrollment","dise_total_enrollment_source","dise_direct_to_grade_enrollment_ratio","dise_management_to_grade_enrollment_ratio","dise_management_enrollment_difference","dise_private_enrollment_share","dise_medium_slot_1_enrollment","dise_medium_slot_2_enrollment","dise_medium_slot_3_enrollment","dise_medium_slot_4_enrollment","dise_medium_slot_5_enrollment","dise_medium_classified_enrollment","dise_medium_classification_ratio","dise_medium_classification_difference","dise_government_schools","dise_private_schools","dise_total_schools","dise_single_teacher_schools","dise_girls_toilet_schools","dise_private_school_share","dise_single_teacher_school_share","dise_girls_toilet_school_share","state_key","district_key","dise_medium_identity_complete","dise_english_enrollment","dise_hindi_enrollment","dise_english_identity_resolved","dise_hindi_identity_resolved","dise_emi_enrollment_share_total","dise_hindi_enrollment_share_total","dise_english_share_english_hindi","dise_total_teachers","dise_pupils_per_teacher"
"2005-06","1805","18","ASSAM","BARPETA",277301,20838,298139,298139,NA,298139,"grade_i_viii_sum",NA,1,0,6.98935731319955,279855,15053,2470,535,226,298139,100,0,2318,215,2533,446,125,8.48795894196605,17.6075799447296,4.93485984998026,"assam","barpeta",TRUE,535,226,TRUE,TRUE,0.179446499787012,0.0758035681343266,70.3022339027595,9281,32.1235858204935
"2005-06","1806","18","ASSAM","KAMRUP",290453,12594,303047,303047,NA,303047,"grade_i_viii_sum",NA,1,0,4.15579101591502,273178,9841,9350,5315,3410,301094,99.3555455094424,-1953,2819,125,2944,291,588,4.24592391304348,9.88451086956522,19.9728260869565,"assam","kamrup",TRUE,0,9350,TRUE,TRUE,0,3.08532999831709,0,13130,23.0805026656512
"2005-06","1807","18","ASSAM","NALBARI",182381,0,182381,182381,NA,182381,"grade_i_viii_sum",NA,1,0,0,160559,21612,255,5315,3410,191151,104.808614932477,8770,2082,0,2082,179,636,0,8.59750240153698,30.5475504322767,"assam","nalbari",FALSE,NA,255,FALSE,TRUE,NA,0.139817195870184,NA,9581,19.0356956476359
"2005-06","1808","18","ASSAM","DARRANG",210499,3707,214206,214206,NA,214206,"grade_i_viii_sum",NA,1,0,1.73057710801752,188387,20919,4356,544,3410,217616,101.59192552963,3410,1947,26,1973,256,173,1.31779016725798,12.9751647237709,8.76837303598581,"assam","darrang",FALSE,NA,544,FALSE,TRUE,NA,0.253961140210825,NA,7483,28.625684885741
"2005-06","1809","18","ASSAM","MARIGAON",135985,830,136815,136815,NA,136815,"grade_i_viii_sum",NA,1,0,0.606658626612579,130896,999,389,325,105,132714,97.0025216533275,-4101,1090,9,1099,173,287,0.818926296633303,15.7415832575068,26.1146496815287,"assam","marigaon",TRUE,0,999,TRUE,TRUE,0,0.730183093958996,0,4022,34.016658378916
"2005-06","1810","18","ASSAM","NAGAON",382501,16244,398745,398745,NA,398745,"grade_i_viii_sum",NA,1,0,4.07378148942307,364921,25971,5632,444,274,397242,99.6230673738856,-1503,2560,129,2689,445,164,4.7973224246932,16.5489029378951,6.09892153216809,"assam","nagaon",TRUE,0,5632,TRUE,TRUE,0,1.41243150384331,0,11023,36.1739090991563
"2005-06","1811","18","ASSAM","SONITPUR",121065,7225,128290,128290,NA,128290,"grade_i_viii_sum",NA,1,0,5.63177176709019,195141,6747,4536,2093,241,208758,162.723517031725,80468,1566,134,1700,217,159,7.88235294117647,12.7647058823529,9.35294117647059,"assam","sonitpur",TRUE,0,2093,TRUE,TRUE,0,1.63145997349754,0,6384,20.0955513784461
"2005-06","1812","18","ASSAM","LAKHIMPUR",130912,13248,144160,144160,NA,144160,"grade_i_viii_sum",NA,1,0,9.18978912319645,142802,578,356,250,85,144071,99.9382630410655,-89,1800,226,2026,151,93,11.1549851924975,7.45310957551826,4.59032576505429,"assam","lakhimpur",TRUE,85,250,TRUE,TRUE,0.0589622641509434,0.173418423973363,25.3731343283582,10422,13.8322778737287
"2005-06","1814","18","ASSAM","TINSUKIA",130011,23527,153538,153538,NA,153538,"grade_i_viii_sum",NA,1,0,15.3232424546366,128631,17423,7279,101,82,153516,99.9856712996131,-22,1028,149,1177,145,126,12.6593033135089,12.3194562446899,10.7051826677995,"assam","tinsukia",TRUE,82,17423,TRUE,TRUE,0.053406974169261,11.3476794018419,0.468437589260211,4488,34.2107843137255
"2005-06","1815","18","ASSAM","DIBRUGARH",130144,23446,153590,153590,NA,153590,"grade_i_viii_sum",NA,1,0,15.2653167523927,143210,6953,3353,74,0,153590,100,0,1468,189,1657,206,130,11.4061557030779,12.4321062160531,7.84550392275196,"assam","dibrugarh",TRUE,74,6953,TRUE,TRUE,0.0481802200664106,4.52698743407774,1.05308097338836,5842,26.2906538856556
"2005-06","1816","18","ASSAM","SIBSAGAR",90383,2526,92909,92909,NA,92909,"grade_i_viii_sum",NA,1,0,2.71878935302285,139095,1773,344,39,0,141251,152.03155776082,48342,2132,53,2185,8,144,2.42562929061785,0.366132723112128,6.59038901601831,"assam","sibsagar",TRUE,0,1773,TRUE,TRUE,0,1.90831889267993,0,14690,6.32464261402315
"2005-06","1817","18","ASSAM","JORHAT",130858,2986,133844,133844,NA,133844,"grade_i_viii_sum",NA,1,0,2.23095544066226,129202,2109,1293,1099,95,133798,99.9656316308538,-46,1972,47,2019,445,121,2.32788509162952,22.0406141654284,5.99306587419515,"assam","jorhat",TRUE,1293,1099,TRUE,TRUE,0.966050028391261,0.821105167209587,54.0551839464883,6514,20.5471292600553
"2005-06","1818","18","ASSAM","GOLAGHAT",121599,5620,127219,127219,NA,127219,"grade_i_viii_sum",NA,1,0,4.41757913519207,123993,1538,967,386,335,127219,100,0,1289,58,1347,223,109,4.30586488492947,16.5553080920564,8.0920564216778,"assam","golaghat",TRUE,386,1538,TRUE,TRUE,0.303413798253406,1.20893891635683,20.0623700623701,4703,27.0506059961727
"2005-06","1819","18","ASSAM","KARBI ANGLONG",134112,1172,135284,135284,NA,135284,"grade_i_viii_sum",NA,1,0,0.866325655657727,81222,33474,9325,8362,2697,135080,99.8492061145442,-204,1775,13,1788,554,74,0.727069351230425,30.9843400447427,4.13870246085011,"assam","karbi anglong",TRUE,33474,9325,TRUE,TRUE,24.7435025575826,6.89290677389787,78.2121077595271,4957,27.2915069598548
"2005-06","1820","18","ASSAM","NORTH CACHAR HILLS",28727,4152,32879,32879,NA,32879,"grade_i_viii_sum",NA,1,0,12.6281212932267,18999,11900,1104,407,372,32782,99.7049788618875,-97,892,34,926,200,28,3.67170626349892,21.5982721382289,3.02375809935205,"assam","north cachar hills",TRUE,18999,407,TRUE,TRUE,57.7846041546276,1.23787219805955,97.9027105019066,4259,7.71988729748767
"2005-06","1821","18","ASSAM","CACHAR",226985,5914,232899,232899,NA,232899,"grade_i_viii_sum",NA,1,0,2.53929815070052,221366,5516,1394,1324,1111,230711,99.0605369709617,-2188,1964,54,2018,599,99,2.67591674925669,29.6828543111992,4.90584737363726,"assam","cachar",TRUE,0,1324,TRUE,TRUE,0,0.568486768942761,0,7309,31.8646873717335
"2005-06","1822","18","ASSAM","KARIMGANJ",123216,5619,128835,128835,NA,128835,"grade_i_viii_sum",NA,1,0,4.36139247875189,187893,720,600,0,1111,190324,147.726937555788,61489,1522,50,1572,497,161,3.18066157760814,31.6157760814249,10.2417302798982,"assam","karimganj",FALSE,NA,600,FALSE,TRUE,NA,0.4657119571545,NA,5239,24.59152510021
"2005-06","1823","18","ASSAM","HAILAKANDI",106244,3811,110055,110055,NA,110055,"grade_i_viii_sum",NA,1,0,3.46281404752169,109281,286,81,8,0,109656,99.6374540002726,-399,1274,52,1326,371,89,3.92156862745098,27.9788838612368,6.71191553544495,"assam","hailakandi",TRUE,81,0,TRUE,TRUE,0.0735995638544364,0,100,5023,21.9102130201075
"2005-06","1901","19","WEST BENGAL","DARJILING",121183,598,121781,121781,NA,121781,"grade_i_viii_sum",NA,1,0,0.491045401170954,88568,28739,1060,1049,381,119797,98.3708460268843,-1984,909,5,914,152,173,0.547045951859956,16.6301969365427,18.9277899343545,"west bengal","darjiling",FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,3558,34.2273749297358
"2005-06","1902","19","WEST BENGAL","JALPAIGURI",540771,58721,599492,599492,NA,599492,"grade_i_viii_sum",NA,1,0,9.79512654047093,116,16,0,0,0,132,0.0220186424506082,-599360,2233,69,2302,66,863,2.99739357080799,2.86707211120765,37.4891398783666,"west bengal","jalpaiguri",FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,10848,55.2629056047198
"2005-06","1903","19","WEST BENGAL","KOCH BIHAR",347845,143277,491122,491122,NA,491122,"grade_i_viii_sum",NA,1,0,29.1734029426497,0,0,0,0,0,0,0,-491122,1884,198,2082,11,731,9.51008645533141,0.528338136407301,35.1104707012488,"west bengal","koch bihar",TRUE,0,0,TRUE,TRUE,0,0,NA,8436,58.2174016121385
"2005-06","1904","19","WEST BENGAL","UTTAR DINAJPUR",309882,131991,441873,441873,NA,441873,"grade_i_viii_sum",NA,1,0,29.87079998099,0,0,0,0,0,0,0,-441873,1439,194,1633,34,704,11.8799755052051,2.08205756276791,43.1108389467238,"west bengal","uttar dinajpur",TRUE,0,0,TRUE,TRUE,0,0,NA,6867,64.3473132372215
"2005-06","1905","19","WEST BENGAL","DAKSHIN DINAJPUR",275226,0,275226,275226,NA,275226,"grade_i_viii_sum",NA,1,0,0,0,0,0,0,0,0,0,-275226,1351,0,1351,51,475,0,3.77498149518875,35.159141376758,"west bengal","dakshin dinajpur",TRUE,0,0,TRUE,TRUE,0,0,NA,5407,50.9017939707786
"2005-06","1906","19","WEST BENGAL","MALDAH",437198,200402,637600,637600,NA,637600,"grade_i_viii_sum",NA,1,0,31.4306775407779,9,0,0,0,0,9,0.00141154328732748,-637591,1909,312,2221,15,542,14.0477262494372,0.675371454299865,24.4034218820351,"west bengal","maldah",FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,8804,72.4216265333939
"2005-06","1907","19","WEST BENGAL","MURSHIDABAD",652737,428441,1081178,1081178,NA,1081178,"grade_i_viii_sum",NA,1,0,39.6272399179414,5,0,0,0,0,5,0.000462458540591836,-1081173,3170,512,3682,13,1114,13.9054861488322,0.353068984247691,30.2552960347637,"west bengal","murshidabad",FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,15271,70.799423744352
"2005-06","1908","19","WEST BENGAL","BIRBHUM",316210,212554,528764,528764,NA,528764,"grade_i_viii_sum",NA,1,0,40.1982737100105,13,0,0,0,0,13,0.0024585637448843,-528751,2378,403,2781,91,885,14.4911902193456,3.27220424307803,31.8230852211435,"west bengal","birbhum",FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,11587,45.634245274877
"2005-06","1909","19","WEST BENGAL","BARDDHAMAN",640132,359893,1000025,1000025,NA,1000025,"grade_i_viii_sum",NA,1,0,35.9884002899927,308,38,0,0,0,346,0.0345991350216245,-999679,4138,662,4800,57,1873,13.7916666666667,1.1875,39.0208333333333,"west bengal","barddhaman",FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,22775,43.9088913282108
"2005-06","1910","19","WEST BENGAL","NADIA",617629,205751,823380,823380,NA,823380,"grade_i_viii_sum",NA,1,0,24.9885836430324,245,2,0,0,0,247,0.0299982996915155,-823133,2836,276,3112,59,889,8.86889460154242,1.89588688946015,28.5668380462725,"west bengal","nadia",FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,17584,46.8255232029117
"2005-06","1911","19","WEST BENGAL","NORTH TWENTY FOUR PARGANA",803419,317238,1120657,1120657,NA,1120657,"grade_i_viii_sum",NA,1,0,28.308215627083,984,170,0,0,0,1154,0.102975308234366,-1119503,4092,595,4687,180,1454,12.6946874333262,3.84040964369533,31.0219756774056,"west bengal","north twenty four pargana",FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,19861,56.4250037762449
"2005-06","1912","19","WEST BENGAL","HUGLI",642233,82665,724898,724898,NA,724898,"grade_i_viii_sum",NA,1,0,11.4036733443878,385,185,0,0,0,570,0.0786317523292932,-724328,3444,172,3616,124,1623,4.75663716814159,3.42920353982301,44.8838495575221,"west bengal","hugli",FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,14506,49.972287329381
"2005-06","1913","19","WEST BENGAL","BANKURA",538289,0,538289,538289,NA,538289,"grade_i_viii_sum",NA,1,0,0,45,0,0,0,0,45,0.00835982158283004,-538244,3916,0,3916,317,1152,0,8.0949948927477,29.417773237998,"west bengal","bankura",FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,13290,40.5033107599699
"2005-06","1914","19","WEST BENGAL","PURULIYA",292006,149119,441125,441125,NA,441125,"grade_i_viii_sum",NA,1,0,33.8042504958912,295,148,0,0,0,443,0.100425049589119,-440682,2991,328,3319,573,377,9.88249472732751,17.2642362157276,11.3588430250075,"west bengal","puruliya",FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,8760,50.3567351598174
"2005-06","1916","19","WEST BENGAL","HAORA",345714,254048,599762,599762,NA,599762,"grade_i_viii_sum",NA,1,0,42.3581353937062,27,4,0,0,0,31,0.00516871692438,-599731,2149,479,2628,41,881,18.2267884322679,1.56012176560122,33.5235920852359,"west bengal","haora",FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,13281,45.1594006475416
"2005-06","1917","19","WEST BENGAL","KOLKATA",210929,146196,357125,357125,NA,357125,"grade_i_viii_sum",NA,1,0,40.9369268463423,10,0,0,0,0,10,0.00280014000700035,-357115,1547,475,2022,112,632,23.4915924826904,5.53907022749753,31.2561819980218,"west bengal","kolkata",FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,9316,38.3345856590811
"2005-06","1918","19","WEST BENGAL","SOUTH  TWENTY FOUR PARGAN",659396,463826,1123222,1123222,NA,1123222,"grade_i_viii_sum",NA,1,0,41.2942410316037,0,0,0,0,0,0,0,-1123222,3608,792,4400,678,1333,18,15.4090909090909,30.2954545454545,"west bengal","south twenty four pargan",TRUE,0,0,TRUE,TRUE,0,0,NA,15476,72.5783148100284
"2005-06","1919","19","WEST BENGAL","PURBA MEDINIPUR",542671,207664,750335,750335,NA,750335,"grade_i_viii_sum",NA,1,0,27.6761713101481,272,34,0,0,0,306,0.0407817841364191,-750029,3499,388,3887,45,619,9.98199125289426,1.1577051710831,15.9248777977875,"west bengal","purba medinipur",FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,10021,74.876259854306
"2005-06","1920","19","WEST BENGAL","PASCHIM MEDINIPUR",534453,269651,804104,804104,NA,804104,"grade_i_viii_sum",NA,1,0,33.5343438162228,3,3,0,0,0,6,0.000746172136937511,-804098,4831,561,5392,392,798,10.4043026706231,7.2700296735905,14.799703264095,"west bengal","paschim medinipur",FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,16596,48.4516751024343
"2005-06","1921","19","WEST BENGAL","SILIGURI",122809,9566,132375,132375,NA,132375,"grade_i_viii_sum",NA,1,0,7.22644003777148,258,0,0,0,0,258,0.194900849858357,-132117,466,12,478,15,191,2.51046025104602,3.13807531380753,39.9581589958159,"west bengal","siliguri",FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,2034,65.0811209439528
"2005-06","2001","20","JHARKHAND","GARHWA",219508,0,219508,219508,NA,219508,"grade_i_viii_sum",NA,1,0,0,258,0,0,0,0,258,0.117535579568854,-219250,1060,0,1060,307,179,0,28.9622641509434,16.8867924528302,"jharkhand","garhwa",FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,3532,62.1483578708947
"2005-06","2002","20","JHARKHAND","PALAMU",308948,1938,310886,310886,NA,310886,"grade_i_viii_sum",NA,1,0,0.623379631118802,258,0,0,0,0,258,0.082988619622627,-310628,2199,13,2212,1018,151,0.587703435804702,46.0216998191682,6.82640144665461,"jharkhand","palamu",FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,5779,53.7958124242949
"2005-06","2003","20","JHARKHAND","CHATRA",540294,2293,542587,542587,NA,542587,"grade_i_viii_sum",NA,1,0,0.422605038454663,523638,10386,5060,266,178,539528,99.4362194449922,-3059,3974,12,3986,1126,284,0.301053687907677,28.2488710486703,7.12493728048169,"jharkhand","chatra",TRUE,0,523638,TRUE,TRUE,0,96.5076568365995,0,11834,45.849839445665
"2005-06","2004","20","JHARKHAND","HAZARIBAG",468237,1719,469956,469956,NA,469956,"grade_i_viii_sum",NA,1,0,0.365778923984373,428048,18194,15645,2335,1076,465298,99.0088433810825,-4658,2198,7,2205,395,250,0.317460317460317,17.9138321995465,11.3378684807256,"jharkhand","hazaribag",TRUE,0,428048,TRUE,TRUE,0,91.0825694320319,0,9003,52.1999333555482
"2005-06","2005","20","JHARKHAND","KODARMA",110480,6762,117242,117242,NA,117242,"grade_i_viii_sum",NA,1,0,5.76755770116511,113558,3255,285,72,0,117170,99.9385885604135,-72,675,41,716,188,79,5.72625698324022,26.2569832402235,11.0335195530726,"jharkhand","kodarma",TRUE,285,113558,TRUE,TRUE,0.243086948363215,96.8577813411576,0.250344773064659,2615,44.8344168260038
"2005-06","2006","20","JHARKHAND","GIRIDIH",333640,5191,338831,338831,NA,338831,"grade_i_viii_sum",NA,1,0,1.53203219304019,329672,7292,961,0,0,337925,99.7326100622434,-906,1718,26,1744,203,99,1.49082568807339,11.6399082568807,5.67660550458716,"jharkhand","giridih",TRUE,0,329672,TRUE,TRUE,0,97.2968825166528,0,5475,61.8869406392694
"2005-06","2007","20","JHARKHAND","DEOGHAR",243668,1131,244799,244799,NA,244799,"grade_i_viii_sum",NA,1,0,0.462011691224229,329672,7292,961,0,0,337925,138.041822066267,93126,1684,9,1693,520,590,0.531600708800945,30.7147076196102,34.8493797991731,"jharkhand","deoghar",FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,5024,48.7259156050955
"2005-06","2009","20","JHARKHAND","SAHIBGANJ",286499,7474,293973,293973,NA,293973,"grade_i_viii_sum",NA,1,0,2.54241035741378,163261,16419,874,702,191,181447,61.7223350443748,-112526,1834,60,1894,326,194,3.16789862724393,17.2122492080253,10.2428722280887,"jharkhand","sahibganj",FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,6979,42.1225103883078
"2005-06","2010","20","JHARKHAND","PAKAUR",138068,2441,140509,140509,NA,140509,"grade_i_viii_sum",NA,1,0,1.73725526478731,115122,15176,3838,2858,1038,138032,98.2371236006234,-2477,926,10,936,452,58,1.06837606837607,48.2905982905983,6.1965811965812,"jharkhand","pakaur",TRUE,1038,115122,TRUE,TRUE,0.738742713989851,81.9321182273022,0.893595041322314,2319,60.5903406640793
"2005-06","2011","20","JHARKHAND","DUMKA",232713,1273,233986,233986,NA,233986,"grade_i_viii_sum",NA,1,0,0.544049643995795,226793,3335,1471,439,141,232179,99.2277315736839,-1807,2215,5,2220,701,244,0.225225225225225,31.5765765765766,10.990990990991,"jharkhand","dumka",TRUE,141,226793,TRUE,TRUE,0.0602600155564863,96.9258844546255,0.0621326024306627,5164,45.3109992254067
"2005-06","2012","20","JHARKHAND","DHANBAD",292368,2792,295160,295160,NA,295160,"grade_i_viii_sum",NA,1,0,0.945927632470524,263716,15086,13849,1888,99,294638,99.8231467678547,-522,1673,12,1685,373,192,0.712166172106825,22.1364985163205,11.3946587537092,"jharkhand","dhanbad",TRUE,99,263716,TRUE,TRUE,0.0335411302344491,89.3467949586665,0.0375262968367985,5314,55.5438464433572
"2005-06","2013","20","JHARKHAND","BOKARO",146893,1262,148155,148155,NA,148155,"grade_i_viii_sum",NA,1,0,0.851810603759576,141320,3020,1008,336,0,145684,98.3321521379636,-2471,856,4,860,96,132,0.465116279069767,11.1627906976744,15.3488372093023,"jharkhand","bokaro",TRUE,0,141320,TRUE,TRUE,0,95.3865883702879,0,3407,43.4854710889345
"2005-06","2014","20","JHARKHAND","RANCHI",422252,1522,423774,423774,NA,423774,"grade_i_viii_sum",NA,1,0,0.359153699849448,410882,5890,3905,266,0,420943,99.3319552402932,-2831,2766,5,2771,689,260,0.180440274269217,24.8646697942981,9.38289426199928,"jharkhand","ranchi",TRUE,0,410882,TRUE,TRUE,0,96.9578124188836,0,8749,48.4368499257058
"2005-06","2015","20","JHARKHAND","LOHARDAGA",90452,2853,93305,93305,NA,93305,"grade_i_viii_sum",NA,1,0,3.05771394887734,86770,4302,1997,0,0,93069,99.7470660736295,-236,551,18,569,143,64,3.1634446397188,25.1318101933216,11.2478031634446,"jharkhand","lohardaga",TRUE,0,86770,TRUE,TRUE,0,92.9960880981727,0,1962,47.5560652395515
"2005-06","2016","20","JHARKHAND","GUMLA",191096,7878,198974,198974,NA,198974,"grade_i_viii_sum",NA,1,0,3.95931126679868,86770,4302,1997,0,0,93069,46.7744529436007,-105905,1347,59,1406,297,254,4.19630156472262,21.1237553342817,18.0654338549075,"jharkhand","gumla",FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,4600,43.2552173913043
"2005-06","2017","20","JHARKHAND","PASHCHIMI SINGHBHUM",220499,4220,224719,224719,NA,224719,"grade_i_viii_sum",NA,1,0,1.87790084505538,86770,4302,1997,0,0,93069,41.4157236370756,-131650,1854,20,1874,398,130,1.06723585912487,21.2379935965848,6.93703308431163,"jharkhand","pashchimi singhbhum",FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,5528,40.6510492040521
"2005-06","2019","20","JHARKHAND","JAMTARA",113204,99,113303,113303,NA,113303,"grade_i_viii_sum",NA,1,0,0.0873763271934547,87945,20226,1024,915,439,110549,97.5693494435275,-2754,788,1,789,212,43,0.126742712294043,26.8694550063371,5.44993662864385,"jharkhand","jamtara",TRUE,0,87945,TRUE,TRUE,0,77.6193039901856,0,2253,50.2898357745229
"2005-06","2020","20","JHARKHAND","SARAIKELA-KHARSAWAN",148481,115,148596,148596,NA,148596,"grade_i_viii_sum",NA,1,0,0.0773910468653261,141378,3975,2191,863,0,148407,99.8728094968909,-189,1527,2,1529,395,114,0.13080444735121,25.833878351864,7.45585349901897,"jharkhand","saraikela kharsawan",TRUE,0,141378,TRUE,TRUE,0,95.1425341193572,0,3955,37.5716814159292
"2005-06","2021","20","JHARKHAND","SIMDEGA",114944,2768,117712,117712,NA,117712,"grade_i_viii_sum",NA,1,0,2.35150197091206,117066,477,123,28,0,117694,99.9847084409406,-18,1084,20,1104,403,68,1.81159420289855,36.5036231884058,6.15942028985507,"jharkhand","simdega",TRUE,123,117066,TRUE,TRUE,0.104492320239228,99.4512029359793,0.104958656529196,2860,41.158041958042
"2005-06","2022","20","JHARKHAND","LATEHAR",140705,7079,147784,147784,NA,147784,"grade_i_viii_sum",NA,1,0,4.79009906349808,117066,477,123,28,0,117694,79.6392031613706,-30090,1165,24,1189,483,236,2.01850294365013,40.6223717409588,19.8486122792262,"jharkhand","latehar",FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,3091,47.8110643804594
"2005-06","2101","21","ORISSA","BARGARH",185356,8264,193620,193620,NA,193620,"grade_i_viii_sum",NA,1,0,4.2681541163103,126243,64471,1279,1087,194,193274,99.8212994525359,-346,1728,79,1807,154,242,4.37188710570006,8.5224128389596,13.3923630326508,"odisha","bargarh",TRUE,1087,1279,TRUE,TRUE,0.561408945356885,0.660572254932342,45.9425190194421,5862,33.0296827021494
"2005-06","2102","21","ORISSA","JHARSUGUDA",75972,3043,79015,79015,NA,79015,"grade_i_viii_sum",NA,1,0,3.8511674998418,65620,6042,5203,1950,6,78821,99.7544769980383,-194,698,26,724,98,92,3.59116022099448,13.5359116022099,12.707182320442,"odisha","jharsuguda",TRUE,5203,6042,TRUE,TRUE,6.58482566601278,7.64664937037271,46.2694530902623,2581,30.6141030608291
"2005-06","2103","21","ORISSA","SAMBALPUR",116375,8885,125260,125260,NA,125260,"grade_i_viii_sum",NA,1,0,7.0932460482197,120100,2038,1840,1233,0,125211,99.9608813667571,-49,1390,90,1480,265,164,6.08108108108108,17.9054054054054,11.0810810810811,"odisha","sambalpur",TRUE,1840,2038,TRUE,TRUE,1.4689445952419,1.62701580712119,47.4471376998453,4331,28.9217270838144
"2005-06","2104","21","ORISSA","DEOGARH",43524,2248,45772,45772,NA,45772,"grade_i_viii_sum",NA,1,0,4.91129948440094,45772,0,1840,1233,0,48845,106.713711439308,3073,506,31,537,65,42,5.77281191806332,12.1042830540037,7.82122905027933,"odisha","deogarh",FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,1539,29.7413905133203
"2005-06","2105","21","ORISSA","SUNDARGARH",222495,19052,241547,241547,NA,241547,"grade_i_viii_sum",NA,1,0,7.88749187528721,237439,1738,973,771,408,241329,99.9097484133523,-218,2122,122,2244,317,343,5.4367201426025,14.126559714795,15.2852049910873,"odisha","sundargarh",TRUE,771,973,TRUE,TRUE,0.319192538098175,0.40282015508369,44.2087155963303,7264,33.2526156387665
"2005-06","2107","21","ORISSA","MAYURBHANJ",342671,4974,347645,347645,NA,347645,"grade_i_viii_sum",NA,1,0,1.43076989457636,332102,1824,398,288,161,334773,96.2973723194638,-12872,3429,56,3485,393,171,1.60688665710187,11.2769010043042,4.90674318507891,"odisha","mayurbhanj",TRUE,398,161,TRUE,TRUE,0.114484603546722,0.0463116109824677,71.1985688729875,10872,31.9761773362767
"2005-06","2108","21","ORISSA","BALASORE",313004,24229,337233,337233,NA,337233,"grade_i_viii_sum",NA,1,0,7.18464681688921,332948,1141,346,345,151,334931,99.3173859023287,-2302,2144,360,2504,84,524,14.3769968051118,3.35463258785942,20.926517571885,"odisha","balasore",TRUE,345,0,TRUE,TRUE,0.102303155385149,0,100,8601,39.2085803976282
"2005-06","2109","21","ORISSA","BHADRAK",231084,13033,244117,244117,NA,244117,"grade_i_viii_sum",NA,1,0,5.33883342823318,240856,2318,953,0,0,244127,100.0040963964,10,1451,130,1581,120,179,8.22264389626818,7.59013282732448,11.3219481340923,"odisha","bhadrak",TRUE,953,0,TRUE,TRUE,0.390386576928276,0,100,5328,45.8177552552553
"2005-06","2110","21","ORISSA","KENDRAPARA",201446,16467,217913,217913,NA,217913,"grade_i_viii_sum",NA,1,0,7.55668546621817,214839,2265,698,86,26,217914,100.000458898735,1,1616,198,1814,209,262,10.9151047409041,11.5214994487321,14.4432194046306,"odisha","kendrapara",TRUE,26,0,TRUE,TRUE,0.0119313671052209,0,100,6218,35.0455130266967
"2005-06","2111","21","ORISSA","JAGATSINGHPUR",147058,22419,169477,169477,NA,169477,"grade_i_viii_sum",NA,1,0,13.2283436690524,169296,0,0,0,0,169296,99.8932008473126,-181,1256,240,1496,170,169,16.0427807486631,11.3636363636364,11.2967914438503,"odisha","jagatsinghpur",TRUE,0,0,TRUE,TRUE,0,0,NA,5030,33.69324055666
"2005-06","2112","21","ORISSA","CUTTACK",289190,24747,313937,313937,NA,313937,"grade_i_viii_sum",NA,1,0,7.88279177032334,295476,7719,1588,1061,228,306072,97.4947202782724,-7865,2250,249,2499,186,206,9.9639855942377,7.44297719087635,8.24329731892757,"odisha","cuttack",TRUE,1588,228,TRUE,TRUE,0.505833973058289,0.0726260364340616,87.4449339207048,9244,33.9611639982691
"2005-06","2113","21","ORISSA","JAJPUR",268594,25386,293980,293980,NA,293980,"grade_i_viii_sum",NA,1,0,8.63528131165385,291005,1349,1152,517,0,294023,100.014626845364,43,1768,291,2059,167,221,14.1330743079165,8.11073336571151,10.7333657115104,"odisha","jajpur",TRUE,1349,0,TRUE,TRUE,0.458874753384584,0,100,7361,39.9375084906942
"2005-06","2114","21","ORISSA","DHENKANAL",155548,14095,169643,169643,NA,169643,"grade_i_viii_sum",NA,1,0,8.30862458221088,159832,8796,416,285,54,169383,99.8467369711689,-260,1280,152,1432,106,288,10.6145251396648,7.40223463687151,20.1117318435754,"odisha","dhenkanal",TRUE,416,0,TRUE,TRUE,0.245220846129814,0,100,4915,34.5153611393693
