"academic_year","district_code_dise","state_code_dise","state_name_dise","district_name_dise","dise_government_enrollment","dise_private_enrollment","dise_management_enrollment","dise_grade_enrollment","dise_direct_enrollment","dise_total_enrollment","dise_total_enrollment_source","dise_direct_to_grade_enrollment_ratio","dise_management_to_grade_enrollment_ratio","dise_management_enrollment_difference","dise_private_enrollment_share","dise_medium_slot_1_enrollment","dise_medium_slot_2_enrollment","dise_medium_slot_3_enrollment","dise_medium_slot_4_enrollment","dise_medium_slot_5_enrollment","dise_medium_classified_enrollment","dise_medium_classification_ratio","dise_medium_classification_difference","dise_government_schools","dise_private_schools","dise_total_schools","dise_single_teacher_schools","dise_girls_toilet_schools","dise_private_school_share","dise_single_teacher_school_share","dise_girls_toilet_school_share","state_key","district_key","dise_medium_identity_complete","dise_english_enrollment","dise_hindi_enrollment","dise_english_identity_resolved","dise_hindi_identity_resolved","dise_emi_enrollment_share_total","dise_hindi_enrollment_share_total","dise_english_share_english_hindi","dise_total_teachers","dise_pupils_per_teacher"
"2005-06","0101","01","JAMMU & KASHMIR","KUPWARA",73853,19689,93542,93542,NA,93542,"grade_i_viii_sum",NA,1,0,21.0482991597357,92642,711,65,0,0,93418,99.8674392251609,-124,1275,147,1422,68,83,10.337552742616,4.78199718706048,5.83684950773558,"jammu and kashmir","kupwara",TRUE,92642,0,TRUE,TRUE,99.0378653439097,0,100,5264,17.7701367781155
"2005-06","0102","01","JAMMU & KASHMIR","BARAMULA",122758,41163,163921,163921,NA,163921,"grade_i_viii_sum",NA,1,0,25.1114866307551,160824,2002,1010,50,0,163886,99.9786482512918,-35,1743,244,1987,107,206,12.2798188223452,5.38500251635632,10.3673880221439,"jammu and kashmir","baramula",TRUE,160824,0,TRUE,TRUE,98.1106752643041,0,100,8143,20.13029595972
"2005-06","0103","01","JAMMU & KASHMIR","SRINAGAR",49247,85618,134865,134865,NA,134865,"grade_i_viii_sum",NA,1,0,63.4842249657064,134605,260,1010,50,0,135925,100.785971156342,1060,694,387,1081,28,381,35.800185013876,2.59019426456984,35.2451433857539,"jammu and kashmir","srinagar",FALSE,134605,NA,TRUE,FALSE,99.8072146220294,NA,NA,8540,15.7921545667447
"2005-06","0104","01","JAMMU & KASHMIR","BADGAM",66284,24084,90368,90368,NA,90368,"grade_i_viii_sum",NA,1,0,26.6510269121813,87668,1327,886,165,77,90123,99.7288863314448,-245,935,154,1089,42,123,14.1414141414141,3.85674931129477,11.2947658402204,"jammu and kashmir","badgam",TRUE,87668,77,TRUE,TRUE,97.012216713881,0.0852071529745042,99.9122457120064,5284,17.1021953065859
"2005-06","0105","01","JAMMU & KASHMIR","PULWAMA",68517,39564,108081,108081,NA,108081,"grade_i_viii_sum",NA,1,0,36.6058789241402,90694,16395,612,165,31,107897,99.8297573116459,-184,985,226,1211,48,176,18.6622625928984,3.96366639141206,14.5334434351775,"jammu and kashmir","pulwama",TRUE,90694,0,TRUE,TRUE,83.912991182539,0,100,5976,18.085843373494
"2005-06","0106","01","JAMMU & KASHMIR","ANANTNAG",123865,46753,170618,170618,NA,170618,"grade_i_viii_sum",NA,1,0,27.402149831788,149519,18380,1942,28,25,169894,99.5756602468673,-724,1506,290,1796,32,189,16.1469933184855,1.78173719376392,10.5233853006682,"jammu and kashmir","anantnag",TRUE,149519,0,TRUE,TRUE,87.6337783821168,0,100,8350,20.4332934131737
"2005-06","0108","01","JAMMU & KASHMIR","KARGIL",14564,4784,19348,19348,NA,19348,"grade_i_viii_sum",NA,1,0,24.7260698780236,13012,6018,280,20,0,19330,99.9069671283854,-18,446,57,503,81,70,11.3320079522863,16.10337972167,13.9165009940358,"jammu and kashmir","kargil",TRUE,6018,0,TRUE,TRUE,31.1039900764937,0,100,1701,11.3744855967078
"2005-06","0109","01","JAMMU & KASHMIR","DODA",100355,12646,113001,113001,NA,113001,"grade_i_viii_sum",NA,1,0,11.1910514066247,73657,24984,14249,40,0,112930,99.9371686976221,-71,1768,102,1870,190,26,5.45454545454545,10.1604278074866,1.3903743315508,"jammu and kashmir","doda",TRUE,14249,24984,TRUE,TRUE,12.6096229236909,22.1095388536385,36.3189151989397,6807,16.6007051564566
"2005-06","0110","01","JAMMU & KASHMIR","UDHAMPUR",104950,30270,135220,135220,NA,135220,"grade_i_viii_sum",NA,1,0,22.3857417541784,69636,39675,25648,235,0,135194,99.9807720751368,-26,1607,207,1814,143,300,11.4112458654906,7.88313120176406,16.5380374862183,"jammu and kashmir","udhampur",TRUE,25648,69636,TRUE,TRUE,18.9676083419612,51.4982990681852,26.917425800764,7553,17.9028200714948
"2005-06","0111","01","JAMMU & KASHMIR","PUNCH",57185,13342,70527,70527,NA,70527,"grade_i_viii_sum",NA,1,0,18.9175776652913,49529,19858,764,319,57,70527,100,0,965,105,1070,45,55,9.81308411214953,4.20560747663551,5.14018691588785,"jammu and kashmir","punch",TRUE,19858,764,TRUE,TRUE,28.1565925106697,1.08327307272392,96.2952186984774,3984,17.7025602409639
"2005-06","0112","01","JAMMU & KASHMIR","RAJAURI",75468,24923,100391,100391,NA,100391,"grade_i_viii_sum",NA,1,0,24.8259306113098,43208,42722,14380,80,1,100391,100,0,1201,172,1373,83,184,12.5273124544792,6.04515659140568,13.401310997815,"jammu and kashmir","rajauri",TRUE,42722,14380,TRUE,TRUE,42.5556075743842,14.3239931866402,74.8169941508178,5476,18.3329072315559
"2005-06","0113","01","JAMMU & KASHMIR","JAMMU",100073,156012,256085,256085,NA,256085,"grade_i_viii_sum",NA,1,0,60.9219595056329,140444,108366,7081,108,79,256078,99.9972665325966,-7,1507,930,2437,99,1038,38.1616741895773,4.06237176856791,42.5933524825605,"jammu and kashmir","jammu",TRUE,140444,108366,TRUE,TRUE,54.8427280004686,42.3164183767109,56.4462843133315,14481,17.6842068917892
"2005-06","0114","01","JAMMU & KASHMIR","KATHUA",64034,33355,97389,97389,NA,97389,"grade_i_viii_sum",NA,1,0,34.2492478616682,54803,29146,13411,18,11,97389,100,0,1171,297,1468,88,369,20.2316076294278,5.99455040871935,25.1362397820164,"jammu and kashmir","kathua",TRUE,29146,54803,TRUE,TRUE,29.9274045323394,56.2722689420776,34.7186982572752,6277,15.5152142743349
"2005-06","0201","02","HIMACHAL PRADESH","CHAMBA",87342,4573,91915,91915,NA,91915,"grade_i_viii_sum",NA,1,0,4.97524887123973,85890,5077,594,28,26,91615,99.6736114888756,-300,1444,49,1493,188,391,3.28198258539853,12.5920964501005,26.1888814467515,"himachal pradesh","chamba",TRUE,5077,85890,TRUE,TRUE,5.52358156992874,93.4450307349181,5.58114481075555,4539,20.2500550782111
"2005-06","0202","02","HIMACHAL PRADESH","KANGRA",176972,51842,228814,228814,NA,228814,"grade_i_viii_sum",NA,1,0,22.6568304386969,196002,32034,778,28,26,228868,100.023599954548,54,2469,443,2912,299,744,15.2129120879121,10.2678571428571,25.5494505494506,"himachal pradesh","kangra",FALSE,32034,196002,TRUE,TRUE,14.0000174814478,85.6599683585795,14.0477819291691,9750,23.4681025641026
"2005-06","0203","02","HIMACHAL PRADESH","LAHUL & SPITI",4307,245,4552,4552,NA,4552,"grade_i_viii_sum",NA,1,0,5.38224956063269,4104,392,56,28,26,4606,101.186291739895,54,272,3,275,38,39,1.09090909090909,13.8181818181818,14.1818181818182,"himachal pradesh","lahul and spiti",FALSE,56,4104,TRUE,TRUE,1.23022847100176,90.158172231986,1.34615384615385,762,5.9737532808399
"2005-06","0204","02","HIMACHAL PRADESH","KULLU",68490,8933,77423,77423,NA,77423,"grade_i_viii_sum",NA,1,0,11.5379150898312,70983,5578,105,74,0,76740,99.1178332020201,-683,927,74,1001,118,400,7.39260739260739,11.7882117882118,39.96003996004,"himachal pradesh","kullu",TRUE,5578,70983,TRUE,TRUE,7.20457745114501,91.6820583030882,7.28569376053082,3348,23.1251493428913
"2005-06","0206","02","HIMACHAL PRADESH","HAMIRPUR (H.P.)",51231,17595,68826,68826,NA,68826,"grade_i_viii_sum",NA,1,0,25.5644669165722,58509,10179,23,0,88,68799,99.9607706390027,-27,763,199,962,47,455,20.6860706860707,4.88565488565489,47.2972972972973,"himachal pradesh","hamirpur h p",FALSE,10179,58509,TRUE,TRUE,14.7894690959812,85.0100252811438,14.8191823899371,3777,18.2223987291501
"2005-06","0207","02","HIMACHAL PRADESH","UNA",64188,14089,78277,78277,NA,78277,"grade_i_viii_sum",NA,1,0,17.9989013375576,70522,6432,998,305,88,78345,100.086870983814,68,726,128,854,75,355,14.9882903981265,8.78220140515223,41.5690866510539,"himachal pradesh","una",FALSE,6432,70522,TRUE,TRUE,8.21697305721987,90.0928753018128,8.35823998752502,3047,25.6898588775845
"2005-06","0208","02","HIMACHAL PRADESH","BILASPUR (H.P.)",46558,10773,57331,57331,NA,57331,"grade_i_viii_sum",NA,1,0,18.7908810242277,56008,1323,0,305,88,57724,100.685493014251,393,800,145,945,83,413,15.3439153439153,8.78306878306878,43.7037037037037,"himachal pradesh","bilaspur h p",FALSE,1323,56008,TRUE,TRUE,2.30765205560691,97.6923479443931,2.30765205560691,2950,19.4342372881356
"2005-06","0209","02","HIMACHAL PRADESH","SOLAN",72715,16244,88959,88959,NA,88959,"grade_i_viii_sum",NA,1,0,18.2600973482166,75882,10948,1756,248,102,88936,99.9741453928214,-23,1029,103,1132,79,462,9.09893992932862,6.97879858657244,40.8127208480565,"himachal pradesh","solan",TRUE,10948,75882,TRUE,TRUE,12.3067930170078,85.2999696489394,12.6085454336059,4303,20.6737160120846
"2005-06","0210","02","HIMACHAL PRADESH","SIRMAUR",82077,5188,87265,87265,NA,87265,"grade_i_viii_sum",NA,1,0,5.94510972325675,70,46,0,0,102,218,0.2498137855956,-87047,1250,40,1290,123,475,3.10077519379845,9.53488372093023,36.8217054263566,"himachal pradesh","sirmaur",FALSE,NA,46,FALSE,TRUE,NA,0.0527130006302641,NA,4160,20.9771634615385
"2005-06","0211","02","HIMACHAL PRADESH","SHIMLA",106164,8847,115011,115011,NA,115011,"grade_i_viii_sum",NA,1,0,7.69230769230769,105865,5753,1222,63,22,112925,98.1862604446531,-2086,2213,68,2281,263,394,2.98114861902674,11.5300306882946,17.2731258220079,"himachal pradesh","shimla",TRUE,5753,105865,TRUE,TRUE,5.00213023102138,92.0477171748789,5.15418660072748,7183,16.0115550605597
"2005-06","0212","02","HIMACHAL PRADESH","KINNAUR",13010,1033,14043,14043,NA,14043,"grade_i_viii_sum",NA,1,0,7.35597806736452,12492,1534,9,8,22,14065,100.156661681977,22,273,15,288,16,45,5.20833333333333,5.55555555555556,15.625,"himachal pradesh","kinnaur",FALSE,1534,12492,TRUE,TRUE,10.9235918251086,88.9553514206366,10.93683159846,900,15.6033333333333
"2005-06","0301","03","PUNJAB","GURDASPUR",76585,1191,77776,77776,NA,77776,"grade_i_viii_sum",NA,1,0,1.53132071590208,76090,659,440,387,145,77721,99.9292840979222,-55,1377,102,1479,331,670,6.89655172413793,22.3799864773496,45.3008789722786,"punjab","gurdaspur",TRUE,659,387,TRUE,TRUE,0.847305081259,0.497582801892615,63.0019120458891,2493,31.1977537103891
"2005-06","0302","03","PUNJAB","AMRITSAR",239957,23815,263772,263772,NA,263772,"grade_i_viii_sum",NA,1,0,9.028630787195,260588,3019,0,0,0,263607,99.9374459760702,-165,1967,77,2044,279,1634,3.76712328767123,13.6497064579256,79.9412915851272,"punjab","amritsar",TRUE,0,3019,TRUE,TRUE,0,1.14454908026629,0,6026,43.7723199468968
"2005-06","0303","03","PUNJAB","KAPURTHALA",69189,8618,77807,77807,NA,77807,"grade_i_viii_sum",NA,1,0,11.0761242561723,71317,4587,1698,205,0,77807,100,0,750,18,768,133,259,2.34375,17.3177083333333,33.7239583333333,"punjab","kapurthala",TRUE,1698,4587,TRUE,TRUE,2.18232292724305,5.89535645893043,27.0167064439141,2569,30.2868820552744
"2005-06","0304","03","PUNJAB","JALANDHAR",158047,27919,185966,185966,NA,185966,"grade_i_viii_sum",NA,1,0,15.0129593581622,162432,15536,6030,1382,583,185963,99.9983868018885,-3,1429,87,1516,209,953,5.73878627968338,13.7862796833773,62.8627968337731,"punjab","jalandhar",TRUE,6030,15536,TRUE,TRUE,3.24252820408032,8.3542152866653,27.9606788463322,5486,33.8982865475756
"2005-06","0306","03","PUNJAB","NAWANSHAHR",57964,4096,62060,62060,NA,62060,"grade_i_viii_sum",NA,1,0,6.60006445375443,60611,1332,117,0,43,62103,100.069287786014,43,632,19,651,91,498,2.91858678955453,13.9784946236559,76.4976958525346,"punjab","nawanshahr",FALSE,NA,1332,FALSE,TRUE,NA,2.14631002255881,NA,2016,30.7837301587302
"2005-06","0307","03","PUNJAB","ROPAR",99654,11360,111014,111014,NA,111014,"grade_i_viii_sum",NA,1,0,10.2329435927,103638,4376,2207,506,265,110992,99.980182679662,-22,1123,31,1154,301,697,2.68630849220104,26.0831889081456,60.3986135181976,"punjab","ropar",TRUE,4376,2207,TRUE,TRUE,3.94184517268092,1.98803754481417,66.4742518608537,3538,31.3776144714528
"2005-06","0308","03","PUNJAB","FATEHGARH SAHIB",43812,52,43864,43864,NA,43864,"grade_i_viii_sum",NA,1,0,0.118548240014591,43709,77,71,7,0,43864,100,0,550,2,552,142,394,0.36231884057971,25.7246376811594,71.3768115942029,"punjab","fatehgarh sahib",TRUE,7,71,TRUE,TRUE,0.015958416925041,0.161863943096845,8.97435897435897,1643,26.6975045648205
"2005-06","0309","03","PUNJAB","LUDHIANA",182250,30104,212354,212354,NA,212354,"grade_i_viii_sum",NA,1,0,14.1763282066738,192893,12555,4954,704,319,211425,99.5625229569493,-929,1464,137,1601,217,1143,8.55715178013741,13.5540287320425,71.3928794503435,"punjab","ludhiana",TRUE,4954,12555,TRUE,TRUE,2.33289695508443,5.91229739020692,28.2940202181735,7089,29.9554238961772
"2005-06","0310","03","PUNJAB","MOGA",95269,25130,120399,120399,NA,120399,"grade_i_viii_sum",NA,1,0,20.87226638095,114913,2540,1231,992,76,119752,99.4626201214296,-647,606,144,750,79,578,19.2,10.5333333333333,77.0666666666667,"punjab","moga",TRUE,2540,992,TRUE,TRUE,2.10965207352221,0.823927109029145,71.9139297848245,3671,32.7973304276764
"2005-06","0311","03","PUNJAB","FEROZEPUR",159767,54056,213823,213823,NA,213823,"grade_i_viii_sum",NA,1,0,25.2807228408544,185677,15948,9621,1521,809,213576,99.8844838955585,-247,1546,280,1826,379,1200,15.3340635268346,20.7557502738226,65.7174151150055,"punjab","ferozepur",TRUE,9621,15948,TRUE,TRUE,4.49951595478503,7.45850539932561,37.6275959169307,4745,45.0628029504742
"2005-06","0312","03","PUNJAB","MUKTSAR",73760,13296,87056,87056,NA,87056,"grade_i_viii_sum",NA,1,0,15.2729277706304,82558,3572,927,1521,809,89387,102.677586840654,2331,527,72,599,41,510,12.0200333889816,6.84474123539232,85.1419031719533,"punjab","muktsar",FALSE,3572,927,TRUE,TRUE,4.1031060466826,1.06483183238375,79.3954212047122,2746,31.7028404952658
"2005-06","0313","03","PUNJAB","FARIDKOT",57371,20805,78176,78176,NA,78176,"grade_i_viii_sum",NA,1,0,26.613027015964,67863,8558,1755,0,809,78985,101.034844453541,809,406,71,477,19,381,14.8846960167715,3.9832285115304,79.874213836478,"punjab","faridkot",FALSE,8558,1755,TRUE,TRUE,10.9470937372084,2.24493450675399,82.982643265781,2637,29.6458096321578
"2005-06","0314","03","PUNJAB","BATHINDA",115057,59210,174267,174267,NA,174267,"grade_i_viii_sum",NA,1,0,33.9765991266275,163403,6972,1852,1508,532,174267,100,0,677,449,1126,126,919,39.8756660746004,11.190053285968,81.6163410301954,"punjab","bathinda",TRUE,6972,1852,TRUE,TRUE,4.00075745838283,1.0627370643897,79.011786038078,5684,30.6592188599578
"2005-06","0315","03","PUNJAB","MANSA",78558,1813,80371,80371,NA,80371,"grade_i_viii_sum",NA,1,0,2.25578877953491,76335,3996,40,1508,532,82411,102.538228963183,2040,470,4,474,42,344,0.843881856540084,8.86075949367089,72.5738396624473,"punjab","mansa",FALSE,3996,40,TRUE,TRUE,4.97194261611775,0.0497691953565341,99.0089197224975,1952,41.1736680327869
"2005-06","0317","03","PUNJAB","PATIALA",179557,12445,192002,192002,NA,192002,"grade_i_viii_sum",NA,1,0,6.48170331559046,168685,15503,7638,176,0,192002,100,0,1550,31,1581,319,1210,1.96078431372549,20.1771030993042,76.5338393421885,"punjab","patiala",TRUE,15503,7638,TRUE,TRUE,8.07439505838481,3.97808356162957,66.9936476383907,5414,35.4639822681936
"2005-06","0401","04","CHANDIGARH","CHANDIGARH (U.T.)",81432,37624,119056,119056,NA,119056,"grade_i_viii_sum",NA,1,0,31.6019352237602,65459,51924,1429,123,121,119056,100,0,115,70,185,0,165,37.8378378378378,0,89.1891891891892,"chandigarh","chandigarh u t",TRUE,65459,51924,TRUE,TRUE,54.981689289074,43.6130896384894,55.7653152500788,4862,24.4870423693953
"2005-06","0501","05","UTTARAKHAND","UTTARKASHI",50631,8317,58948,58948,NA,58948,"grade_i_viii_sum",NA,1,0,14.1090452602294,56540,1660,125,47,32,58404,99.077152744792,-544,960,86,1046,100,223,8.22179732313576,9.56022944550669,21.3193116634799,"uttarakhand","uttarkashi",TRUE,1660,56540,TRUE,TRUE,2.81604125670082,95.9150437673882,2.85223367697595,3414,17.2665495020504
"2005-06","0502","05","UTTARAKHAND","CHAMOLI",65551,14753,80304,80304,NA,80304,"grade_i_viii_sum",NA,1,0,18.3714385335724,78040,1975,17,15,0,80047,99.6799661287109,-257,1279,187,1466,322,441,12.7557980900409,21.9645293315143,30.0818553888131,"uttarakhand","chamoli",TRUE,1975,78040,TRUE,TRUE,2.45940426379757,97.1807132894999,2.46828719615072,3644,22.0373216245884
"2005-06","0503","05","UTTARAKHAND","RUDRAPRAYAG",40111,7886,47997,47997,NA,47997,"grade_i_viii_sum",NA,1,0,16.4301935537638,39752,136,73,0,0,39961,83.2572869137654,-8036,703,115,818,145,98,14.0586797066015,17.7261613691932,11.9804400977995,"uttarakhand","rudraprayag",TRUE,136,39752,TRUE,TRUE,0.283351042773507,82.8218430318562,0.340954673084637,1850,25.9443243243243
"2005-06","0504","05","UTTARAKHAND","TEHRI GARHWAL",107436,26829,134265,134265,NA,134265,"grade_i_viii_sum",NA,1,0,19.9821249022456,134265,0,0,0,0,134265,100,0,1804,260,2064,262,544,12.5968992248062,12.6937984496124,26.3565891472868,"uttarakhand","tehri garhwal",TRUE,0,134265,TRUE,TRUE,0,100,0,5412,24.8087583148559
"2005-06","0505","05","UTTARAKHAND","DEHRADUN",89362,42294,131656,131656,NA,131656,"grade_i_viii_sum",NA,1,0,32.1246278179498,126860,3311,871,0,0,131042,99.533633104454,-614,1136,398,1534,250,674,25.9452411994785,16.2972620599739,43.9374185136897,"uttarakhand","dehradun",TRUE,3311,126860,TRUE,TRUE,2.51488728200766,96.357173239351,2.54357729448187,4091,32.181862625275
"2005-06","0506","05","UTTARAKHAND","GARHWAL",108840,3333,112173,112173,NA,112173,"grade_i_viii_sum",NA,1,0,2.97130325479393,108987,1781,896,126,102,111892,99.7494940850294,-281,2473,34,2507,560,1353,1.35620263262864,22.3374551256482,53.968887116075,"uttarakhand","garhwal",TRUE,1781,108987,TRUE,TRUE,1.58772610164656,97.1597443235003,1.60786508738986,5095,22.0162904808636
"2005-06","0507","05","UTTARAKHAND","PITHORAGARH",71407,19608,91015,91015,NA,91015,"grade_i_viii_sum",NA,1,0,21.5437015876504,88182,2715,0,0,102,90999,99.9824204801406,-16,1492,214,1706,353,353,12.5439624853458,20.6916764361079,20.6916764361079,"uttarakhand","pithoragarh",FALSE,2715,88182,TRUE,TRUE,2.9830247761358,96.8873262649014,2.98689725733523,5294,17.1921042689838
"2005-06","0508","05","UTTARAKHAND","BAGESHWAR",35712,7091,42803,42803,NA,42803,"grade_i_viii_sum",NA,1,0,16.5665957993599,42841,0,0,0,102,42943,100.327079877579,140,712,89,801,172,303,11.1111111111111,21.4731585518102,37.8277153558052,"uttarakhand","bageshwar",FALSE,NA,42841,FALSE,TRUE,NA,100.088778823914,NA,1843,23.2246337493218
"2005-06","0509","05","UTTARAKHAND","ALMORA",85161,14857,100018,100018,NA,100018,"grade_i_viii_sum",NA,1,0,14.8543262212802,94596,846,304,0,102,95848,95.8307504649163,-4170,1676,130,1806,595,367,7.19822812846069,32.9457364341085,20.3211517165006,"uttarakhand","almora",FALSE,304,94596,TRUE,TRUE,0.303945289847827,94.5789757843588,0.320337197049526,2987,33.484432541011
"2005-06","0510","05","UTTARAKHAND","CHAMPAWAT",37951,6921,44872,44872,NA,44872,"grade_i_viii_sum",NA,1,0,15.4238723480121,197,0,304,0,102,603,1.34382242824033,-44269,611,66,677,218,466,9.74889217134417,32.2008862629247,68.8330871491876,"uttarakhand","champawat",FALSE,NA,197,FALSE,TRUE,NA,0.439026564449991,NA,1673,26.8212791392708
"2005-06","0512","05","UTTARAKHAND","UDHAM SINGH NAGAR",149142,56510,205652,205652,NA,205652,"grade_i_viii_sum",NA,1,0,27.4784587555677,192420,7100,1719,1577,767,203583,98.9939314959252,-2069,1106,420,1526,33,1091,27.5229357798165,2.16251638269987,71.4941022280472,"uttarakhand","udham singh nagar",TRUE,1719,192420,TRUE,TRUE,0.835878085309163,93.5658296539786,0.885448055259376,6580,31.254103343465
"2005-06","0513","05","UTTARAKHAND","HARDWAR",119093,69533,188626,188626,NA,188626,"grade_i_viii_sum",NA,1,0,36.8628927083223,184437,3963,226,0,0,188626,100,0,753,457,1210,74,889,37.7685950413223,6.11570247933884,73.4710743801653,"uttarakhand","hardwar",TRUE,3963,184437,TRUE,TRUE,2.10098289737364,97.7792032911688,2.10350318471338,4859,38.8199217946079
"2005-06","0601","06","HARYANA","PANCHKULA",35903,4888,40791,40791,NA,40791,"grade_i_viii_sum",NA,1,0,11.9830354735113,36259,2109,1256,266,0,39890,97.7911794268343,-901,345,21,366,31,234,5.73770491803279,8.46994535519126,63.9344262295082,"haryana","panchkula",TRUE,2109,36259,TRUE,TRUE,5.17025814517908,88.8897060626119,5.49676814011676,1326,30.762443438914
"2005-06","0602","06","HARYANA","AMBALA",75309,3496,78805,78805,NA,78805,"grade_i_viii_sum",NA,1,0,4.43626673434427,77496,1204,0,0,0,78700,99.8667597233678,-105,655,9,664,58,493,1.35542168674699,8.73493975903614,74.2469879518072,"haryana","ambala",TRUE,0,77496,TRUE,TRUE,0,98.338937884652,0,2699,29.1978510559466
"2005-06","0603","06","HARYANA","YAMUNANAGAR",91795,8377,100172,100172,NA,100172,"grade_i_viii_sum",NA,1,0,8.36261629996406,97870,858,129,125,64,99046,98.8759333945614,-1126,795,36,831,77,563,4.33212996389892,9.26594464500602,67.7496991576414,"haryana","yamunanagar",TRUE,125,97870,TRUE,TRUE,0.124785369165036,97.7019526414567,0.127557528445329,3000,33.3906666666667
"2005-06","0605","06","HARYANA","KAITHAL",101159,15962,117121,117121,NA,117121,"grade_i_viii_sum",NA,1,0,13.628640465843,109181,7323,0,0,0,116504,99.4731943887091,-617,531,59,590,22,448,10,3.72881355932203,75.9322033898305,"haryana","kaithal",TRUE,0,109181,TRUE,TRUE,0,93.220686298785,0,3124,37.4907170294494
"2005-06","0606","06","HARYANA","KARNAL",131730,24741,156471,156471,NA,156471,"grade_i_viii_sum",NA,1,0,15.8118756830339,150364,6107,0,0,0,156471,100,0,762,84,846,57,643,9.9290780141844,6.73758865248227,76.0047281323877,"haryana","karnal",TRUE,6107,150364,TRUE,TRUE,3.90295965386557,96.0970403461344,3.90295965386557,4706,33.2492562685933
"2005-06","0607","06","HARYANA","PANIPAT",85561,0,85561,85561,NA,85561,"grade_i_viii_sum",NA,1,0,0,82065,537,0,0,0,82602,96.5416486483328,-2959,450,0,450,31,321,0,6.88888888888889,71.3333333333333,"haryana","panipat",TRUE,0,82065,TRUE,TRUE,0,95.9140262502776,0,2272,37.6588908450704
"2005-06","0608","06","HARYANA","SONIPAT",112070,0,112070,112070,NA,112070,"grade_i_viii_sum",NA,1,0,0,111724,230,0,0,0,111954,99.8964932631391,-116,722,0,722,34,571,0,4.70914127423823,79.0858725761773,"haryana","sonipat",TRUE,0,111724,TRUE,TRUE,0,99.6912643883287,0,4128,27.1487403100775
"2005-06","0609","06","HARYANA","JIND",136587,297,136884,136884,NA,136884,"grade_i_viii_sum",NA,1,0,0.216972034715526,132465,2617,0,0,0,135082,98.6835568802782,-1802,751,1,752,21,522,0.132978723404255,2.79255319148936,69.4148936170213,"haryana","jind",TRUE,0,132465,TRUE,TRUE,0,96.7717191198387,0,4445,30.7950506186727
"2005-06","0610","06","HARYANA","FATEHABAD",94961,5659,100620,100620,NA,100620,"grade_i_viii_sum",NA,1,0,5.62413039157225,99971,311,132,39,0,100453,99.8340290200755,-167,583,32,615,25,464,5.20325203252033,4.0650406504065,75.4471544715447,"haryana","fatehabad",TRUE,132,99971,TRUE,TRUE,0.13118664281455,99.3549990061618,0.131864179894708,2435,41.3223819301848
"2005-06","0611","06","HARYANA","SIRSA",144199,38376,182575,182575,NA,182575,"grade_i_viii_sum",NA,1,0,21.0193071340545,166621,11302,4447,205,0,182575,100,0,902,150,1052,62,683,14.2585551330798,5.893536121673,64.9239543726236,"haryana","sirsa",TRUE,4447,166621,TRUE,TRUE,2.43571135149938,91.2616732849514,2.59955105572053,4755,38.3964248159832
"2005-06","0612","06","HARYANA","HISAR",136836,447,137283,137283,NA,137283,"grade_i_viii_sum",NA,1,0,0.325604772622976,130380,3608,767,72,55,134882,98.2510580334054,-2401,785,5,790,24,532,0.632911392405063,3.0379746835443,67.3417721518987,"haryana","hisar",TRUE,767,130380,TRUE,TRUE,0.5586999118609,94.9717007932519,0.584839912464639,3795,36.1747035573123
"2005-06","0613","06","HARYANA","BHIWANI",141194,7023,148217,148217,NA,148217,"grade_i_viii_sum",NA,1,0,4.73832286444875,146591,391,220,200,0,147402,99.450130551826,-815,907,37,944,45,707,3.91949152542373,4.76694915254237,74.8940677966102,"haryana","bhiwani",TRUE,391,146591,TRUE,TRUE,0.263802397835606,98.90295984941,0.266018968309045,4872,30.4222085385878
"2005-06","0614","06","HARYANA","ROHTAK",77670,608,78278,78278,NA,78278,"grade_i_viii_sum",NA,1,0,0.776718873757633,77313,0,0,0,0,77313,98.7672142875393,-965,404,5,409,10,305,1.22249388753056,2.44498777506112,74.5721271393643,"haryana","rohtak",TRUE,0,77313,TRUE,TRUE,0,98.7672142875393,0,2741,28.5581904414447
"2005-06","0615","06","HARYANA","JHAJJAR",10752,0,10752,10752,NA,10752,"grade_i_viii_sum",NA,1,0,0,10752,0,0,0,0,10752,100,0,213,0,213,0,35,0,0,16.4319248826291,"haryana","jhajjar",FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,581,18.5060240963855
"2005-06","0616","06","HARYANA","MAHENDRAGARH",87631,28971,116602,116602,NA,116602,"grade_i_viii_sum",NA,1,0,24.8460575290304,1028,0,0,0,0,1028,0.881631532906811,-115574,777,233,1010,68,661,23.0693069306931,6.73267326732673,65.4455445544555,"haryana","mahendragarh",TRUE,0,0,TRUE,TRUE,0,0,NA,4014,29.0488290981565
"2005-06","0617","06","HARYANA","REWARI",76383,0,76383,76383,NA,76383,"grade_i_viii_sum",NA,1,0,0,76383,0,0,0,0,76383,100,0,650,0,650,46,391,0,7.07692307692308,60.1538461538462,"haryana","rewari",TRUE,0,76383,TRUE,TRUE,0,100,0,2782,27.4561466570812
"2005-06","0618","06","HARYANA","GURGAON",142371,515,142886,142886,NA,142886,"grade_i_viii_sum",NA,1,0,0.360427193706871,127968,12292,1559,226,122,142167,99.4968016460675,-719,943,2,945,95,490,0.211640211640212,10.0529100529101,51.8518518518519,"haryana","gurgaon",TRUE,1559,127968,TRUE,TRUE,1.09107960192041,89.5595089791862,1.2036100581346,3652,39.1254107338445
