"bin","instrument","treatment","n","specification_id","construct_id","analysis_scope","domain","margin","source_side","paper_role","label"
6,0.051554222762875,"dise_emi_enrollment_share_total_0708",52,"state_main__nonzero_mean_shastry","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
7,0.136398832310388,"dise_emi_enrollment_share_total_0708",52,"state_main__nonzero_mean_shastry","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
8,0.230957849999344,"dise_emi_enrollment_share_total_0708",52,"state_main__nonzero_mean_shastry","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
9,0.416724933979571,"dise_emi_enrollment_share_total_0708",52,"state_main__nonzero_mean_shastry","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
10,0.885186346197722,"dise_emi_enrollment_share_total_0708",52,"state_main__nonzero_mean_shastry","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
1,-0.98970907279373,"dise_emi_enrollment_share_total_0708",52,"state_main__nonzero_mean_sensitivity_low","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
2,-0.386242938720294,"dise_emi_enrollment_share_total_0708",52,"state_main__nonzero_mean_sensitivity_low","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
3,-0.210756858714172,"dise_emi_enrollment_share_total_0708",52,"state_main__nonzero_mean_sensitivity_low","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
4,-0.119604018907379,"dise_emi_enrollment_share_total_0708",52,"state_main__nonzero_mean_sensitivity_low","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
5,-0.0354895591795387,"dise_emi_enrollment_share_total_0708",52,"state_main__nonzero_mean_sensitivity_low","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
6,0.0521902990530817,"dise_emi_enrollment_share_total_0708",52,"state_main__nonzero_mean_sensitivity_low","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
7,0.141489547882284,"dise_emi_enrollment_share_total_0708",52,"state_main__nonzero_mean_sensitivity_low","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
8,0.231585761038034,"dise_emi_enrollment_share_total_0708",52,"state_main__nonzero_mean_sensitivity_low","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
9,0.42110330468158,"dise_emi_enrollment_share_total_0708",52,"state_main__nonzero_mean_sensitivity_low","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
10,0.895433535660133,"dise_emi_enrollment_share_total_0708",52,"state_main__nonzero_mean_sensitivity_low","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
1,-0.907340458270484,"dise_emi_enrollment_share_total_0708",52,"state_main__nonzero_mean_sensitivity_high","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
2,-0.513884550749241,"dise_emi_enrollment_share_total_0708",52,"state_main__nonzero_mean_sensitivity_high","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
3,-0.245730113868809,"dise_emi_enrollment_share_total_0708",52,"state_main__nonzero_mean_sensitivity_high","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
4,-0.120011096679949,"dise_emi_enrollment_share_total_0708",52,"state_main__nonzero_mean_sensitivity_high","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
5,-0.0376778649910026,"dise_emi_enrollment_share_total_0708",52,"state_main__nonzero_mean_sensitivity_high","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
6,0.0208747414819024,"dise_emi_enrollment_share_total_0708",52,"state_main__nonzero_mean_sensitivity_high","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
7,0.0876630264096314,"dise_emi_enrollment_share_total_0708",52,"state_main__nonzero_mean_sensitivity_high","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
8,0.177810330802595,"dise_emi_enrollment_share_total_0708",52,"state_main__nonzero_mean_sensitivity_high","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
9,0.425738385610482,"dise_emi_enrollment_share_total_0708",52,"state_main__nonzero_mean_sensitivity_high","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
10,1.11255760025488,"dise_emi_enrollment_share_total_0708",52,"state_main__nonzero_mean_sensitivity_high","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
1,-0.92183892038959,"dise_emi_enrollment_share_total_0708",52,"state_main__nonzero_mean_hindi_urdu_separate","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
2,-0.39840523566463,"dise_emi_enrollment_share_total_0708",52,"state_main__nonzero_mean_hindi_urdu_separate","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
3,-0.217552980641283,"dise_emi_enrollment_share_total_0708",52,"state_main__nonzero_mean_hindi_urdu_separate","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
4,-0.119242162049778,"dise_emi_enrollment_share_total_0708",52,"state_main__nonzero_mean_hindi_urdu_separate","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
5,-0.0331887550316023,"dise_emi_enrollment_share_total_0708",52,"state_main__nonzero_mean_hindi_urdu_separate","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
6,0.0481570850899174,"dise_emi_enrollment_share_total_0708",52,"state_main__nonzero_mean_hindi_urdu_separate","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
7,0.138313356518369,"dise_emi_enrollment_share_total_0708",52,"state_main__nonzero_mean_hindi_urdu_separate","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
8,0.225485808414834,"dise_emi_enrollment_share_total_0708",52,"state_main__nonzero_mean_hindi_urdu_separate","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
9,0.402980415634692,"dise_emi_enrollment_share_total_0708",52,"state_main__nonzero_mean_hindi_urdu_separate","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
10,0.875291388119071,"dise_emi_enrollment_share_total_0708",52,"state_main__nonzero_mean_hindi_urdu_separate","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
1,-2.78678083284375,"dise_emi_enrollment_share_total_0708",52,"state_main__glottolog_mean","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
2,-1.23145511568353,"dise_emi_enrollment_share_total_0708",52,"state_main__glottolog_mean","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
3,-0.735449846139268,"dise_emi_enrollment_share_total_0708",52,"state_main__glottolog_mean","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
4,-0.38591838772623,"dise_emi_enrollment_share_total_0708",52,"state_main__glottolog_mean","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
5,-0.128956187583392,"dise_emi_enrollment_share_total_0708",52,"state_main__glottolog_mean","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
6,0.0747724017010332,"dise_emi_enrollment_share_total_0708",52,"state_main__glottolog_mean","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
7,0.286235696961329,"dise_emi_enrollment_share_total_0708",52,"state_main__glottolog_mean","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
8,0.608573371678559,"dise_emi_enrollment_share_total_0708",52,"state_main__glottolog_mean","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
9,1.23388040536246,"dise_emi_enrollment_share_total_0708",52,"state_main__glottolog_mean","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
10,3.06509849427279,"dise_emi_enrollment_share_total_0708",52,"state_main__glottolog_mean","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
1,-2.75695652944813,"dise_emi_enrollment_share_total_0708",52,"state_main__glottolog_mean_shastry","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
2,-1.2133062574602,"dise_emi_enrollment_share_total_0708",52,"state_main__glottolog_mean_shastry","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
3,-0.725559719449829,"dise_emi_enrollment_share_total_0708",52,"state_main__glottolog_mean_shastry","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
4,-0.411623565777488,"dise_emi_enrollment_share_total_0708",52,"state_main__glottolog_mean_shastry","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
5,-0.110681568573307,"dise_emi_enrollment_share_total_0708",52,"state_main__glottolog_mean_shastry","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
6,0.137681786808032,"dise_emi_enrollment_share_total_0708",52,"state_main__glottolog_mean_shastry","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
7,0.356005305934336,"dise_emi_enrollment_share_total_0708",52,"state_main__glottolog_mean_shastry","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
8,0.625949633898836,"dise_emi_enrollment_share_total_0708",52,"state_main__glottolog_mean_shastry","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
9,1.20976838862178,"dise_emi_enrollment_share_total_0708",52,"state_main__glottolog_mean_shastry","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
10,2.88872252544597,"dise_emi_enrollment_share_total_0708",52,"state_main__glottolog_mean_shastry","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
1,-17.0192880482278,"dise_emi_enrollment_share_total_0708",52,"state_main__dyen_noncognate","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
2,-7.20808610610957,"dise_emi_enrollment_share_total_0708",52,"state_main__dyen_noncognate","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
3,-3.33625126717839,"dise_emi_enrollment_share_total_0708",52,"state_main__dyen_noncognate","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
4,-1.65746008989991,"dise_emi_enrollment_share_total_0708",52,"state_main__dyen_noncognate","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
5,-0.585613470207412,"dise_emi_enrollment_share_total_0708",52,"state_main__dyen_noncognate","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
6,0.506998809049975,"dise_emi_enrollment_share_total_0708",52,"state_main__dyen_noncognate","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
7,1.52606321186532,"dise_emi_enrollment_share_total_0708",52,"state_main__dyen_noncognate","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
8,3.05102996383566,"dise_emi_enrollment_share_total_0708",52,"state_main__dyen_noncognate","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
9,6.47499886093686,"dise_emi_enrollment_share_total_0708",52,"state_main__dyen_noncognate","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
10,18.2476081359353,"dise_emi_enrollment_share_total_0708",52,"state_main__dyen_noncognate","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
1,-17.0214462585955,"dise_emi_enrollment_share_total_0708",52,"state_main__dyen_noncognate_shastry","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
2,-7.21720110990575,"dise_emi_enrollment_share_total_0708",52,"state_main__dyen_noncognate_shastry","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
3,-3.33217547655085,"dise_emi_enrollment_share_total_0708",52,"state_main__dyen_noncognate_shastry","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
4,-1.65622919841127,"dise_emi_enrollment_share_total_0708",52,"state_main__dyen_noncognate_shastry","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
5,-0.577771971500057,"dise_emi_enrollment_share_total_0708",52,"state_main__dyen_noncognate_shastry","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
6,0.512546968572994,"dise_emi_enrollment_share_total_0708",52,"state_main__dyen_noncognate_shastry","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
7,1.53294918419648,"dise_emi_enrollment_share_total_0708",52,"state_main__dyen_noncognate_shastry","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
8,3.05263987884027,"dise_emi_enrollment_share_total_0708",52,"state_main__dyen_noncognate_shastry","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
9,6.4694679779173,"dise_emi_enrollment_share_total_0708",52,"state_main__dyen_noncognate_shastry","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
10,18.2372200054364,"dise_emi_enrollment_share_total_0708",52,"state_main__dyen_noncognate_shastry","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
1,-0.946826300123877,"dise_emi_enrollment_share_total_0708",52,"state_expanded__nonzero_mean","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
2,-0.39902373918488,"dise_emi_enrollment_share_total_0708",52,"state_expanded__nonzero_mean","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
3,-0.224366016486822,"dise_emi_enrollment_share_total_0708",52,"state_expanded__nonzero_mean","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
4,-0.111415243309292,"dise_emi_enrollment_share_total_0708",52,"state_expanded__nonzero_mean","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
5,-0.0237132278178538,"dise_emi_enrollment_share_total_0708",52,"state_expanded__nonzero_mean","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
6,0.0614505899199724,"dise_emi_enrollment_share_total_0708",52,"state_expanded__nonzero_mean","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
7,0.134668100939166,"dise_emi_enrollment_share_total_0708",52,"state_expanded__nonzero_mean","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
8,0.234370338781219,"dise_emi_enrollment_share_total_0708",52,"state_expanded__nonzero_mean","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
9,0.413345765261492,"dise_emi_enrollment_share_total_0708",52,"state_expanded__nonzero_mean","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
10,0.861509732020874,"dise_emi_enrollment_share_total_0708",52,"state_expanded__nonzero_mean","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
1,-29.8870682503494,"dise_emi_enrollment_share_total_0708",52,"state_expanded__distant_share","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
2,-8.3438582448104,"dise_emi_enrollment_share_total_0708",52,"state_expanded__distant_share","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
3,-5.36839870893076,"dise_emi_enrollment_share_total_0708",52,"state_expanded__distant_share","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
4,-2.74142715757116,"dise_emi_enrollment_share_total_0708",52,"state_expanded__distant_share","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
5,-1.24934544711126,"dise_emi_enrollment_share_total_0708",52,"state_expanded__distant_share","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
6,0.300236113390671,"dise_emi_enrollment_share_total_0708",52,"state_expanded__distant_share","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
7,1.96945961481018,"dise_emi_enrollment_share_total_0708",52,"state_expanded__distant_share","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
8,4.35962667223727,"dise_emi_enrollment_share_total_0708",52,"state_expanded__distant_share","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
9,9.99160407413542,"dise_emi_enrollment_share_total_0708",52,"state_expanded__distant_share","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
10,30.9691713341995,"dise_emi_enrollment_share_total_0708",52,"state_expanded__distant_share","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
1,-1.05791133269381,"dise_emi_enrollment_share_total_0708",52,"state_expanded__top3_legacy","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
2,-0.384010887895243,"dise_emi_enrollment_share_total_0708",52,"state_expanded__top3_legacy","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
3,-0.227832053728341,"dise_emi_enrollment_share_total_0708",52,"state_expanded__top3_legacy","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
4,-0.15095719844597,"dise_emi_enrollment_share_total_0708",52,"state_expanded__top3_legacy","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
5,-0.0699569375788716,"dise_emi_enrollment_share_total_0708",52,"state_expanded__top3_legacy","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
6,0.028815582045341,"dise_emi_enrollment_share_total_0708",52,"state_expanded__top3_legacy","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
7,0.110805354944458,"dise_emi_enrollment_share_total_0708",52,"state_expanded__top3_legacy","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
8,0.228978093307508,"dise_emi_enrollment_share_total_0708",52,"state_expanded__top3_legacy","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
9,0.446807763555892,"dise_emi_enrollment_share_total_0708",52,"state_expanded__top3_legacy","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
10,1.07526161648903,"dise_emi_enrollment_share_total_0708",52,"state_expanded__top3_legacy","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
1,-0.946162864861266,"dise_emi_enrollment_share_total_0708",52,"state_expanded__nonzero_mean_hindi_urdu","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
2,-0.400546615263745,"dise_emi_enrollment_share_total_0708",52,"state_expanded__nonzero_mean_hindi_urdu","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
3,-0.223618263775846,"dise_emi_enrollment_share_total_0708",52,"state_expanded__nonzero_mean_hindi_urdu","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
4,-0.111629767345083,"dise_emi_enrollment_share_total_0708",52,"state_expanded__nonzero_mean_hindi_urdu","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
5,-0.024112477394243,"dise_emi_enrollment_share_total_0708",52,"state_expanded__nonzero_mean_hindi_urdu","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
6,0.0608625035361201,"dise_emi_enrollment_share_total_0708",52,"state_expanded__nonzero_mean_hindi_urdu","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
7,0.13488092249587,"dise_emi_enrollment_share_total_0708",52,"state_expanded__nonzero_mean_hindi_urdu","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
8,0.233941571437368,"dise_emi_enrollment_share_total_0708",52,"state_expanded__nonzero_mean_hindi_urdu","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
9,0.413165230262334,"dise_emi_enrollment_share_total_0708",52,"state_expanded__nonzero_mean_hindi_urdu","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
10,0.863219760908491,"dise_emi_enrollment_share_total_0708",52,"state_expanded__nonzero_mean_hindi_urdu","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
1,-0.944971845131336,"dise_emi_enrollment_share_total_0708",52,"state_expanded__nonzero_mean_shastry","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
2,-0.401290868778357,"dise_emi_enrollment_share_total_0708",52,"state_expanded__nonzero_mean_shastry","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
3,-0.227706985070013,"dise_emi_enrollment_share_total_0708",52,"state_expanded__nonzero_mean_shastry","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
