"bin","instrument","treatment","n","specification_id","construct_id","analysis_scope","domain","margin","source_side","paper_role","label"
9,1.55615315431786,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"unadjusted__nonzero_mean_hindi_urdu_separate","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
10,1.72850162065017,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"unadjusted__nonzero_mean_hindi_urdu_separate","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
1,-6.65343597131242,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"unadjusted__glottolog_mean","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
2,-4.90250713498214,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"unadjusted__glottolog_mean","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
3,-3.85920778285742,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"unadjusted__glottolog_mean","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
4,-2.69750068707621,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"unadjusted__glottolog_mean","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
5,-1.6472163464184,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"unadjusted__glottolog_mean","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
6,-0.912486767142343,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"unadjusted__glottolog_mean","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
7,-0.0102025167351007,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"unadjusted__glottolog_mean","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
8,3.10058666081252,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"unadjusted__glottolog_mean","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
9,6.24551009886894,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"unadjusted__glottolog_mean","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
10,11.0916209215338,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"unadjusted__glottolog_mean","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
1,-6.4981254447632,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"unadjusted__glottolog_mean_shastry","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
2,-4.8340122144841,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"unadjusted__glottolog_mean_shastry","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
3,-3.62996735464922,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"unadjusted__glottolog_mean_shastry","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
4,-2.55503552583182,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"unadjusted__glottolog_mean_shastry","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
5,-1.52326903524674,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"unadjusted__glottolog_mean_shastry","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
6,-0.440245984733672,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"unadjusted__glottolog_mean_shastry","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
7,1.72104542717109,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"unadjusted__glottolog_mean_shastry","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
8,3.09445552549904,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"unadjusted__glottolog_mean_shastry","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
9,5.26068171781146,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"unadjusted__glottolog_mean_shastry","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
10,9.1846527933846,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"unadjusted__glottolog_mean_shastry","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
1,-31.8850663892836,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"unadjusted__dyen_noncognate","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
2,-24.4302507852788,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"unadjusted__dyen_noncognate","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
3,-21.4340500097587,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"unadjusted__dyen_noncognate","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
4,-16.6705912294533,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"unadjusted__dyen_noncognate","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
5,-13.7344750869079,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"unadjusted__dyen_noncognate","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
6,-7.45460016281663,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"unadjusted__dyen_noncognate","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
7,11.6224320598433,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"unadjusted__dyen_noncognate","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
8,31.8060338282813,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"unadjusted__dyen_noncognate","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
9,35.5083816228381,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"unadjusted__dyen_noncognate","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
10,35.8201954839011,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"unadjusted__dyen_noncognate","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
1,-34.9403622549027,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"unadjusted__dyen_noncognate_shastry","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
2,-25.9134387073667,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"unadjusted__dyen_noncognate_shastry","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
3,-20.2313242919445,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"unadjusted__dyen_noncognate_shastry","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
4,-13.7354089530724,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"unadjusted__dyen_noncognate_shastry","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
5,-4.53775247417442,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"unadjusted__dyen_noncognate_shastry","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
6,1.35808820647626,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"unadjusted__dyen_noncognate_shastry","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
7,12.4392503604355,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"unadjusted__dyen_noncognate_shastry","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
8,25.2940823564996,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"unadjusted__dyen_noncognate_shastry","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
9,27.2436722553796,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"unadjusted__dyen_noncognate_shastry","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
10,32.1843842090266,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"unadjusted__dyen_noncognate_shastry","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
1,-1.00627040548682,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"region_main__nonzero_mean","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
2,-0.528623156218191,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"region_main__nonzero_mean","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
3,-0.305504573753973,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"region_main__nonzero_mean","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
4,-0.167637126742641,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"region_main__nonzero_mean","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
5,-0.0488210064000635,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"region_main__nonzero_mean","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
6,0.0517366503561318,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"region_main__nonzero_mean","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
7,0.146103832427407,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"region_main__nonzero_mean","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
8,0.291032122919775,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"region_main__nonzero_mean","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
9,0.487130962641194,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"region_main__nonzero_mean","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
10,1.0523525177288,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"region_main__nonzero_mean","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
1,-34.9053485810049,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"region_main__distant_share","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
2,-10.6897839031146,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"region_main__distant_share","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
3,-7.49768696484933,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"region_main__distant_share","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
4,-4.94747069655065,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"region_main__distant_share","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
5,-1.85833316075868,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"region_main__distant_share","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
6,0.743241280652943,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"region_main__distant_share","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
7,3.53887441141671,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"region_main__distant_share","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
8,7.29594240639284,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"region_main__distant_share","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
9,15.1697957413386,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"region_main__distant_share","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
10,32.140067941218,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"region_main__distant_share","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
1,-1.26991537566435,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"region_main__top3_legacy","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
2,-0.562193249502565,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"region_main__top3_legacy","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
3,-0.336255223542063,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"region_main__top3_legacy","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
4,-0.204480949130363,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"region_main__top3_legacy","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
5,-0.0586610532307184,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"region_main__top3_legacy","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
6,0.0790017414410727,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"region_main__top3_legacy","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
7,0.211410023189359,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"region_main__top3_legacy","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
8,0.330422823119265,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"region_main__top3_legacy","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
9,0.533900881512165,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"region_main__top3_legacy","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
10,1.24157196902449,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"region_main__top3_legacy","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
1,-1.0045584314129,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"region_main__nonzero_mean_hindi_urdu","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
2,-0.529652503412868,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"region_main__nonzero_mean_hindi_urdu","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
3,-0.306040442304175,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"region_main__nonzero_mean_hindi_urdu","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
4,-0.166219303438467,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"region_main__nonzero_mean_hindi_urdu","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
5,-0.05063320505689,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"region_main__nonzero_mean_hindi_urdu","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
6,0.0496378063048791,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"region_main__nonzero_mean_hindi_urdu","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
7,0.144880314249482,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"region_main__nonzero_mean_hindi_urdu","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
8,0.28502798769393,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"region_main__nonzero_mean_hindi_urdu","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
9,0.495231876124352,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"region_main__nonzero_mean_hindi_urdu","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
10,1.05362198714329,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"region_main__nonzero_mean_hindi_urdu","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
1,-0.999731578456872,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"region_main__nonzero_mean_shastry","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
2,-0.524261297573095,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"region_main__nonzero_mean_shastry","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
3,-0.304826719239475,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"region_main__nonzero_mean_shastry","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
4,-0.168453553669616,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"region_main__nonzero_mean_shastry","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
5,-0.0583941949327735,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"region_main__nonzero_mean_shastry","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
6,0.0389325449330209,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"region_main__nonzero_mean_shastry","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
7,0.145767219813034,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"region_main__nonzero_mean_shastry","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
8,0.294889806373878,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"region_main__nonzero_mean_shastry","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
9,0.502091442481657,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"region_main__nonzero_mean_shastry","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
10,1.04543527302349,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"region_main__nonzero_mean_shastry","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
1,-1.00383454110006,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"region_main__nonzero_mean_sensitivity_low","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
2,-0.5282125169546,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"region_main__nonzero_mean_sensitivity_low","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
3,-0.317767334424201,"dise_emi_gross_enrollment_ratio_age_6_13_0708",33,"region_main__nonzero_mean_sensitivity_low","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
4,-0.170871696065348,"dise_emi_gross_enrollment_ratio_age_6_13_0708",34,"region_main__nonzero_mean_sensitivity_low","emi_age6_13_gross_0708","structural_iv","medium","population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
