"target_unit_2001","academic_year","dise_source_district_count","dise_source_districts","dise_english_enrollment","dise_hindi_enrollment","dise_grade_enrollment","dise_direct_enrollment","dise_management_enrollment","dise_government_enrollment","dise_private_enrollment","dise_government_schools","dise_private_schools","dise_total_schools","dise_total_teachers","dise_single_teacher_schools","dise_girls_toilet_schools","dise_total_enrollment","dise_total_enrollment_source","dise_direct_to_grade_enrollment_ratio","dise_management_to_grade_enrollment_ratio","dise_english_identity_resolved","dise_hindi_identity_resolved","dise_english_count_valid","dise_hindi_count_valid","dise_emi_enrollment_share_total","dise_hindi_enrollment_share_total","dise_english_share_english_hindi","dise_private_enrollment_share","dise_private_school_share","dise_single_teacher_school_share","dise_girls_toilet_school_share","dise_pupils_per_teacher","census_age_6_13_population","census_age_6_13_population_2001","census_age_6_13_population_2011","census_age_6_13_annual_log_growth_2001_2011","census_age_6_13_population_method","dise_emi_gross_enrollment_ratio_age_6_13","dise_elementary_gross_enrollment_ratio_age_6_13"
"pc2001__23__38","2005-06",1,"KATNI",0,211,249133,NA,249133,218031,31102,1746,166,1912,6622,464,436,249133,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,0.0846937178133768,0,12.4840948409083,8.68200836820084,24.2677824267782,22.8033472803347,37.6220175173664,225312.475605571,212738,241695,0.0127615239061254,"log_linear_interpolation_2001_2011",0,110.572217242035
"pc2001__23__39","2005-06",1,"JABALPUR",31075,362962,400175,NA,400175,259263,140912,2249,753,3002,13158,559,991,400175,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,7.76535265821203,90.7008183919535,7.8863152445075,35.2125944899107,25.0832778147901,18.6209193870753,33.0113257828115,30.4130566955464,389062.939002806,401075,374869,-0.00675718106311648,"log_linear_interpolation_2001_2011",7.98713958200369,102.856108840815
"pc2001__23__41","2005-06",1,"DINDORI",NA,131297,135462,NA,135462,127259,8203,1694,67,1761,3513,836,66,135462,"grade_i_viii_sum",NA,1,FALSE,TRUE,FALSE,TRUE,NA,96.9253369948768,NA,6.05557278055839,3.80465644520159,47.473026689381,3.74787052810903,38.5602049530316,120843.824211194,118394,123907,0.00455132387241586,"log_linear_interpolation_2001_2011",NA,112.096750400135
"pc2001__23__42","2005-06",1,"MANDLA",383,226741,227694,NA,227694,201149,26545,2532,216,2748,6096,1047,319,227694,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.16820820926331,99.5814558135041,0.168630351702154,11.6581903783148,7.86026200873362,38.1004366812227,11.608442503639,37.3513779527559,180853.204845594,181813,179687,-0.00117622379584766,"log_linear_interpolation_2001_2011",0.211773963489888,125.899897762053
"pc2001__23__43","2005-06",1,"CHHINDWARA",8626,356857,397499,NA,397499,326437,71062,3239,484,3723,11604,784,537,397499,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,2.17006835237321,89.7755717624447,2.36016449465502,17.877277678686,13.0002686005909,21.0582863282299,14.4238517324738,34.2553429851775,NA,390640,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__23__44","2005-06",1,"SEONI",2736,277790,284529,NA,284529,251024,33505,2830,290,3120,8216,831,457,284529,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.961589152599559,97.6315243788858,0.975310666390994,11.7756010810849,9.2948717948718,26.6346153846154,14.6474358974359,34.6310856864654,240021.12635495,241646,238050,-0.00149931096478502,"log_linear_interpolation_2001_2011",1.13989965864668,118.543315049372
"pc2001__23__45","2005-06",1,"BALAGHAT",2540,394245,398311,NA,398311,306732,91579,2987,592,3579,13055,571,1354,398311,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.637692657245218,98.9791896282051,0.640145166777978,22.9918330149054,16.5409332215703,15.9541771444538,37.8317965912266,30.5102259670624,285876.44097564,292985,277422,-0.00545816005726159,"log_linear_interpolation_2001_2011",0.888495740093685,139.329774304116
"pc2001__24__01","2005-06",1,"KACHCHH",4806,2237,250347,NA,250347,231093,19254,1547,71,1618,6743,179,681,250347,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,1.91973540725473,0.893559739082154,68.2379667755218,7.69092499610541,4.38813349814586,11.0630407911001,42.0889987639061,37.1269464629987,328365.620341027,305260,358994,0.0162141802769716,"log_linear_interpolation_2001_2011",1.46361241929307,76.2403200858847
"pc2001__24__02","2005-06",1,"BANAS KANTHA",2188,304,488421,NA,488421,450224,38197,2207,170,2377,12761,147,927,488421,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.447974186204115,0.0622413860173907,87.800963081862,7.82050730824432,7.15187210769878,6.18426588136306,38.9987379049222,38.2745082673772,NA,539744,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__24__03","2005-06",1,"PATAN",NA,NA,169643,NA,169643,169018,625,819,4,823,4797,35,532,169643,"grade_i_viii_sum",NA,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.368420742382533,0.486026731470231,4.25273390036452,64.6415552855407,35.3643944131749,226299.867813157,220753,233269,0.00551478646477084,"log_linear_interpolation_2001_2011",NA,74.9638087018525
"pc2001__24__04","2005-06",1,"MAHESANA",2799,994,280856,NA,280856,254934,25922,1047,118,1165,7895,14,841,280856,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.996596120431823,0.353918022046885,73.7938307408384,9.2296408123736,10.1287553648069,1.20171673819742,72.1888412017167,35.5739075364155,314593.56822165,318295,310128,-0.00259935102296021,"log_linear_interpolation_2001_2011",0.889719397577746,89.2758239107165
"pc2001__24__05","2005-06",1,"SABAR KANTHA",843,0,364583,NA,364583,315563,49020,2533,251,2784,12309,92,865,364583,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.231223068546806,0,100,13.4454980073125,9.01580459770115,3.30459770114943,31.0704022988506,29.6192217076936,NA,377622,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__24__06","2005-06",1,"GANDHINAGAR",2092,1202,203046,NA,203046,148804,54242,667,224,891,6020,24,702,203046,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,1.03030840302198,0.591984082424672,63.5094110503947,26.7141435930774,25.1402918069585,2.69360269360269,78.7878787878788,33.7285714285714,NA,228610,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__24__07","2005-06",1,"AHMADABAD",24749,36469,655203,NA,655203,421714,233489,1482,719,2201,17795,21,1751,655203,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,3.7773026069783,5.56606120545846,40.4276519977784,35.6361310921959,32.6669695592912,0.954111767378464,79.55474784189,36.8194998595111,996018.564480247,963870,1036771,0.00729099237827722,"log_linear_interpolation_2001_2011",2.48479304328176,65.782207617978
"pc2001__24__08","2005-06",1,"SURENDRANAGAR",76,NA,266857,NA,266857,240694,26163,1015,114,1129,7254,15,616,266857,"grade_i_viii_sum",NA,1,TRUE,FALSE,TRUE,FALSE,0.0284796726336577,NA,NA,9.80412730413667,10.0974313551816,1.32860938883968,54.5615589016829,36.7875654811139,293513.128981805,285165,304049,0.00641209125162692,"log_linear_interpolation_2001_2011",0.0258932199263602,90.9182498669566
"pc2001__24__09","2005-06",1,"RAJKOT",3156,0,343483,NA,343483,292523,50960,1451,427,1878,10932,56,1090,343483,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.918822765609943,0,100,14.836250993499,22.7369542066028,2.98189563365282,58.0404685835996,31.4199597511892,545461.674606809,539313,553072,0.00251920845878347,"log_linear_interpolation_2001_2011",0.578592437731757,62.9710602944921
"pc2001__24__10","2005-06",1,"JAMNAGAR",2333,263,221330,NA,221330,190643,30687,1273,143,1416,6563,121,662,221330,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,1.05408213979126,0.118827090769439,89.8690292758089,13.8648172412235,10.0988700564972,8.545197740113,46.7514124293785,33.7239067499619,NA,335308,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__24__11","2005-06",1,"PORBANDAR",651,NA,82236,NA,82236,61311,20925,305,80,385,2252,15,156,82236,"grade_i_viii_sum",NA,1,TRUE,FALSE,TRUE,FALSE,0.791624106230848,NA,NA,25.4450605574201,20.7792207792208,3.8961038961039,40.5194805194805,36.5168738898757,90955.6569558572,90302,91761,0.00160277621845924,"log_linear_interpolation_2001_2011",0.715733382384281,90.4132879166724
"pc2001__24__12","2005-06",1,"JUNAGADH",7016,0,404439,NA,404439,287873,116566,1419,698,2117,12447,61,1233,404439,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,1.73474862711064,0,100,28.8216517200369,32.9711856400567,2.8814359943316,58.2427964100142,32.4928898529766,NA,440547,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__24__13","2005-06",1,"AMRELI",22,0,215632,NA,215632,186535,29097,815,176,991,6382,20,447,215632,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.0102025673369444,0,100,13.4938228092305,17.7598385469223,2.01816347124117,45.1059535822402,33.7875274208712,252741.747708011,266962,236386,-0.0121640264054055,"log_linear_interpolation_2001_2011",0.00870453741794026,85.3171278411498
"pc2001__24__14","2005-06",1,"BHAVNAGAR",5620,0,410897,NA,410897,366460,44437,1219,166,1385,10958,15,855,410897,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,1.36773936047233,0,100,10.8146323774571,11.985559566787,1.08303249097473,61.7328519855596,37.4974447891951,494141.898546777,494712,493446,-0.000256234467093682,"log_linear_interpolation_2001_2011",1.13732513201732,83.1536449769606
"pc2001__24__15","2005-06",1,"ANAND",8372,0,299571,NA,299571,246981,52590,1066,223,1289,8149,50,657,299571,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,2.79466303480644,0,100,17.5551037984318,17.300232738557,3.87897595034911,50.9697439875873,36.7616885507424,315628.245162429,315460,315834,0.000118486804485786,"log_linear_interpolation_2001_2011",2.65248757939632,94.9126082951906
"pc2001__24__16","2005-06",1,"KHEDA",4343,0,335636,NA,335636,293512,42124,1719,179,1898,10212,36,682,335636,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,1.29396131523436,0,100,12.5505011381377,9.43097997892519,1.89673340358272,35.9325605900948,32.8668233450842,NA,346761,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__24__17","2005-06",1,"PANCH MAHALS",2771,0,362586,NA,362586,329336,33250,2323,126,2449,11181,65,732,362586,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.764232485534466,0,100,9.17023823313641,5.14495712535729,2.65414454879543,29.8897509187423,32.4287630802254,410032.449627003,395409,428642,0.00807013994678182,"log_linear_interpolation_2001_2011",0.675800172040216,88.4286110355012
"pc2001__24__18","2005-06",1,"DOHAD",282,0,306273,NA,306273,300238,6035,1564,38,1602,7721,40,605,306273,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.0920747176538578,0,100,1.97046425901075,2.37203495630462,2.49687890137328,37.7652933832709,39.6675301126797,396410.565347449,357667,449508,0.0228551265377533,"log_linear_interpolation_2001_2011",0.0711383662927426,77.2615633318339
"pc2001__24__19","2005-06",1,"VADODARA",7046,0,363142,NA,363142,303672,59470,2215,169,2384,11266,108,881,363142,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,1.94028782129305,0,100,16.3765138706071,7.08892617449664,4.53020134228188,36.9546979865772,32.2334457660217,NA,610488,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__24__20","2005-06",1,"NARMADA",266,0,88593,NA,88593,78454,10139,696,58,754,2739,44,294,88593,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.300249455374578,0,100,11.444470782116,7.69230769230769,5.83554376657825,38.9920424403183,32.3450164293538,99887.530695495,97724,102597,0.00486615137125453,"log_linear_interpolation_2001_2011",0.2662995052014,88.6927521214573
"pc2001__24__21","2005-06",1,"BHARUCH",697,135,176151,NA,176151,145343,30808,885,134,1019,4893,33,501,176151,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.395683249030661,0.0766387928538583,83.7740384615385,17.4895402240124,13.1501472031403,3.23846908734053,49.1658488714426,36.0006131207848,238868.68431424,238947,238773,-7.28460218096339e-05,"log_linear_interpolation_2001_2011",0.291792120847064,73.7438649631725
"pc2001__24__22","2005-06",1,"SURAT",0,4299,446666,NA,446666,408260,38406,2153,133,2286,12745,97,1248,446666,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,0.962464123080781,0,8.59837104234484,5.8180227471566,4.24321959755031,54.5931758530184,35.0463711259317,NA,832904,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__24__23","2005-06",1,"THE DANGS",71,NA,44440,NA,44440,42358,2082,395,13,408,1425,13,201,44440,"grade_i_viii_sum",NA,1,TRUE,FALSE,TRUE,FALSE,0.15976597659766,NA,NA,4.68496849684968,3.18627450980392,3.18627450980392,49.2647058823529,31.1859649122807,44808.3113502831,41556,49131,0.0167448284927555,"log_linear_interpolation_2001_2011",0.158452746511617,99.1780289433273
"pc2001__24__24","2005-06",1,"NAVSARI",5398,0,165422,NA,165422,134510,30912,765,86,851,5073,43,548,165422,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,3.26316934869606,0,100,18.6867526689316,10.1057579318449,5.05287896592244,64.3948296122209,32.6083185491819,187616.217739956,197382,176334,-0.0112761013530025,"log_linear_interpolation_2001_2011",2.87714999536013,88.1704161786706
"pc2001__24__25","2005-06",1,"VALSAD",13596,1831,209547,NA,209547,165418,44129,1054,102,1156,6181,47,610,209547,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,6.48828186516629,0.873789651009081,88.1311985480003,21.0592373071435,8.82352941176471,4.06574394463668,52.7681660899654,33.9017958259181,254136.795872891,244713,266149,0.00839702070174292,"log_linear_interpolation_2001_2011",5.34987464263151,82.454411719587
"pc2001__25__01","2005-06",1,"DIU",1105,0,9259,NA,9259,8154,1105,37,4,41,239,1,21,9259,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,11.9343341613565,0,100,11.9343341613565,9.75609756097561,2.4390243902439,51.219512195122,38.7405857740586,8948.89994468676,8948,8950,2.2348865888073e-05,"log_linear_interpolation_2001_2011",12.3478864087208,103.465231003028
"pc2001__25__02","2005-06",1,"DAMAN",5914,386,14904,NA,14904,8800,6104,51,9,60,481,0,26,14904,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,39.6806226516371,2.58990874932904,93.8730158730159,40.955448201825,15,0,43.3333333333333,30.985446985447,16040.3488963143,13636,19562,0.0360875554592644,"log_linear_interpolation_2001_2011",36.869522216932,92.9156846670872
"pc2001__27__01","2005-06",1,"NANDURBAR",4459,0,221974,NA,221974,128011,93963,1277,330,1607,6759,110,473,221974,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,2.00879382269996,0,100,42.3306333174156,20.5351586807716,6.84505289359054,29.4337274424393,32.8412487054298,295110.506572404,277513,318141,0.0136626901799476,"log_linear_interpolation_2001_2011",1.51095942051999,75.2172474569419
"pc2001__27__02","2005-06",1,"DHULE",7911,375,311704,NA,311704,140321,171383,1129,514,1643,9694,106,806,311704,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,2.53798475476734,0.120306444575623,95.4742939898624,54.982611708544,31.284236153378,6.45161290322581,49.0566037735849,32.1543222611925,337188.997595046,329555,346760,0.00508896384122861,"log_linear_interpolation_2001_2011",2.34616196151835,92.44192492139
"pc2001__27__03","2005-06",1,"JALGAON",5085,3825,636081,NA,636081,335876,300205,1928,817,2745,21903,26,1316,636081,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.799426488135945,0.601338508774826,57.0707070707071,47.196033209607,29.7632058287796,0.947176684881603,47.9417122040073,29.0408163265306,NA,685696,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__27__04","2005-06",1,"BULDANA",10751,1042,410937,NA,410937,272789,138148,1505,495,2000,11235,94,904,410937,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,2.61621611098538,0.253566848446356,91.164249978801,33.6178051623485,24.75,4.7,45.2,36.5765020026702,419318.526662629,431644,404731,-0.00643785255355646,"log_linear_interpolation_2001_2011",2.56392201068901,98.0011551768681
"pc2001__27__05","2005-06",1,"AKOLA",20888,6600,282295,NA,282295,156153,126142,1019,496,1515,8363,77,806,282295,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,7.39935174197205,2.33797977293257,75.9895227008149,44.684461290494,32.7392739273927,5.08250825082508,53.2013201320132,33.7552313763004,285352.367109169,297971,270653,-0.00961586087257726,"log_linear_interpolation_2001_2011",7.32007244643208,98.9285643080019
"pc2001__27__06","2005-06",1,"WASHIM",2778,1263,194261,NA,194261,126258,68003,822,303,1125,5470,103,418,194261,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,1.43003485002136,0.650156233109065,68.7453600593912,35.0059970863941,26.9333333333333,9.15555555555556,37.1555555555556,35.5138939670932,197902.444961579,200029,195334,-0.00237514421641907,"log_linear_interpolation_2001_2011",1.40372191992844,98.1599798010146
"pc2001__27__07","2005-06",1,"AMRAVATI",15347,7278,431271,NA,431271,249916,181355,1722,672,2394,15132,151,1297,431271,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,3.55855135170229,1.68756999659147,67.832044198895,42.0512856185554,28.0701754385965,6.30743525480368,54.1771094402673,28.5005947660587,439850.879167631,460493,415874,-0.0101915324944137,"log_linear_interpolation_2001_2011",3.48913705232157,98.049366370742
"pc2001__27__08","2005-06",1,"WARDHA",12044,3553,187519,NA,187519,100329,87190,995,329,1324,7779,97,518,187519,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,6.4228158213301,1.89474133287827,77.2199782009361,46.4966216756702,24.8489425981873,7.32628398791541,39.1238670694864,24.1057976603677,184258.477820012,197851,168907,-0.0158165954556003,"log_linear_interpolation_2001_2011",6.53646993207274,101.769537129886
"pc2001__27__09","2005-06",1,"NAGPUR",91627,94271,676128,NA,676128,235438,440690,1871,1391,3262,25620,130,2091,676128,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,13.5517239339297,13.9427741492735,49.288857330364,65.1784869137205,42.6425505824647,3.98528510116493,64.1017780502759,26.3906323185012,649276.798765289,676850,617097,-0.00924234587653027,"log_linear_interpolation_2001_2011",14.1121629749045,104.135555326445
"pc2001__27__10","2005-06",1,"BHANDARA",5914,2611,185157,NA,185157,108589,76568,830,358,1188,6128,84,648,185157,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,3.19404613382157,1.41015462553401,69.3724340175953,41.35301392872,30.1346801346801,7.07070707070707,54.5454545454545,30.2149151436031,179977.285576339,189805,168654,-0.0118147950363268,"log_linear_interpolation_2001_2011",3.28597021622016,102.877982300419
"pc2001__27__11","2005-06",1,"GONDIYA",7818,31343,202567,NA,202567,130849,71718,899,342,1241,6891,44,656,202567,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,3.85946378235349,15.4729052609754,19.9637394346416,35.4045821876219,27.5584206285254,3.54552780016116,52.8605962933118,29.3958786823393,202841.611976655,210061,194354,-0.0077716726216203,"log_linear_interpolation_2001_2011",3.85423874510511,99.8646175338586
"pc2001__27__12","2005-06",1,"GADCHIROLI",2581,6394,173238,NA,173238,112811,60427,1350,303,1653,6322,432,576,173238,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,1.48985788337432,3.6908761357208,28.7576601671309,34.8809152726307,18.3303085299456,26.1343012704174,34.8457350272232,27.4024043024359,178558.494760365,184789,171228,-0.00762186318900093,"log_linear_interpolation_2001_2011",1.44546469405661,97.0203071170009
"pc2001__27__13","2005-06",1,"CHANDRAPUR",26279,10479,337718,NA,337718,186536,151182,1638,592,2230,11814,202,1330,337718,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,7.78134419841406,3.10288465524491,71.491920126231,44.7657513073037,26.5470852017937,9.05829596412556,59.6412556053812,28.5862535974268,331355.571006614,359573,299857,-0.018161152200467,"log_linear_interpolation_2001_2011",7.93075544804269,101.920121328897
"pc2001__27__14","2005-06",1,"YAVATMAL",11114,4028,428205,NA,428205,300212,127993,2096,542,2638,14328,166,1121,428205,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,2.59548580703168,0.940670940320641,73.3984942543918,29.8905897876017,20.5458680818802,6.29264594389689,42.4943138741471,29.8858877721943,445557.572487534,461213,427143,-0.00767411235575057,"log_linear_interpolation_2001_2011",2.49440267347514,96.1054253010099
"pc2001__27__15","2005-06",1,"NANDED",6749,2426,519039,NA,519039,290529,228510,2111,708,2819,16413,78,1122,519039,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,1.30028764697836,0.467402256863164,73.558583106267,44.0255934525151,25.1152891096133,2.76693863072011,39.8013479957432,31.6236519831841,604589.33738976,629243,575765,-0.00888179182633561,"log_linear_interpolation_2001_2011",1.11629491005216,85.849843505492
"pc2001__27__16","2005-06",1,"HINGOLI",796,0,180350,NA,180350,134431,45919,834,138,972,3708,47,272,180350,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.441364014416413,0,100,25.4610479622955,14.1975308641975,4.83539094650206,27.9835390946502,48.6380798274002,207017.140014825,210043,203378,-0.0032245955155368,"log_linear_interpolation_2001_2011",0.384509224667579,87.1183902874345
"pc2001__27__17","2005-06",1,"PARBHANI",2563,0,289754,NA,289754,165229,124525,1036,362,1398,9543,33,627,289754,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.884543440297632,0,100,42.9761107698254,25.8941344778255,2.36051502145923,44.8497854077253,30.3629885780153,321618.492005726,331031,310477,-0.00641022020249362,"log_linear_interpolation_2001_2011",0.796906914156655,90.0924564980677
"pc2001__27__18","2005-06",1,"JALNA",4721,5703,293534,NA,293534,184386,109148,1246,337,1583,8684,102,907,293534,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,1.60833157317381,1.94287544202716,45.2897160399079,37.1841081442014,21.2886923562855,6.44346178142767,57.2962728995578,33.8017042837402,NA,347133,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__27__20","2005-06",1,"NASHIK",40643,5453,848777,NA,848777,444659,404118,3110,1036,4146,27174,283,1673,848777,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,4.78841910183711,0.642453789393445,88.1703401596668,47.6117990944618,24.9879401833092,6.82585624698505,40.352146647371,31.2348936483403,963283.021579428,943081,988563,0.00471001984875417,"log_linear_interpolation_2001_2011",4.21921689571155,88.112940951489
